Player,Pos,Tm,Total,avg,gtd,gtd_avg,gtd_pct,OTC_IDs
David Edwards,RT,Rams,"$2,784,520","$696,130","$264,520","$66,130",9.50%,david-edwards/7960/
Cole Madison,RG,Packers,"$2,784,332","$696,083","$324,332","$81,083",11.60%,cole-madison/7023/
RJ McIntosh,34DE,Giants,"$2,781,468","$695,367","$321,468","$80,367",11.60%,rj-mcintosh/7024/
Austin Seibert,K,Browns,"$2,780,456","$695,114","$260,456","$65,114",9.40%,austin-seibert/7961/
Maurice Hurst,43DT,Raiders,"$2,779,044","$694,761","$319,044","$79,761",11.50%,maurice-hurst/7025/
Shaquem Griffin,43OLB,Seahawks,"$2,777,620","$694,405","$317,620","$79,405",11.40%,shaquem-griffin/7026/
D.J. Reed,S,49ers,"$2,771,372","$692,843","$311,372","$77,843",11.20%,d-j-reed/7027/
Ufomba Kamalu,43DT,Patriots,"$2,075,000","$691,667",$0,$0,0.00%,ufomba-kamalu/5268/
Ja'Whaun Bentley,ILB,Patriots,"$2,763,952","$690,988","$303,952","$75,988",11.00%,jawhaun-bentley/7028/
Justin Watson,WR,Buccaneers,"$2,761,736","$690,434","$301,736","$75,434",10.90%,justin-watson/7029/
Charles Tapper,34OLB,Jets,"$1,380,000","$690,000",$0,$0,0.00%,charles-tapper/4814/
Joe Kerridge,FB,Browns,"$1,380,000","$690,000",$0,$0,0.00%,joe-kerridge/5310/
Kyle Peko,43DT,Bills,"$1,380,000","$690,000",$0,$0,0.00%,kyle-peko/5126/
Kyle Fuller,LG,Dolphins,"$1,380,000","$690,000",$0,$0,0.00%,kyle-fuller/5829/
Obi Melifonwu,S,Patriots,"$1,380,000","$690,000","$100,000","$50,000",7.20%,obi-melifonwu/5642/
Kalif Raymond,WR,Titans,"$1,380,000","$690,000",$0,$0,0.00%,kalif-raymond/5127/
Jerell Adams,TE,Texans,"$1,380,000","$690,000",$0,$0,0.00%,jerell-adams/4897/
Cody Wichmann,RG,Cowboys,"$1,380,000","$690,000",$0,$0,0.00%,cody-wichmann/4063/
Josh Ferguson,RB,Texans,"$1,380,000","$690,000",$0,$0,0.00%,josh-ferguson/5076/
Devin Smith,WR,Cowboys,"$1,380,000","$690,000",$0,$0,0.00%,devin-smith/3885/
Chris Landrum,34DE,Texans,"$1,380,000","$690,000",$0,$0,0.00%,chris-landrum/4983/
B.J. Bello,ILB,Texans,"$1,380,000","$690,000",$0,$0,0.00%,b-j-bello/5965/
Anthony Fabiano,C,Eagles,"$1,380,000","$690,000",$0,$0,0.00%,anthony-fabiano/5242/
Joey Mbu,43DT,Dolphins,"$1,380,000","$690,000",$0,$0,0.00%,joey-mbu/4331/
Garrett Gilbert,QB,Browns,"$1,380,000","$690,000","$75,000","$37,500",5.40%,garrett-gilbert/3153/
Lenzy Pipkins,CB,Browns,"$1,380,000","$690,000",$0,$0,0.00%,lenzy-pipkins/6052/
Ukeme Eligwe,ILB,Titans,"$1,380,000","$690,000",$0,$0,0.00%,ukeme-eligwe/5769/
Bilal Nichols,34DE,Bears,"$2,759,480","$689,870","$299,480","$74,870",10.90%,bilal-nichols/7030/
Tre Flowers,CB,Seahawks,"$2,758,724","$689,681","$298,724","$74,681",10.80%,tre-flowers/7031/
Micah Kiser,ILB,Rams,"$2,757,980","$689,495","$297,980","$74,495",10.80%,micah-kiser/7032/
Jordan Miller,CB,Falcons,"$2,754,884","$688,721","$234,884","$58,721",8.50%,jordan-miller/7963/
Cole Holcomb,ILB,Redskins,"$2,754,884","$688,721","$234,884","$58,721",8.50%,cole-holcomb/7964/
Darius Slayton,WR,Giants,"$2,754,876","$688,719","$234,884","$58,721",8.50%,darius-slayton/7962/
Marcus Allen,S,Steelers,"$2,752,636","$688,159","$292,636","$73,159",10.60%,marcus-allen/7033/
Michael Dickson,P,Seahawks,"$2,750,152","$687,538","$290,152","$72,538",10.60%,michael-dickson/7034/
KeiVarae Russell,CB,Bengals,"$1,375,000","$687,500",$0,$0,0.00%,keivarae-russell/4787/
Genard Avery,43OLB,Browns,"$2,748,948","$687,237","$288,948","$72,237",10.50%,genard-avery/7035/
Davontae Harris,CB,Bengals,"$2,748,576","$687,144","$288,576","$72,144",10.50%,davontae-harris/7036/
Dane Cruikshank,CB,Titans,"$2,747,892","$686,973","$287,892","$71,973",10.50%,dane-cruikshank/7037/
Tyrell Crosby,LT,Lions,"$2,747,684","$686,921","$287,684","$71,921",10.50%,tyrell-crosby/7038/
Siran Neal,CB,Bills,"$2,746,020","$686,505","$286,020","$71,505",10.40%,siran-neal/7039/
Scott Quessenberry,LG,Chargers,"$2,744,252","$686,063","$284,252","$71,063",10.40%,scott-quessenberry/7040/
Troy Fumagalli,TE,Broncos,"$2,741,804","$685,451","$281,804","$70,451",10.30%,troy-fumagalli/7041/
Tyler Conklin,TE,Vikings,"$2,741,032","$685,258","$281,032","$70,258",10.30%,tyler-conklin/7042/
Ogbonnia Okoronkwo,34OLB,Rams,"$2,734,536","$683,634","$274,536","$68,634",10.00%,ogbonnia-okoronkwo/7045/
"Jermaine Carter, Jr.",ILB,Panthers,"$2,733,376","$683,344","$273,376","$68,344",10.00%,jermaine-carter-jr/7046/
KeeSean Johnson,WR,Cardinals,"$2,729,312","$682,328","$209,312","$52,328",7.70%,keesean-johnson/7965/
Tim Settle,34DT,Redskins,"$2,728,044","$682,011","$268,044","$67,011",9.80%,tim-settle/7048/
Natrell Jamerson,S,Packers,"$2,725,624","$681,406","$265,624","$66,406",9.70%,natrell-jamerson/7049/
Willie Henry,34DE,Ravens,"$2,723,392","$680,848","$383,392","$95,848",14.10%,willie-henry/4845/
Kenneth Dixon,RB,Ravens,"$2,723,392","$680,848","$383,392","$95,848",14.10%,kenneth-dixon/4847/
Dak Prescott,QB,Cowboys,"$2,723,392","$680,848","$383,392","$95,848",14.10%,dak-prescott/4848/
Sutton Smith,34OLB,Steelers,"$2,723,292","$680,823","$203,292","$50,823",7.50%,sutton-smith/7966/
Kaden Smith,TE,49ers,"$2,720,008","$680,002","$200,008","$50,002",7.40%,kaden-smith/7967/
James Ferentz,LG,Patriots,"$1,360,000","$680,000",$0,$0,0.00%,james-ferentz/3768/
Jaylen Samuels,TE,Steelers,"$2,718,064","$679,516","$258,064","$64,516",9.50%,jaylen-samuels/7050/
Saquan Hampton,S,Saints,"$2,715,952","$678,988","$195,952","$48,988",7.20%,saquan-hampton/7968/
Wyatt Teller,RG,Bills,"$2,714,124","$678,531","$254,124","$63,531",9.40%,wyatt-teller/7051/
Gardner Minshew,QB,Jaguars,"$2,711,616","$677,904","$191,616","$47,904",7.10%,gardner-minshew/7969/
Lamont Gaillard,C,Cardinals,"$2,708,136","$677,034","$188,136","$47,034",6.90%,lamont-gaillard/7970/
Corey Ballentine,CB,Giants,"$2,705,592","$676,398","$185,592","$46,398",6.90%,corey-ballentine/7971/
Jamarco Jones,LT,Seahawks,"$2,705,004","$676,251","$245,004","$61,251",9.10%,jamarco-jones/7053/
Jaquan Johnson,S,Bills,"$2,704,340","$676,085","$184,340","$46,085",6.80%,jaquan-johnson/7972/
Rashad Fenton,CB,Chiefs,"$2,702,320","$675,580","$152,820","$38,205",5.70%,rashad-fenton/7992/
Trayveon Williams,RB,Bengals,"$2,701,984","$675,496","$181,984","$45,496",6.70%,trayveon-williams/7973/
Jordan Wilkins,RB,Colts,"$2,701,240","$675,310","$241,240","$60,310",8.90%,jordan-wilkins/7054/
Jake Butt,TE,Broncos,"$2,700,948","$675,237","$300,948","$75,237",11.10%,jake-butt/5731/
Christian Ringo,43DT,Bengals,"$1,350,000","$675,000",$0,$0,0.00%,christian-ringo/4058/
Rees Odhiambo,LT,Cardinals,"$1,350,000","$675,000",$0,$0,0.00%,rees-odhiambo/4810/
Josh Hawkins,CB,Eagles,"$1,350,000","$675,000",$0,$0,0.00%,josh-hawkins/5334/
Sharrod Neasman,S,Falcons,"$1,350,000","$675,000",$0,$0,0.00%,sharrod-neasman/5153/
Ben Koyack,TE,Jaguars,"$1,350,000","$675,000",$0,$0,0.00%,ben-koyack/4077/
Dwayne Washington,RB,Saints,"$1,350,000","$675,000",$0,$0,0.00%,dwayne-washington/4949/
Josh Andrews,C,Colts,"$1,350,000","$675,000",$0,$0,0.00%,josh-andrews/3518/
Darius Jennings,WR,Titans,"$1,350,000","$675,000",$0,$0,0.00%,darius-jennings/4265/
MyCole Pruitt,TE,Titans,"$1,350,000","$675,000",$0,$0,0.00%,mycole-pruitt/3991/
Gabe Wright,43DT,Raiders,"$1,350,000","$675,000",$0,$0,0.00%,gabe-wright/3961/
Jonathan Williams,RB,Colts,"$1,350,000","$675,000",$0,$0,0.00%,jonathan-williams/4869/
Brian Price,43DT,Browns,"$1,350,000","$675,000",$0,$0,0.00%,brian-price/5342/
Jihad Ward,43DT,Colts,"$1,350,000","$675,000",$0,$0,0.00%,jihad-ward/4757/
Dan Vitale,FB,Packers,"$1,350,000","$675,000",$0,$0,0.00%,dan-vitale/4910/
Brian Mihalik,RT,Giants,"$1,350,000","$675,000",$0,$0,0.00%,brian-mihalik/4085/
Anthony Lanier,43DE,Chargers,"$1,350,000","$675,000",$0,$0,0.00%,anthony-lanier/5311/
Cre'Von LeBlanc,CB,Eagles,"$1,350,000","$675,000",$0,$0,0.00%,crevon-leblanc/5226/
C.J. Goodwin,CB,Cowboys,"$1,350,000","$675,000",$0,$0,0.00%,c-j-goodwin/3633/
Denzel Rice,CB,Bills,"$1,350,000","$675,000",$0,$0,0.00%,denzel-rice/4148/
Justin Skule,LT,49ers,"$2,699,548","$674,887","$179,548","$44,887",6.70%,justin-skule/7974/
Travis Fulgham,WR,Lions,"$2,698,832","$674,708","$178,832","$44,708",6.60%,travis-fulgham/7975/
George Kittle,TE,49ers,"$2,698,296","$674,574","$298,296","$74,574",11.10%,george-kittle/5732/
Ka'dar Hollman,CB,Packers,"$2,694,948","$673,737","$174,948","$43,737",6.50%,kadar-hollman/7976/
Ty Johnson,RB,Lions,"$2,692,556","$673,139","$172,556","$43,139",6.40%,ty-johnson/7977/
Juwann Winfree,WR,Broncos,"$2,691,104","$672,776","$171,104","$42,776",6.40%,juwann-winfree/7978/
David Long Jr.,ILB,Titans,"$2,690,372","$672,593","$170,372","$42,593",6.30%,david-long-jr/7979/
Drew Forbes,LG,Browns,"$2,689,336","$672,334","$169,336","$42,334",6.30%,drew-forbes/7980/
Armon Watts,43DT,Vikings,"$2,689,096","$672,274","$169,096","$42,274",6.30%,armon-watts/7981/
Damontae Kazee,CB,Falcons,"$2,688,932","$672,233","$288,932","$72,233",10.70%,damontae-kazee/5735/
Marcus Epps,S,Vikings,"$2,688,756","$672,189","$168,756","$42,189",6.30%,marcus-epps/7982/
Isaiah Buggs,34DE,Steelers,"$2,688,632","$672,158","$168,632","$42,158",6.30%,isaiah-buggs/7983/
Olisaemeka Udoh,RT,Vikings,"$2,687,600","$671,900","$167,600","$41,900",6.20%,olisaemeka-udoh/7984/
Dexter Williams,RB,Packers,"$2,686,056","$671,514","$166,056","$41,514",6.20%,dexter-williams/7985/
Xavier Crawford,CB,Texans,"$2,685,196","$671,299","$165,196","$41,299",6.20%,xavier-crawford/7986/
Blessuan Austin,CB,Jets,"$2,682,972","$670,743","$162,972","$40,743",6.10%,blessuan-austin/7987/
Jordan Leggett,TE,Buccaneers,"$2,682,052","$670,513","$282,052","$70,513",10.50%,jordan-leggett/5736/
Trace McSorley,QB,Ravens,"$2,680,688","$670,172","$160,688","$40,172",6.00%,trace-mcsorley/7988/
Desmond King,CB,Chargers,"$2,680,000","$670,000","$280,000","$70,000",10.40%,desmond-king/5737/
Tim Harris,CB,49ers,"$2,678,308","$669,577","$158,308","$39,577",5.90%,tim-harris/7989/
Corn Elder,CB,Panthers,"$2,677,908","$669,477","$277,908","$69,477",10.40%,corn-elder/5738/
Gerri Green,43DE,Colts,"$2,677,608","$669,402","$157,608","$39,402",5.90%,gerri-green/7990/
Darius Phillips,CB,Bengals,"$2,677,556","$669,389","$217,556","$54,389",8.10%,darius-phillips/7055/
Mike White,QB,Cowboys,"$2,677,556","$669,389","$217,556","$54,389",8.10%,mike-white/7056/
JK Scott,P,Packers,"$2,677,556","$669,389","$217,556","$54,389",8.10%,jk-scott/7057/
Marquez Valdes-Scantling,WR,Packers,"$2,677,556","$669,389","$217,556","$54,389",8.10%,marquez-valdes-scantling/7059/
Johnny Townsend,P,Giants,"$2,677,556","$669,389","$217,556","$54,389",8.10%,johnny-townsend/7058/
Darwin Thompson,RB,Chiefs,"$2,677,340","$669,335","$127,840","$31,960",4.80%,darwin-thompson/8005/
Emeke Egbule,43OLB,Chargers,"$2,676,956","$669,239","$156,956","$39,239",5.90%,emeke-egbule/7991/
Jeremy Sprinkle,TE,Redskins,"$2,676,516","$669,129","$276,516","$69,129",10.30%,jeremy-sprinkle/5740/
Jayon Brown,ILB,Titans,"$2,671,564","$667,891","$271,564","$67,891",10.20%,jayon-brown/5741/
Isaiah Prince,RT,Dolphins,"$2,670,320","$667,580","$150,320","$37,580",5.60%,isaiah-prince/7993/
Marcus Green,WR,Falcons,"$2,667,852","$666,963","$147,852","$36,963",5.50%,marcus-green/7994/
Nate Hairston,CB,Colts,"$2,667,800","$666,950","$267,800","$66,950",10.00%,nate-hairston/5744/
Anthony Walker Jr.,ILB,Colts,"$2,665,428","$666,357","$265,428","$66,357",10.00%,anthony-walker-jr/5747/
Travis Homer,RB,Seahawks,"$2,663,360","$665,840","$143,360","$35,840",5.40%,travis-homer/7995/
Matt Milano,43OLB,Bills,"$2,661,516","$665,379","$261,516","$65,379",9.80%,matt-milano/5749/
Nick Allegretti,LG,Chiefs,"$2,661,452","$665,363","$111,952","$27,988",4.20%,nick-allegretti/8007/
Jamal Agnew,CB,Lions,"$2,658,376","$664,594","$258,376","$64,594",9.70%,jamal-agnew/5751/
Shelton Gibson,WR,Eagles,"$2,657,248","$664,312","$257,248","$64,312",9.70%,shelton-gibson/5752/
Damion Ratley,WR,Browns,"$2,653,868","$663,467","$193,868","$48,467",7.30%,damion-ratley/7060/
Marquel Lee,43OLB,Raiders,"$2,653,428","$663,426","$253,704","$63,426",9.60%,marquel-lee/5754/
John Kelly,RB,Rams,"$2,648,292","$662,073","$188,292","$47,073",7.10%,john-kelly/7061/
Duke Shelley,CB,Bears,"$2,647,840","$661,960","$127,840","$31,960",4.80%,duke-shelley/7996/
Kelvin Harmon,WR,Redskins,"$2,647,840","$661,960","$127,840","$31,960",4.80%,kelvin-harmon/7997/
Ulysees Gilbert III,ILB,Steelers,"$2,647,840","$661,960","$127,840","$31,960",4.80%,ulysees-gilbert-iii/7998/
Scott Miller,WR,Buccaneers,"$2,647,840","$661,960","$127,840","$31,960",4.80%,scott-miller/7999/
Demarcus Christmas,43DT,Seahawks,"$2,647,840","$661,960","$127,840","$31,960",4.80%,demarcus-christmas/8000/
Deshaun Davis,43OLB,Bengals,"$2,647,840","$661,960","$127,840","$31,960",4.80%,deshaun-davis/8001/
Rodney Anderson,RB,Bengals,"$2,647,840","$661,960","$127,840","$31,960",4.80%,rodney-anderson/8002/
Dennis Daley,RT,Panthers,"$2,647,840","$661,960","$127,840","$31,960",4.80%,dennis-daley/8003/
Donovan Wilson,S,Cowboys,"$2,647,840","$661,960","$127,840","$31,960",4.80%,donovan-wilson/8004/
Duke Ejiofor,34DE,Texans,"$2,645,252","$661,313","$185,252","$46,313",7.00%,duke-ejiofor/7062/
Christian Sam,43OLB,Patriots,"$2,641,496","$660,374","$181,496","$45,374",6.90%,christian-sam/7063/
Kahlil McKenzie,RG,Chiefs,"$2,639,948","$659,987","$150,948","$37,737",5.70%,kahlil-mckenzie/7083/
Parry Nickerson,CB,Jets,"$2,637,480","$659,370","$177,480","$44,370",6.70%,parry-nickerson/7064/
Folorunso Fatukasi,34DT,Jets,"$2,634,256","$658,564","$174,256","$43,564",6.60%,folorunso-fatukasi/7065/
Terry Beckner Jr.,43DT,Buccaneers,"$2,632,316","$658,079","$112,316","$28,079",4.30%,terry-beckner-jr/8006/
Kylie Fitts,34OLB,Bears,"$2,631,900","$657,975","$171,900","$42,975",6.50%,kylie-fitts/7066/
Kris Boyd,CB,Vikings,"$2,629,676","$657,419","$109,676","$27,419",4.20%,kris-boyd/8008/
Mike Weber,RB,Cowboys,"$2,628,804","$657,201","$108,804","$27,201",4.10%,mike-weber/8009/
Sam Jones,LG,Broncos,"$2,628,556","$657,139","$168,556","$42,139",6.40%,sam-jones/7068/
Arthur Maulet,CB,Jets,"$657,000","$657,000","$12,000","$12,000",1.80%,arthur-maulet/5887/
Eric Saubert,TE,Patriots,"$2,627,400","$656,850","$227,400","$56,850",8.70%,eric-saubert/5760/
Marcell Harris,S,49ers,"$2,626,300","$656,575","$166,300","$41,575",6.30%,marcell-harris/7069/
Derwin Gray,RG,Steelers,"$2,625,852","$656,463","$105,852","$26,463",4.00%,derwin-gray/8010/
Deon Cain,WR,Colts,"$2,625,636","$656,409","$165,636","$41,409",6.30%,deon-cain/7070/
Cullen Gillaspia,FB,Texans,"$2,623,556","$655,889","$103,552","$25,888",3.90%,cullen-gillaspia/8011/
Jacob Martin,43OLB,Seahawks,"$2,622,040","$655,510","$162,040","$40,510",6.20%,jacob-martin/7071/
Donnie Lewis Jr.,CB,Browns,"$2,621,920","$655,480","$101,920","$25,480",3.90%,donnie-lewis-jr/8012/
Kerrith Whyte Jr.,RB,Bears,"$2,621,468","$655,367","$101,468","$25,367",3.90%,kerrith-whyte-jr/8013/
Jordan Brown,CB,Bengals,"$2,621,144","$655,286","$101,144","$25,286",3.90%,jordan-brown/8014/
Isaac Nauta,TE,Lions,"$2,620,448","$655,112","$100,448","$25,112",3.80%,isaac-nauta/8015/
Rashad Ross,WR,Panthers,"$655,000","$655,000","$10,000","$10,000",1.50%,rashad-ross/2739/
DeVante Bausby,CB,Broncos,"$655,000","$655,000","$10,000","$10,000",1.50%,devante-bausby/4549/
Marcus Murphy,RB,Bills,"$1,965,000","$655,000",$0,$0,0.00%,marcus-murphy/4078/
Ray-Ray McCloud,WR,Bills,"$2,619,824","$654,956","$159,824","$39,956",6.10%,ray-ray-mccloud/7072/
Kamrin Moore,CB,Giants,"$2,618,480","$654,620","$158,480","$39,620",6.10%,kamrin-moore/7074/
Darryl Johnson Jr.,43DE,Bills,"$2,618,464","$654,616","$98,464","$24,616",3.80%,darryl-johnson-jr/8016/
Ty Summers,ILB,Packers,"$2,617,904","$654,476","$97,904","$24,476",3.70%,ty-summers/8017/
Jimmy Moreland,CB,Redskins,"$2,617,892","$654,473","$97,892","$24,473",3.70%,jimmy-moreland/8018/
DeShon Elliott,S,Ravens,"$2,617,800","$654,450","$157,800","$39,450",6.00%,deshon-elliott/7075/
Tommy Sweeney,TE,Bills,"$2,616,552","$654,138","$96,552","$24,138",3.70%,tommy-sweeney/8019/
P.J. Johnson,43DT,Lions,"$2,616,512","$654,128","$96,512","$24,128",3.70%,p-j-johnson/8020/
Chris Covington,43OLB,Cowboys,"$2,616,304","$654,076","$156,304","$39,076",6.00%,chris-covington/7078/
Russell Gage,WR,Falcons,"$2,616,192","$654,048","$156,192","$39,048",6.00%,russell-gage/7079/
Adonis Alexander,CB,Redskins,"$2,616,192","$654,048","$156,192","$39,048",6.00%,adonis-alexander/7675/
Quinton Bell,43DE,Raiders,"$2,616,140","$654,035","$96,140","$24,035",3.70%,quinton-bell/8021/
Sebastian Joseph,34DT,Rams,"$2,615,236","$653,809","$155,236","$38,809",5.90%,sebastian-joseph/7080/
Tajae Sharpe,WR,Titans,"$2,614,884","$653,721","$274,884","$68,721",10.50%,tajae-sharpe/4853/
Alize Mack,TE,Saints,"$2,613,992","$653,498","$93,992","$23,498",3.60%,alize-mack/8022/
Tremon Smith,CB,Chiefs,"$2,613,804","$653,451","$153,804","$38,451",5.90%,tremon-smith/7081/
Shaun Dion Hamilton,ILB,Redskins,"$2,613,008","$653,252","$153,008","$38,252",5.90%,shaun-dion-hamilton/7082/
George Asafo-Adjei,RT,Giants,"$2,612,368","$653,092","$92,368","$23,092",3.50%,george-asafo-adjei/8023/
Chandler Cox,FB,Dolphins,"$2,610,912","$652,728","$90,912","$22,728",3.50%,chandler-cox/8024/
Ronald Blair,43DE,49ers,"$2,610,404","$652,601","$270,404","$67,601",10.40%,ronald-blair/4855/
DeAndre Washington,RB,Raiders,"$2,609,196","$652,299","$269,196","$67,299",10.30%,deandre-washington/4856/
Luke Falk,QB,Jets,"$2,608,832","$652,208","$148,832","$37,208",5.70%,luke-falk/7084/
Myles Gaskin,RB,Dolphins,"$2,607,108","$651,777","$87,108","$21,777",3.30%,myles-gaskin/8025/
Foyesade Oluokun,43OLB,Falcons,"$2,606,628","$651,657","$146,628","$36,657",5.60%,foyesade-oluokun/7085/
Jack Cichy,ILB,Buccaneers,"$2,605,376","$651,344","$145,376","$36,344",5.60%,jack-cichy/7087/
Connor McGovern,C,Broncos,"$2,603,900","$650,975","$263,900","$65,975",10.10%,connor-mcgovern/4857/
Dontavius Russell,43DT,Jaguars,"$2,603,504","$650,876","$83,504","$20,876",3.20%,dontavius-russell/8026/
John Ursua,WR,Seahawks,"$2,602,672","$650,668","$82,672","$20,668",3.20%,john-ursua/8027/
Trent Taylor,WR,49ers,"$2,601,948","$650,487","$201,948","$50,487",7.80%,trent-taylor/5763/
Davon Godchaux,43DT,Dolphins,"$2,601,948","$650,487","$201,948","$50,487",7.80%,davon-godchaux/5764/
T.J. Logan,RB,Cardinals,"$2,601,948","$650,487","$201,948","$50,487",7.80%,t-j-logan/5765/
Danny Isidora,RG,Vikings,"$2,601,948","$650,487","$201,948","$50,487",7.80%,danny-isidora/5766/
Aaron Jones,RB,Packers,"$2,601,948","$650,487","$201,948","$50,487",7.80%,aaron-jones/5768/
Terry Godwin,WR,Panthers,"$2,601,812","$650,453","$81,812","$20,453",3.10%,terry-godwin/8028/
Stephen Denmark,CB,Bears,"$2,600,956","$650,239","$80,956","$20,239",3.10%,stephen-denmark/8029/
Dillon Mitchell,WR,Vikings,"$2,600,316","$650,079","$80,316","$20,079",3.10%,dillon-mitchell/8030/
Jackson Barton,LT,Colts,"$2,599,612","$649,903","$79,612","$19,903",3.10%,jackson-barton/8031/
Trenton Cannon,RB,Jets,"$2,599,228","$649,807","$139,228","$34,807",5.40%,trenton-cannon/7089/
Jalen Jelks,43DE,Cowboys,"$2,598,960","$649,740","$78,960","$19,740",3.00%,jalen-jelks/8032/
Cortez Broughton,43DT,Chargers,"$2,598,320","$649,580","$78,320","$19,580",3.00%,cortez-broughton/8033/
Nick Scott,S,Rams,"$2,597,328","$649,332","$77,328","$19,332",3.00%,nick-scott/8034/
Kaden Elliss,43OLB,Saints,"$2,596,604","$649,151","$76,604","$19,151",3.00%,kaden-elliss/8035/
Matt Judon,34OLB,Ravens,"$2,595,736","$648,934","$255,736","$63,934",9.90%,matt-judon/4859/
Chris Slayton,34DE,Giants,"$2,595,572","$648,893","$75,572","$18,893",2.90%,chris-slayton/8036/
Michael Dogbe,34DE,Cardinals,"$2,594,576","$648,645","$74,576","$18,644",2.90%,michael-dogbe/8040/
Javon Patterson,C,Colts,"$2,594,576","$648,644","$74,576","$18,644",2.90%,javon-patterson/8037/
Olabisi Johnson,WR,Vikings,"$2,594,576","$648,644","$74,576","$18,644",2.90%,olabisi-johnson/8038/
Joshua Miles,LT,Cardinals,"$2,594,576","$648,644","$74,576","$18,644",2.90%,joshua-miles/8039/
Austin Cutting,LS,Vikings,"$2,594,576","$648,644","$74,576","$18,644",2.90%,austin-cutting/8041/
Dakota Allen,ILB,Rams,"$2,594,576","$648,644","$74,576","$18,644",2.90%,dakota-allen/8042/
Ken Webster,CB,Patriots,"$765,000","$648,644","$74,576","$18,644",9.70%,ken-webster/8043/
Jordan Brailford,34OLB,Redskins,"$2,594,576","$648,644","$74,576","$18,644",2.90%,jordan-brailford/8044/
Caleb Wilson,TE,Cardinals,"$2,594,576","$648,644","$74,576","$18,644",2.90%,caleb-wilson/8045/
Caleb Benenoch,RG,Buccaneers,"$2,593,184","$648,296","$253,184","$63,296",9.80%,caleb-benenoch/4861/
Matt Pryor,RG,Eagles,"$2,592,784","$648,196","$132,784","$33,196",5.10%,matt-pryor/7091/
Paul Perkins,RB,Giants,"$2,592,548","$648,137","$252,548","$63,137",9.70%,paul-perkins/4862/
Jordan Howard,RB,Eagles,"$2,588,024","$647,006","$248,024","$62,006",9.60%,jordan-howard/4863/
Tyreek Hill,WR,Chiefs,"$2,586,220","$646,555","$218,720","$54,680",8.50%,tyreek-hill/4878/
Wendell Smallwood,RB,Eagles,"$2,584,580","$646,145","$244,580","$61,145",9.50%,wendell-smallwood/4866/
Joe Haeg,RG,Colts,"$2,582,412","$645,603","$242,412","$60,603",9.40%,joe-haeg/4868/
Stanley Jean-Baptiste,CB,Ravens,"$645,000","$645,000",$0,$0,0.00%,stanley-jean-baptiste/2997/
Parker Ehinger,LG,Cardinals,"$645,000","$645,000",$0,$0,0.00%,parker-ehinger/4818/
Ronald Martin,S,Falcons,"$645,000","$645,000",$0,$0,0.00%,ronald-martin/4510/
Al-Quadin Muhammad,43DE,Colts,"$1,935,000","$645,000",$0,$0,0.00%,al-quadin-muhammad/5782/
James Cowser,43DE,Raiders,"$645,000","$645,000",$0,$0,0.00%,james-cowser/5393/
De'Angelo Henderson,RB,Vikings,"$645,000","$645,000",$0,$0,0.00%,deangelo-henderson/5789/
Isaac Rochell,43DE,Chargers,"$645,000","$645,000",$0,$0,0.00%,isaac-rochell/5811/
Alex Ellis,TE,Eagles,"$645,000","$645,000",$0,$0,0.00%,alex-ellis/5374/
D.J. White,CB,Redskins,"$645,000","$645,000",$0,$0,0.00%,d-j-white/4891/
Justin Hamilton,43DT,Chiefs,"$645,000","$645,000",$0,$0,0.00%,justin-hamilton/4158/
Colin Holba,LS,49ers,"$1,200,000","$645,000",$0,$0,0.00%,colin-holba/5799/
Nathan Peterman,QB,Raiders,"$645,000","$645,000",$0,$0,0.00%,nathan-peterman/5757/
Jaydon Mickens,WR,Panthers,"$645,000","$645,000",$0,$0,0.00%,jaydon-mickens/5524/
Matt Simms,QB,Falcons,"$645,000","$645,000",$0,$0,0.00%,matt-simms/1010/
Matt Feiler,RT,Steelers,"$645,000","$645,000",$0,$0,0.00%,matt-feiler/3382/
Mike Hilton,CB,Steelers,"$645,000","$645,000",$0,$0,0.00%,mike-hilton/5000/
Mack Brown,RB,Raiders,"$645,000","$645,000",$0,$0,0.00%,mack-brown/4183/
Brandon Wilds,RB,49ers,"$645,000","$645,000",$0,$0,0.00%,brandon-wilds/5161/
Deon Lacey,43OLB,Bills,"$645,000","$645,000",$0,$0,0.00%,deon-lacey/5552/
Daniel Munyer,C,Colts,"$645,000","$645,000",$0,$0,0.00%,daniel-munyer/4551/
Zach Banner,RT,Steelers,"$645,000","$645,000",$0,$0,0.00%,zach-banner/5723/
Dadi Nicolas,34OLB,Colts,"$645,000","$645,000",$0,$0,0.00%,dadi-nicolas/4916/
Jordan Dangerfield,S,Steelers,"$645,000","$645,000",$0,$0,0.00%,jordan-dangerfield/2804/
Johnny Holton,WR,Steelers,"$645,000","$645,000",$0,$0,0.00%,johnny-holton/5396/
Ross Travis,TE,Colts,"$645,000","$645,000",$0,$0,0.00%,ross-travis/4682/
T.J. Green,S,Saints,"$645,000","$645,000",$0,$0,0.00%,t-j-green/4770/
Cole Wick,TE,Titans,"$1,935,000","$645,000",$0,$0,0.00%,cole-wick/5324/
Aaron Wallace,34OLB,Broncos,"$1,935,000","$645,000",$0,$0,0.00%,aaron-wallace/4935/
Cole Croston,RG,Patriots,"$645,000","$645,000",$0,$0,0.00%,cole-croston/6122/
D.J. Foster,RB,Cardinals,"$645,000","$645,000",$0,$0,0.00%,d-j-foster/5222/
