Player,Pos,Tm,Total,avg,gtd,gtd_avg,gtd_pct,OTC_IDs
Ryan Anderson,34OLB,Redskins,"$5,324,722","$1,331,181","$3,184,557","$796,139",59.80%,ryan-anderson/5635/
Darren Sproles,RB,Eagles,"$1,330,000","$1,330,000","$900,000","$900,000",67.70%,darren-sproles/1488/
A'Shawn Robinson,43DT,Lions,"$5,233,638","$1,308,410","$3,144,173","$786,043",60.10%,ashawn-robinson/4759/
Spencer Ware,RB,Colts,"$1,305,000","$1,305,000","$150,000","$150,000",11.50%,spencer-ware/2232/
Kemoko Turay,43DE,Colts,"$5,218,404","$1,304,601","$3,072,404","$768,101",58.90%,kemoko-turay/6937/
Lonnie Johnson Jr.,CB,Texans,"$5,214,132","$1,303,533","$3,039,119","$759,780",58.30%,lonnie-johnson-jr/7845/
Deshazor Everett,S,Redskins,"$2,600,000","$1,300,000","$250,000","$125,000",9.60%,deshazor-everett/4557/
Colin Jones,S,Panthers,"$2,600,000","$1,300,000","$400,000","$200,000",15.40%,colin-jones/1152/
Andrew Sendejo,S,Eagles,"$1,300,000","$1,300,000","$500,000","$500,000",38.50%,andrew-sendejo/2060/
Justin Evans,S,Buccaneers,"$5,199,286","$1,299,822","$3,087,631","$771,908",59.40%,justin-evans/5636/
Kevin Hogan,QB,Broncos,"$1,290,000","$1,290,000","$300,000","$300,000",23.30%,kevin-hogan/4875/
M.J. Stewart,CB,Buccaneers,"$5,083,118","$1,270,780","$2,967,863","$741,966",58.40%,m-j-stewart/6938/
DeMarcus Walker,34DE,Broncos,"$5,073,852","$1,268,463","$2,990,702","$747,676",58.90%,demarcus-walker/5637/
Max Scharping,RT,Texans,"$5,068,088","$1,267,022","$2,926,248","$731,562",57.70%,max-scharping/7846/
Jason Spriggs,LT,Packers,"$5,004,300","$1,251,075","$2,966,960","$741,740",59.30%,jason-spriggs/4761/
Oday Aboushi,RG,Lions,"$1,250,000","$1,250,000","$250,000","$250,000",20.00%,oday-aboushi/936/
David Mayo,ILB,49ers,"$2,500,000","$1,250,000","$1,100,000","$550,000",44.00%,david-mayo/4017/
Brent Urban,34DE,Titans,"$1,250,000","$1,250,000","$250,000","$250,000",20.00%,brent-urban/3073/
Mecole Hardman,WR,Chiefs,"$4,995,052","$1,248,763","$2,869,812","$717,453",57.50%,mecole-hardman/7847/
JJ Arcega-Whiteside,WR,Eagles,"$4,951,224","$1,237,806","$2,835,944","$708,986",57.30%,jj-arcega-whiteside/7848/
DeShone Kizer,QB,Packers,"$4,948,412","$1,237,103","$2,893,772","$723,443",58.50%,deshone-kizer/5638/
Jessie Bates III,S,Bengals,"$4,947,817","$1,236,954","$2,383,313","$595,828",48.20%,jessie-bates-iii/6939/
Jarran Reed,43DT,Seahawks,"$4,889,636","$1,222,409","$2,878,356","$719,589",58.90%,jarran-reed/4762/
Trysten Hill,43DT,Cowboys,"$4,878,196","$1,219,549","$2,779,516","$694,879",57.00%,trysten-hill/7849/
Luke Rhodes,LS,Colts,"$4,850,000","$1,212,500","$1,250,000","$312,500",25.80%,luke-rhodes/5036/
Teez Tabor,CB,Lions,"$4,822,976","$1,205,744","$2,796,846","$699,212",58.00%,teez-tabor/5639/
Donte Jackson,CB,Panthers,"$4,812,526","$1,203,132","$2,758,771","$689,693",57.30%,donte-jackson/6940/
Shane Ray,34OLB,Ravens,"$1,200,000","$1,200,000","$200,000","$200,000",16.70%,shane-ray/3871/
Nick O'Leary,TE,Dolphins,"$1,200,000","$1,200,000","$200,000","$200,000",16.70%,nick-oleary/4042/
Tavon Wilson,S,Lions,"$1,200,000","$1,200,000","$250,000","$250,000",20.80%,tavon-wilson/1249/
Parris Campbell,WR,Colts,"$4,775,936","$1,193,984","$2,700,496","$675,124",56.50%,parris-campbell/7850/
Nick Martin,C,Texans,"$4,774,972","$1,193,743","$2,789,752","$697,438",58.40%,nick-martin/4763/
Duke Dawson,S,Patriots,"$4,744,876","$1,186,219","$2,706,496","$676,624",57.00%,duke-dawson/6941/
Nasir Adderley,S,Chargers,"$4,732,112","$1,183,028","$2,666,632","$666,658",56.40%,nasir-adderley/7851/
P.J. Hall,43DT,Raiders,"$4,704,282","$1,176,071","$2,675,127","$668,782",56.90%,p-j-hall/6942/
Jake McQuaide,LS,Rams,"$3,525,000","$1,175,000","$955,000","$318,333",27.10%,jake-mcquaide/1326/
Raekwon McMillan,ILB,Dolphins,"$4,697,534","$1,174,384","$2,699,912","$674,978",57.50%,raekwon-mcmillan/5640/
Taylor Rapp,S,Rams,"$4,673,694","$1,168,424","$2,621,489","$655,372",56.10%,taylor-rapp/7852/
Isaiah Oliver,CB,Falcons,"$4,636,650","$1,159,163","$2,622,865","$655,716",56.60%,isaiah-oliver/6943/
Andy Isabella,WR,Cardinals,"$4,629,870","$1,157,468","$2,324,926","$581,232",50.20%,andy-isabella/7853/
Juan Thornhill,S,Chiefs,"$4,615,266","$1,153,817","$2,294,427","$573,607",49.70%,juan-thornhill/7854/
Beau Brinkley,LS,Titans,"$5,750,000","$1,150,000","$840,000","$168,000",14.60%,beau-brinkley/1696/
Clark Harris,LS,Bengals,"$2,295,000","$1,147,500","$180,000","$90,000",7.80%,clark-harris/2031/
D.K. Metcalf,WR,Seahawks,"$4,586,050","$1,146,513","$2,254,308","$563,577",49.20%,d-k-metcalf/7855/
Dalvin Tomlinson,34DE,Giants,"$4,572,102","$1,143,026","$2,602,987","$650,747",56.90%,dalvin-tomlinson/5641/
Derrius Guice,RB,Redskins,"$4,541,936","$1,135,484","$2,473,224","$618,306",54.50%,derrius-guice/6944/
Kyle Nelson,LS,49ers,"$4,540,000","$1,135,000","$450,000","$112,500",9.90%,kyle-nelson/459/
James Washington,WR,Steelers,"$4,501,346","$1,125,337","$2,383,704","$595,926",53.00%,james-washington/6945/
Nick Sundberg,LS,Redskins,"$4,500,000","$1,125,000","$610,000","$152,500",13.60%,nick-sundberg/2035/
Ryan Griffin,TE,Jets,"$1,125,000","$1,125,000",$0,$0,0.00%,ryan-griffin/2400/
Orlando Scandrick,CB,Eagles,"$1,120,000","$1,120,000",$0,$0,0.00%,orlando-scandrick/652/
Zak DeOssie,LS,Giants,"$1,120,000","$1,120,000","$225,000","$225,000",20.10%,zak-deossie/906/
LP Ladouceur,LS,Cowboys,"$1,120,000","$1,120,000","$735,000","$735,000",65.60%,lp-ladouceur/217/
Don Muhlbach,LS,Lions,"$1,120,000","$1,120,000","$90,000","$90,000",8.00%,don-muhlbach/1982/
John Denney,LS,Dolphins,"$1,120,000","$1,120,000","$90,000","$90,000",8.00%,john-denney/691/
Morgan Cox,LS,Ravens,"$5,600,000","$1,120,000","$700,000","$140,000",12.50%,morgan-cox/1798/
Zach Cunningham,ILB,Texans,"$4,471,738","$1,117,935","$2,525,433","$631,358",56.50%,zach-cunningham/5643/
Nick Bellore,FB,Seahawks,"$2,230,000","$1,115,000","$600,000","$300,000",26.90%,nick-bellore/1014/
James O'Shaughnessy,TE,Jaguars,"$2,225,000","$1,112,500","$400,000","$200,000",18.00%,james-oshaughnessy/4021/
DJ Chark,WR,Jaguars,"$4,447,230","$1,111,808","$2,259,731","$564,933",50.80%,dj-chark/6946/
Tyler Ott,LS,Seahawks,"$3,330,000","$1,110,000","$1,250,000","$416,667",37.50%,tyler-ott/3642/
Su'a Cravens,S,Broncos,"$4,430,972","$1,107,743","$2,523,932","$630,983",57.00%,sua-cravens/4766/
Jahleel Addae,S,Texans,"$1,105,000","$1,105,000","$150,000","$150,000",13.60%,jahleel-addae/2513/
Ethan Pocic,LG,Seahawks,"$4,409,034","$1,102,259","$2,410,438","$602,610",54.70%,ethan-pocic/5644/
Brian O'Neill,RT,Vikings,"$4,406,640","$1,101,660","$2,145,593","$536,398",48.70%,brian-oneill/6947/
Benson Mayowa,43DE,Raiders,"$1,100,000","$1,100,000","$750,000","$750,000",68.20%,benson-mayowa/2601/
Brandon Marshall,43OLB,Raiders,"$1,100,000","$1,100,000","$350,000","$350,000",31.80%,brandon-marshall/2658/
Zach Line,FB,Saints,"$2,200,000","$1,100,000","$200,000","$100,000",9.10%,zach-line/2611/
Kareem Hunt,RB,Browns,"$1,100,000","$1,100,000",$0,$0,0.00%,kareem-hunt/5672/
Carlton Davis,CB,Buccaneers,"$4,393,114","$1,098,279","$2,094,992","$523,748",47.70%,carlton-davis/6948/
Jeffrey Jansen,LS,Panthers,"$5,475,000","$1,095,000","$700,000","$140,000",12.80%,jeffrey-jansen/1171/
Tyquan Lewis,43DT,Colts,"$4,366,054","$1,091,514","$1,993,126","$498,282",45.70%,tyquan-lewis/6949/
Tanoh Kpassagnon,43DE,Chiefs,"$4,321,218","$1,080,305","$2,303,296","$575,824",53.30%,tanoh-kpassagnon/5645/
Mackensie Alexander,CB,Vikings,"$4,316,308","$1,079,077","$2,435,328","$608,832",56.40%,mackensie-alexander/4767/
Joe Cardona,LS,Patriots,"$4,310,000","$1,077,500","$1,000,000","$250,000",23.20%,joe-cardona/4014/
Dominique Rodgers-Cromartie,CB,Redskins,"$1,075,000","$1,075,000",$0,$0,0.00%,dominique-rodgers-cromartie/464/
Zach Allen,34OLB,Cardinals,"$4,293,762","$1,073,441","$1,142,736","$285,684",26.60%,zach-allen/7856/
Chidobe Awuzie,CB,Cowboys,"$4,283,580","$1,070,895","$1,740,217","$435,054",40.60%,chidobe-awuzie/5646/
Diontae Johnson,WR,Steelers,"$4,280,962","$1,070,241","$1,133,428","$283,357",26.50%,diontae-johnson/7857/
Jalen Hurd,WR,49ers,"$4,279,682","$1,069,921","$1,132,492","$283,123",26.50%,jalen-hurd/7858/
Andrew DePaola,LS,Raiders,"$4,270,000","$1,067,500","$875,000","$218,750",20.50%,andrew-depaola/318/
Jachai Polite,34OLB,Jets,"$4,265,902","$1,066,476","$1,122,472","$280,618",26.30%,jachai-polite/7859/
Josh Oliver,TE,Jaguars,"$4,250,844","$1,062,711","$1,111,524","$277,881",26.10%,josh-oliver/7860/
Charley Hughlett,LS,Browns,"$6,370,000","$1,061,667","$850,000","$141,667",13.30%,charley-hughlett/2907/
Josh Jones,S,Packers,"$4,233,412","$1,058,353","$2,068,944","$517,236",48.90%,josh-jones/5647/
Cody Whitehair,C,Bears,"$4,224,568","$1,056,142","$2,364,438","$591,110",56.00%,cody-whitehair/4769/
Austin Hooper,TE,Falcons,"$3,165,524","$1,055,175","$747,524","$186,881",23.60%,austin-hooper/4794/
Darrell Henderson,RB,Rams,"$4,212,005","$1,053,001","$1,090,656","$272,664",25.90%,darrell-henderson/7861/
Alex Tanney,QB,Giants,"$2,150,000","$1,050,000",$0,$0,0.00%,alex-tanney/2631/
Joe Looney,C,Cowboys,"$2,100,000","$1,050,000","$250,000","$250,000",11.90%,joe-looney/74/
JuJu Smith-Schuster,WR,Steelers,"$4,195,778","$1,048,945","$1,984,476","$496,119",47.30%,juju-smith-schuster/5648/
Dion Dawkins,LT,Bills,"$4,183,234","$1,045,809","$1,935,617","$483,904",46.30%,dion-dawkins/5649/
Dre'Mont Jones,34DE,Broncos,"$4,158,800","$1,039,700","$1,066,400","$266,600",25.60%,dremont-jones/7862/
Taylor Moton,RT,Panthers,"$4,158,150","$1,039,538","$1,877,633","$469,408",45.20%,taylor-moton/5650/
Aaron Brewer,LS,Cardinals,"$4,150,000","$1,037,500","$620,000","$155,000",14.90%,aaron-brewer/5/
Danny Shelton,43DT,Patriots,"$1,030,000","$1,030,000","$75,000","$75,000",7.30%,danny-shelton/3860/
Josh Johnson,QB,Lions,"$1,030,000","$1,030,000",$0,$0,0.00%,josh-johnson/2131/
Captain Munnerlyn,CB,Bills,"$1,030,000","$1,030,000",$0,$0,0.00%,captain-munnerlyn/1148/
Pernell McPhee,34OLB,Ravens,"$1,030,000","$1,030,000","$100,000","$100,000",9.70%,pernell-mcphee/1393/
Andre Smith,RT,Bengals,"$1,030,000","$1,030,000",$0,$0,0.00%,andre-smith/157/
Ziggy Hood,43DT,Saints,"$1,030,000","$1,030,000",$0,$0,0.00%,ziggy-hood/1636/
Richie Incognito,LG,Raiders,"$1,030,000","$1,030,000",$0,$0,0.00%,richie-incognito/715/
Brandon Parker,LT,Raiders,"$4,095,336","$1,023,834","$1,058,424","$264,606",25.80%,brandon-parker/6950/
Sean Davis,S,Steelers,"$4,086,966","$1,021,742","$2,130,957","$532,739",52.10%,sean-davis/4771/
Germaine Pratt,43OLB,Bengals,"$4,083,539","$1,020,885","$1,052,884","$263,221",25.80%,germaine-pratt/7863/
Lorenzo Carter,34OLB,Giants,"$4,083,482","$1,020,871","$1,049,804","$262,451",25.70%,lorenzo-carter/6951/
Sam Beal,CB,Giants,"$4,082,294","$1,020,574","$1,048,940","$262,235",25.70%,sam-beal/7674/
Chad Thomas,43DE,Browns,"$4,082,294","$1,020,574",$0,$0,0.00%,chad-thomas/6952/
Doug Martin,RB,Raiders,"$1,020,000","$1,020,000","$55,000","$55,000",5.40%,doug-martin/339/
Lance Kendricks,TE,Patriots,"$1,020,000","$1,020,000","$50,000","$50,000",4.90%,lance-kendricks/1334/
Earl Mitchell,43DT,Seahawks,"$1,020,000","$1,020,000","$90,000","$90,000",8.80%,earl-mitchell/1662/
Ted Larsen,LG,Bears,"$1,020,000","$1,020,000","$90,000","$90,000",8.80%,ted-larsen/372/
Bilal Powell,RB,Jets,"$1,020,000","$1,020,000","$90,000","$90,000",8.80%,bilal-powell/969/
Logan Paulsen,TE,Falcons,"$1,020,000","$1,020,000","$90,000","$90,000",8.80%,logan-paulsen/433/
J'Marcus Webb,T,Colts,"$1,020,000","$1,020,000","$90,000","$90,000",8.80%,jmarcus-webb/132/
Joe Webb,QB,Texans,"$1,020,000","$1,020,000","$90,000","$90,000",8.80%,joe-webb/1784/
Andre Branch,43DE,Cardinals,"$1,020,000","$1,020,000","$90,000","$90,000",8.80%,andre-branch/909/
Alfred Morris,RB,Cowboys,"$1,020,000","$1,020,000","$90,000","$90,000",8.80%,alfred-morris/1412/
Terrell McClain,34DE,Cardinals,"$1,020,000","$1,020,000","$90,000","$90,000",8.80%,terrell-mcclain/1687/
Taiwan Jones,RB,Texans,"$1,020,000","$1,020,000","$45,000","$45,000",4.40%,taiwan-jones/1299/
George Iloka,S,Cowboys,"$1,020,000","$1,020,000","$300,000","$300,000",29.40%,george-iloka/181/
Anthony Sherman,RB,Chiefs,"$1,020,000","$1,020,000","$735,000","$735,000",72.10%,anthony-sherman/380/
Marcus Sherels,CB,Saints,"$1,020,000","$1,020,000","$90,000","$90,000",8.80%,marcus-sherels/2175/
Justin Reid,S,Texans,"$4,063,423","$1,015,856","$1,039,656","$259,914",25.60%,justin-reid/6953/
B.J. Hill,34DE,Giants,"$4,047,880","$1,011,970","$1,029,516","$257,379",25.40%,b-j-hill/6954/
Cameron Meredith,WR,Patriots,"$2,020,000","$1,010,000",$0,$0,0.00%,cameron-meredith/4213/
Tyler Shatley,C,Jaguars,"$1,005,000","$1,005,000","$100,000","$100,000",10.00%,tyler-shatley/3420/
David Montgomery,RB,Bears,"$4,015,380","$1,003,845","$1,046,180","$261,545",26.10%,david-montgomery/7864/
Neiko Thorpe,CB,Seahawks,"$1,000,000","$1,000,000","$100,000","$100,000",10.00%,neiko-thorpe/2812/
Mo Alexander,43OLB,Bills,"$1,000,000","$1,000,000","$150,000","$150,000",15.00%,mo-alexander/3049/
Isaiah Crowell,RB,Raiders,"$1,000,000","$1,000,000","$300,000","$300,000",30.00%,isaiah-crowell/3308/
Cairo Santos,K,Buccaneers,"$1,000,000","$1,000,000","$195,000","$195,000",19.50%,cairo-santos/3785/
JJ Nelson,WR,Raiders,"$1,000,000","$1,000,000","$75,000","$75,000",7.50%,jj-nelson/4007/
Dan Bailey,K,Vikings,"$1,000,000","$1,000,000","$250,000","$250,000",25.00%,dan-bailey/615/
Casey Kreiter,LS,Broncos,"$1,000,000","$1,000,000",$0,$0,0.00%,casey-kreiter/3322/
Ryan Grant,WR,Raiders,"$1,000,000","$1,000,000","$100,000","$100,000",10.00%,ryan-grant/3081/
Blake Bortles,QB,Rams,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",100.00%,blake-bortles/2942/
Kerry Hyder,43DE,Cowboys,"$1,000,000","$1,000,000","$300,000","$300,000",30.00%,kerry-hyder/3503/
Maurice Harris,WR,Patriots,"$1,000,000","$1,000,000","$90,000","$90,000",9.00%,maurice-harris/5307/
Eric Tomlinson,TE,Jets,"$1,000,000","$1,000,000","$300,000","$300,000",30.00%,eric-tomlinson/4150/
Kentrell Brice,S,Buccaneers,"$1,000,000","$1,000,000",$0,$0,0.00%,kentrell-brice/5327/
Bryan Anger,P,Texans,"$1,000,000","$1,000,000","$20,000","$20,000",2.00%,bryan-anger/917/
Fred Warner,ILB,49ers,"$3,979,325","$994,831","$1,010,188","$252,547",25.40%,fred-warner/6955/
Geron Christian,LT,Redskins,"$3,972,364","$993,091","$968,992","$242,248",24.40%,geron-christian/6959/
Vonn Bell,S,Saints,"$3,972,298","$993,075","$1,825,944","$456,486",46.00%,vonn-bell/4774/
James Bradberry,CB,Panthers,"$3,960,836","$990,209","$1,332,608","$333,152",33.60%,james-bradberry/4775/
Royce Freeman,RB,Broncos,"$3,940,020","$985,005","$997,020","$249,255",25.30%,royce-freeman/6956/
Adam Gotsis,34DE,Broncos,"$3,937,904","$984,476","$1,738,928","$434,732",44.20%,adam-gotsis/4776/
Mason Rudolph,QB,Steelers,"$3,921,866","$980,467","$932,264","$233,066",23.80%,mason-rudolph/6961/
Larry Ogunjobi,43DT,Browns,"$3,907,152","$976,788","$981,564","$245,391",25.10%,larry-ogunjobi/5651/
Jon Weeks,LS,Texans,"$3,900,000","$975,000","$330,000","$82,500",8.50%,jon-weeks/1671/
Devin Singletary,RB,Bills,"$3,898,000","$974,500","$1,035,824","$258,956",26.60%,devin-singletary/7865/
Ahkello Witherspoon,CB,49ers,"$3,884,665","$971,166","$973,572","$243,393",25.10%,ahkello-witherspoon/5652/
Nathan Shepherd,34DE,Jets,"$3,875,720","$968,930","$987,720","$246,930",25.50%,nathan-shepherd/6957/
D.J. Reader,34DT,Texans,"$3,870,380","$967,595","$215,380","$53,845",5.60%,d-j-reader/4879/
Jace Sternberger,TE,Packers,"$3,865,528","$966,382","$1,006,528","$251,632",26.00%,jace-sternberger/7866/
Alvin Kamara,RB,Saints,"$3,857,772","$964,443","$972,772","$243,193",25.20%,alvin-kamara/5653/
Will Grier,QB,Panthers,"$3,852,996","$963,249","$822,180","$205,545",21.30%,will-grier/7891/
Richard Rodgers,TE,Eagles,"$1,925,000","$962,500","$500,000","$250,000",26.00%,richard-rodgers/3037/
Terry McLaurin,WR,Redskins,"$3,847,671","$961,918","$1,003,220","$250,805",26.10%,terry-mclaurin/7867/
Dawuane Smoot,43DE,Jaguars,"$3,846,263","$961,566","$964,160","$241,040",25.10%,dawuane-smoot/5654/
Cooper Kupp,WR,Rams,"$3,832,093","$958,023","$954,760","$238,690",24.90%,cooper-kupp/5655/
Chase Winovich,43DE,Patriots,"$3,827,312","$956,828","$997,312","$249,328",26.10%,chase-winovich/7868/
Matt Overton,LS,Jaguars,"$955,000","$955,000",$0,$0,0.00%,matt-overton/580/
Michael Deiter,LG,Dolphins,"$3,814,248","$953,562","$985,248","$246,312",25.80%,michael-deiter/7869/
Jerome Baker,43OLB,Dolphins,"$3,809,200","$952,300","$975,200","$243,800",25.60%,jerome-baker/6958/
David Long,CB,Rams,"$3,801,391","$950,348","$973,060","$243,265",25.60%,david-long/7870/
Pat Elflein,LG,Vikings,"$3,747,840","$936,960","$936,840","$234,210",25.00%,pat-elflein/5656/
Sione Takitaki,ILB,Browns,"$3,735,876","$933,969","$960,876","$240,219",25.70%,sione-takitaki/7871/
Dan Feeney,LG,Chargers,"$3,731,632","$932,908","$924,632","$231,158",24.80%,dan-feeney/5657/
Will Harris,S,Lions,"$3,723,894","$930,974","$952,244","$238,061",25.60%,will-harris/7872/
Derrick Nnadi,43DT,Chiefs,"$3,745,600","$930,600","$959,400","$239,850",25.60%,derrick-nnadi/6960/
Jacquizz Rodgers,RB,Saints,"$930,000","$930,000",$0,$0,0.00%,jacquizz-rodgers/805/
Sam Acho,43DE,Bills,"$930,000","$930,000",$0,$0,0.00%,sam-acho/423/
Deonte Thompson,WR,Jets,"$930,000","$930,000",$0,$0,0.00%,deonte-thompson/1374/
Michael Floyd,WR,Ravens,"$930,000","$930,000",$0,$0,0.00%,michael-floyd/411/
Chris Clark,RT,Saints,"$930,000","$930,000",$0,$0,0.00%,chris-clark/2138/
Sam Young,RT,49ers,"$930,000","$930,000",$0,$0,0.00%,sam-young/252/
Darian Stewart,S,Buccaneers,"$930,000","$930,000",$0,$0,0.00%,darian-stewart/2089/
DeShawn Shead,CB,Seahawks,"$930,000","$930,000",$0,$0,0.00%,deshawn-shead/1538/
Josh Robinson,CB,Jaguars,"$930,000","$930,000",$0,$0,0.00%,josh-robinson/1787/
John Jerry,LG,Bengals,"$930,000","$930,000",$0,$0,0.00%,john-jerry/692/
Terrelle Pryor,WR,Jaguars,"$930,000","$930,000",$0,$0,0.00%,terrelle-pryor/1300/
Kurt Coleman,S,Bills,"$930,000","$930,000",$0,$0,0.00%,kurt-coleman/760/
Brian Quick,WR,Redskins,"$930,000","$930,000",$0,$0,0.00%,brian-quick/1311/
Bruce Carter,ILB,Falcons,"$930,000","$930,000",$0,$0,0.00%,bruce-carter/609/
Nate Davis,RG,Titans,"$3,700,180","$925,045","$934,680","$233,670",25.30%,nate-davis/7873/
Justin Layne,CB,Steelers,"$3,683,180","$920,795","$922,180","$230,545",25.00%,justin-layne/7874/
Taywan Taylor,WR,Titans,"$3,681,012","$920,253","$916,012","$229,003",24.90%,taywan-taylor/5658/
Tommylee Lewis,WR,Lions,"$920,000","$920,000","$50,000","$50,000",5.40%,tommylee-lewis/5103/
Bryan Witzmann,LG,Browns,"$920,000","$920,000","$175,000","$175,000",19.00%,bryan-witzmann/3713/
Khalen Saunders,43DT,Chiefs,"$3,673,180","$918,295","$915,180","$228,795",24.90%,khalen-saunders/7875/
Reid Ferguson,LS,Bills,"$2,745,000","$915,000","$445,000","$148,333",16.20%,reid-ferguson/5045/
Jaylon Ferguson,34OLB,Ravens,"$3,654,808","$913,702","$903,308","$225,827",24.70%,jaylon-ferguson/7876/
Billy Winn,34DE,Broncos,"$1,825,000","$912,500",$0,$0,0.00%,billy-winn/1839/
Kahale Warring,TE,Texans,"$3,640,454","$910,114","$892,204","$223,051",24.50%,kahale-warring/7877/
Damien Harris,RB,Patriots,"$3,631,136","$907,784","$886,136","$221,534",24.40%,damien-harris/7878/
Cody Barton,ILB,Seahawks,"$3,626,124","$906,531","$884,124","$221,031",24.40%,cody-barton/7879/
Bobby Okereke,ILB,Colts,"$3,622,116","$905,529","$883,116","$220,779",24.40%,bobby-okereke/7880/
Cyrus Jones,CB,Ravens,"$1,810,615","$905,306",$0,$0,0.00%,cyrus-jones/4773/
Sam Hubbard,43DE,Bengals,"$3,619,200","$904,800","$929,200","$232,300",25.70%,sam-hubbard/6962/
Connor McGovern,LG,Cowboys,"$3,618,108","$904,527","$882,108","$220,527",24.40%,connor-mcgovern/7881/
Jordan Willis,43DE,Bengals,"$3,617,400","$904,350","$904,400","$226,100",25.00%,jordan-willis/5659/
Trey Pipkins,LT,Chargers,"$3,607,576","$901,894","$877,076","$219,269",24.30%,trey-pipkins/7882/
Briean Boddy-Calhoun,CB,Texans,"$900,000","$900,000",$0,$0,0.00%,briean-boddy-calhoun/4997/
Carl Nassib,43DE,Buccaneers,"$3,598,862","$899,716","$889,752","$222,438",24.70%,carl-nassib/4778/
Malik Jefferson,43OLB,Bengals,"$3,593,728","$898,432","$923,728","$230,932",25.70%,malik-jefferson/6963/
Chuma Edoga,RT,Jets,"$3,587,000","$896,750","$867,000","$216,750",24.20%,chuma-edoga/7883/
J.J. Wilcox,S,Falcons,"$895,000","$895,000","$200,000","$200,000",22.30%,j-j-wilcox/2230/
Tony Bergstrom,C,Redskins,"$895,000","$895,000","$90,000","$90,000",10.10%,tony-bergstrom/1301/
Cameron Artis-Payne,RB,Panthers,"$895,000","$895,000","$90,000","$90,000",10.10%,cameron-artis-payne/4022/
Ty Montgomery,RB,Jets,"$895,000","$895,000","$90,000","$90,000",10.10%,ty-montgomery/3942/
Eli Harold,43OLB,Eagles,"$895,000","$895,000","$90,000","$90,000",10.10%,eli-harold/3927/
Kevin Minter,ILB,Buccaneers,"$895,000","$895,000","$90,000","$90,000",10.10%,kevin-minter/2255/
Blidi Wreh-Wilson,CB,Falcons,"$895,000","$895,000","$90,000","$90,000",10.10%,blidi-wreh-wilson/2221/
Luke Willson,TE,Raiders,"$895,000","$895,000","$165,000","$165,000",18.40%,luke-willson/2598/
Alfred Blue,RB,Jaguars,"$895,000","$895,000","$250,000","$250,000",27.90%,alfred-blue/3120/
Josh Wells,LT,Jaguars,"$895,000","$895,000","$50,000","$50,000",5.60%,josh-wells/3421/
Blake Bell,TE,Chiefs,"$895,000","$895,000",$0,$0,0.00%,blake-bell/3965/
Jaylen Watkins,S,Chargers,"$895,000","$895,000","$60,000","$60,000",6.70%,jaylen-watkins/3040/
Kenjon Barner,RB,Falcons,"$895,000","$895,000","$40,000","$40,000",4.50%,kenjon-barner/275/
Cedric Ogbuehi,RT,Jaguars,"$895,000","$895,000","$90,000","$90,000",10.10%,cedric-ogbuehi/3869/
Jordan Richards,S,Raiders,"$895,000","$895,000","$45,000","$45,000",5.00%,jordan-richards/3912/
Rakeem Nunez-Roches,43DT,Buccaneers,"$895,000","$895,000","$240,000","$240,000",26.80%,rakeem-nunez-roches/4065/
