"Player","Team","Pos","doBest","doECR","doSD","doWorst","dpBest","dpECR","dpSD","dpWorst","roBest","roECR","rookBest","rookECR","rookSD","rookWorst","roSD","roWorst","rpBest","rpECR","rpSD","rpWorst","woBest","woECR","woSD","woWorst","wpBest","wpECR","wpSD","wpWorst","ScrapeDate"
"AShawn Robinson","DET","DL",,,,,,,,,,,,,,,,,19,45,26,71,,,,,,,,,2019-09-05
"Miles Killebrew","DET","DB",,,,,,,,,,,,,,,,,125,143,18,161,,,,,,,,,2019-09-05
"Romeo Okwara","DET","DL",,,,,,,,,,,,,,,,,40,55.2,9.6,65,,,,,38,44,6,50,2019-09-05
"Chris Lacy","DET","WR",,,,,,,,,,,,,,,,,140,167.2,14.2,193,,,,,,,,,2019-09-05
"Logan Thomas","DET","TE",,,,,,,,,,,,,,,,,75,96.2,9.5,109,,,,,,,,,2019-09-05
"Tavon Wilson","DET","DB",,,,,,,,,,,,,,,,,41,58,11.2,76,,,,,,,,,2019-09-05
"Christian Jones","DET","LB",,,,,,,,,,,,,,,,,53,60,7,67,,,,,,,,,2019-09-05
"Jermaine Kearse","DET","WR",,,,,118,145.4,21,185,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Brandon Marshall",,"LB",,,,,,,,,,,,,,,,,69,158.5,89.5,248,,,,,,,,,2019-09-05
"Amara Darboh",,"WR",,,,,142,159.3,11.3,173,,,,,,,,,189,214,25,239,,,,,,,,,2019-09-05
"Devontae Jackson",,"RB",,,,,,,,,,,,,,,,,119,144.5,25.5,170,,,,,,,,,2019-09-05
"Braxton Miller",,"WR",,,,,159,163.5,4.5,168,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Andrew Luck",,"QB",41,117.3,88.2,248,4,36.3,12.5,60,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Neal Sterling",,"TE",,,,,,,,,,,,,,,,,70,95.5,25.5,121,,,,,,,,,2019-09-05
"Brian Quick",,"WR",,,,,,,,,,,,,,,,,135,191.8,37.8,229,,,,,,,,,2019-09-05
"Brice Butler",,"WR",,,,,169,178,9,187,,,,,,,,,131,174.5,37.8,236,,,,,,,,,2019-09-05
"Chandler Catanzaro",,"K",,,,,12,20,6.1,29,,,,,,,,,18,27.9,2.6,34,,,,,,,,,2019-09-05
"Aldrick Robinson",,"WR",,,,,159,170.5,11.5,182,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Josh Ferguson",,"RB",,,,,,,,,,,,,,,,,70,111,40.3,164,,,,,,,,,2019-09-05
"Alexander Hollins",,"WR",,,,,,,,,,,,,,,,,137,192.7,40.3,231,,,,,,,,,2019-09-05
"Doug Baldwin",,"WR",196,245.7,23.3,290,90,110.5,15.1,136,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Josh Jones",,"DB",,,,,,,,,,,,,,,,,26,156,165.8,390,,,,,,,,,2019-09-05
"Alex Barnes",,"RB",267,293,26,319,85,105.9,15.5,127,,,,,,,,,100,137,21.7,161,,,,,,,,,2019-09-05
"Mason Foster",,"LB",,,,,,,,,,,,,,,,,34,92.3,108.5,334,,,,,,,,,2019-09-05
"DeAngelo Henderson",,"RB",,,,,109,123.3,8.8,132,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Malcolm Smith",,"LB",,,,,,,,,,,,,,,,,54,182,128,310,,,,,,,,,2019-09-05
"Dwayne Allen",,"TE",,,,,45,68.8,14,80,,,,,,,,,54,78.8,19.5,113,,,,,,,,,2019-09-05
"Simmie Cobbs",,"WR",,,,,167,178.5,11.5,190,,,,,,,,,,,,,,,,,,,,,2019-09-05
"James Williams",,"RB",176,280,104,384,63,108,9.6,125,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Elliott Fry",,"K",,,,,,,,,,,,,,,,,31,33.5,2.2,37,,,,,,,,,2019-09-05
"Terry Godwin",,"WR",,,,,,,,,,,,,,,,,151,195.3,33.5,232,,,,,,,,,2019-09-05
"Kenneth Moore",,"DB",,,,,,,,,,,,,,,,,47,56.5,9.5,66,,,,,,,,,2019-09-05
"Tevon Coney",,"LB",,,,,,,,,,,,,,,,,70,183,113,296,,,,,,,,,2019-09-05
"Marcus Williams",,"DB",,,,,,,,,,,,,,,,,82,254.5,172.5,427,,,,,,,,,2019-09-05
"Charone Peake",,"WR",,,,,,,,,,,,,,,,,133,169.3,34.7,216,,,,,,,,,2019-09-05
"Willie Henry",,"DL",,,,,,,,,,,,,,,,,78,172,94,266,,,,,,,,,2019-09-05
"Marshawn Lynch",,"RB",178,240.3,30.5,282,88,98,10,108,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Andy Jones",,"WR",,,,,,,,,,,,,,,,,163,200.8,27.8,235,,,,,,,,,2019-09-05
"Jordy Nelson",,"WR",204,254,50,304,83,127,16,152,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Kai Forbath",,"K",,,,,23,24.7,1.2,26,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Charcandrick West",,"RB",,,,,,,,,,,,,,,,,108,145.3,26,171,,,,,,,,,2019-09-05
"Eric Berry",,"DB",,,,,,,,,,,,,,,,,17,132.3,137.8,326,,,,,,,,,2019-09-05
"Michael Roberts",,"TE",,,,,67,77.5,10.5,88,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Anthony Johnson",,"WR",,,,,95,154.3,43.7,199,,,,,,,,,125,196,50.5,238,,,,,,,,,2019-09-05
"Asante Cleveland",,"TE",,,,,,,,,,,,,,,,,,,,,,,,,37,58.5,21.5,80,2019-09-05
"Jeremy McNichols",,"RB",,,,,124,126,1.4,127,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Clive Walford",,"TE",,,,,,,,,,,,,,,,,101,114.5,13.5,128,,,,,,,,,2019-09-05
"Jeremy Cox",,"RB",,,,,,,,,,,,,,,,,,,,,,,,,107,120,13,133,2019-09-05
"Rishard Matthews",,"WR",,,,,117,141.3,17.4,163,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Martavis Bryant",,"WR",,,,,113,128.5,13.3,148,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Marvin Hall",,"WR",,,,,,,,,,,,,,,,,165,190.5,25.5,216,,,,,,,,,2019-09-05
"Taylor Heinicke",,"QB",,,,,,,,,,,,,,,,,46,65.4,10.8,77,,,,,,,,,2019-09-05
"Noah Spence",,"DL",,,,,,,,,,,,,,,,,34,159,125,284,,,,,,,,,2019-09-05
"Kevin White",,"WR",345,352.5,7.5,360,110,140.6,18.5,160,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Connor Barth",,"K",,,,,24,26,1.4,27,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Chris Harris",,"DB",,,,,,,,,,,,,,,,,119,272.5,153.5,426,,,,,,,,,2019-09-05
"Ben Koyack",,"TE",,,,,,,,,,,,,,,,,91,121.3,22.1,143,,,,,,,,,2019-09-05
"Benny Cunningham",,"RB",,,,,,,,,,,,,,,,,113,141.5,28.5,170,,,,,,,,,2019-09-05
"Jordan Lasley",,"WR",,,,,116,162,15.8,189,,,,,,,,,152,184.8,18.7,204,,,,,,,,,2019-09-05
"Chris Thompson",,"WR",,,,,,,,,,,,,,,,,67,158,64.6,211,,,,,,,,,2019-09-05
"Stephen Houston",,"RB",,,,,,,,,,,,,,,,,,,,,,,,,76,95,19,114,2019-09-05
"Paxton Lynch",,"QB",,,,,,,,,,,,,,,,,64,71,5.2,78,,,,,,,,,2019-09-05
"Jonathan Stewart",,"RB",,,,,100,105.5,5.5,111,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Tanner Lee",,"QB",,,,,,,,,,,,,,,,,59,72.3,9.6,81,,,,,,,,,2019-09-05
"Rob Gronkowski",,"TE",90,180.6,65.2,314,36,40.3,4.2,46,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Ross Travis",,"TE",,,,,,,,,,,,,,,,,120,122,2,124,,,,,,,,,2019-09-05
"Tyree Jackson",,"QB",153,237,84,321,42,48.7,6.8,58,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Cody Kessler",,"QB",,,,,46,56.3,6.9,69,,,,,,,,,70,74,4.3,80,,,,,,,,,2019-09-05
"Bo Scarbrough",,"RB",,,,,86,116.8,11.1,137,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Josh Malone",,"WR",,,,,97,150.8,30.8,184,,,,,,,,,131,183.2,16.9,201,,,,,,,,,2019-09-05
"Chris Warren",,"RB",,,,,95,110.4,8.3,119,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Robert Kelley",,"RB",,,,,103,106,3,109,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Tommylee Lewis",,"WR",,,,,,,,,,,,,,,,,128,172,36.3,217,,,,,,,,,2019-09-05
"Kenneth Farrow",,"RB",,,,,,,,,,,,,,,,,135,137,2,139,,,,,,,,,2019-09-05
"DaMarkus Lodge",,"WR",,,,,104,144.8,24.9,167,,,,,,,,,165,193.7,27.1,230,,,,,,,,,2019-09-05
"Deontay Burnett",,"WR",,,,,139,171,22,200,,,,,,,,,139,186.4,25.7,210,,,,,,,,,2019-09-05
"Byron Marshall",,"RB",,,,,,,,,,,,,,,,,120,132,12,144,,,,,,,,,2019-09-05
"TJ McDonald",,"DB",,,,,,,,,,,,,,,,,25,74.9,105.6,391,,,,,,,,,2019-09-05
"Tom Savage",,"QB",,,,,,,,,,,,,,,,,59,66.4,4.9,75,,,,,,,,,2019-09-05
"Bruce Ellington",,"WR",,,,,130,138,8,146,,,,,,,,,121,171,50,221,,,,,,,,,2019-09-05
"Roc Thomas",,"RB",,,,,110,116.3,5.6,124,,,,,,,,,131,143.7,16.5,167,,,,,,,,,2019-09-05
"River Cracraft",,"WR",,,,,,,,,,,,,,,,,163,181.8,16.7,208,,,,,,,,,2019-09-05
"Montravious Adams","GBP","DL",,,,,,,,,,,,,,,,,35,65,30,95,,,,,,,,,2019-09-05
"Raven Greene","GBP","DB",,,,,,,,,,,,,,,,,57,135.5,78.5,214,,,,,,,,,2019-09-05
"Marcedes Lewis","GBP","TE",,,,,69,74,5.7,82,,,,,,,,,46,86,6.2,95,,,,,,,,,2019-09-05
"Rashan Gary","GBP","DL",,,,,,,,,,,,,,,,,52,107.3,71.4,229,,,,,,,,,2019-09-05
"ZaDarius Smith","GBP","LB",,,,,,,,,,,,,,,,,81,89,6.5,97,,,,,,,,,2019-09-05
"Robert Tonyan","GBP","TE",,,,,,,,,,,,,,,,,45,83.3,14.2,101,,,,,50,67.3,12.9,81,2019-09-05
"Darnell Savage","GBP","DB",,,,,,,,,,,,,,,,,40,60.6,21.2,100,,,,,21,42.8,3.8,49,2019-09-05
"Darrius Shepherd","GBP","WR",,,,,,,,,,,,,,,,,168,182.2,13.2,202,,,,,,,,,2019-09-05
"Oren Burks","GBP","LB",,,,,,,,,,,,,,,,,64,126.6,96.9,319,,,,,,,,,2019-09-05
"Trevor Davis","GBP","WR",,,,,,,,,,,,,,,,,147,173,12.7,189,,,,,,,,,2019-09-05
"Jaire Alexander","GBP","DB",,,,,,,,,,,,,,,,,21,42.5,7.5,53,,,,,32,45.8,2.3,49,2019-09-05
"Tramon Williams","GBP","DB",,,,,,,,,,,,,,,,,116,169,53,222,,,,,,,,,2019-09-05
"Preston Smith","GBP","LB",,,,,,,,,,,,,,,,,59,80.8,12.9,91,,,,,,,,,2019-09-05
"Dean Lowry","GBP","DL",,,,,,,,,,,,,,,,,70,73.5,3.5,77,,,,,,,,,2019-09-05
"Equanimeous St Brown","GBP","WR",167,222.8,29.4,275,74,93,9.1,111,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Kyler Fackrell","GBP","LB",,,,,,,,,,,,,,,,,86,127,41,183,,,,,,,,,2019-09-05
"BJ Goodson","GBP","LB",,,,,,,,,,,,,,,,,77,134,70.1,254,,,,,,,,,2019-09-05
"Kevin King","GBP","DB",,,,,,,,,,,,,,,,,52,101.5,49.5,151,,,,,52,79.5,27.5,107,2019-09-05
"Terry Godwin",,"WR",,,,,,,,,,,56,78.5,15,96,,,,,,,,,,,,,,,2019-09-05
"Bradley Roby","HOU","DB",,,,,,,,,,,,,,,,,93,108.5,15.5,124,,,,,,,,,2019-09-05
"Lamar Miller","HOU","RB",80,152.8,46,291,34,55.3,12.5,95,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Aaron Colvin","HOU","DB",,,,,,,,,,,,,,,,,123,140.5,17.5,158,,,,,,,,,2019-09-05
"Jerell Adams","HOU","TE",,,,,,,,,,,,,,,,,86,99,11.1,114,,,,,,,,,2019-09-05
"Johnathan Joseph","HOU","DB",,,,,,,,,,,,,,,,,45,74,29,103,,,,,46,75.5,29.5,105,2019-09-05
"Whitney Mercilus","HOU","LB",,,,,,,,,,,,,,,,,85,94.3,6.6,99,,,,,,,,,2019-09-05
"Barkevious Mingo","HOU","LB",,,,,,,,,,,,,,,,,120,187.5,67.5,255,,,,,,,,,2019-09-05
"Angelo Blackson","HOU","DL",,,,,,,,,,,,,,,,,52,87,35,122,,,,,,,,,2019-09-05
"Jahleel Addae","HOU","DB",,,,,,,,,,,,,,,,,27,92.7,70.8,191,,,,,,,,,2019-09-05
"Logan Paulsen","HOU","TE",,,,,,,,,,,,,,,,,30,78.4,15.2,95,198,223.7,18.5,241,36,54.3,13.3,73,2019-09-05
"DJ Reader","HOU","DL",,,,,,,,,,,,,,,,,115,115.5,0.5,116,,,,,,,,,2019-09-05
"Kemoko Turay","IND","DL",,,,,,,,,,,,,,,,,100,142,42,184,,,,,,,,,2019-09-05
"Ben Banogu","IND","LB",,,,,,,,,,,,,,,,,95,159,64,223,,,,,,,,,2019-09-05
"Pierre Desir","IND","DB",,,,,,,,,,,,,,,,,80,90.3,13.9,110,,,,,,,,,2019-09-05
"Ashton Dulin","IND","WR",,,,,103,141.7,27.8,167,,,34,62.4,14.3,73,,,155,202,34.3,236,,,,,,,,,2019-09-05
"Daurice Fountain","IND","WR",338,355,17,372,133,147.8,11.3,162,,,,,,,,,153,190,28.3,224,,,,,,,,,2019-09-05
"Margus Hunt","IND","DL",,,,,,,,,,,,,,,,,63,83,25.7,127,,,,,,,,,2019-09-05
"Hale Hentges","IND","TE",,,,,,,,,,,,,,,,,98,117.8,14.4,133,,,,,,,,,2019-09-05
"Penny Hart","IND","WR",,,,,,,,,,,85,92.5,7.5,100,,,,,,,,,,,,,,,2019-09-05
"Kenny Moore","IND","DB",,,,,,,,,,,,,,,,,48,56.5,8.5,65,,,,,48,71,23,94,2019-09-05
"Justin Houston","IND","LB",,,,,,,,,,,,,,,,,50,52,2,54,,,,,,,,,2019-09-05
"Josh Allen","JAC","LB",,,,,,,,,,,,,,,,,64,126,62,188,,,,,,,,,2019-09-05
"CJ Board","JAC","WR",,,,,,,,,,,,,,,,,158,184.3,17.6,205,,,,,,,,,2019-09-05
"DJ Hayden","JAC","DB",,,,,,,,,,,,,,,,,97,111.5,14.5,126,,,,,,,,,2019-09-05
"Jalen Ramsey","JAC","DB",,,,,,,,,,,,,,,,,35,48.5,6.9,62,,,,,45,55.3,10.5,69,2019-09-05
"Seth DeValve","JAC","TE",,,,,66,74.3,5.9,79,,,,,,,,,70,90.3,13.3,110,,,,,66,73.3,5.2,77,2019-09-05
"Marcell Dareus","JAC","DL",,,,,,,,,,,,,,,,,70,87,17,104,,,,,,,,,2019-09-05
"Terrelle Pryor","JAC","WR",,,,,121,142.2,25.9,196,,,,,,,,,164,204.5,25.8,233,,,,,,,,,2019-09-05
"AJ Bouye","JAC","DB",,,,,,,,,,,,,,,,,37,59,18.4,82,,,,,,,,,2019-09-05
"Jake Ryan","JAC","LB",,,,,,,,,,,,,,,,,117,213,96,309,,,,,,,,,2019-09-05
"Josh Allen","JAC","DL",,,,,,,,,,,,,,,,,23,83.3,77.4,216,,,,,41,48.5,7.5,56,2019-09-05
"Keelan Doss","JAC","WR",,,,,,,,,,,44,61.8,12.2,80,,,144,194.8,30.9,226,,,,,,,,,2019-09-05
"Quincy Williams","JAC","LB",,,,,,,,,,,,,,,,,55,65.6,7,77,63,91.8,18.9,116,35,51,11.2,66,2019-09-05
"James OShaughnessy","JAC","TE",,,,,,,,,,,,,,,,,55,63.2,5,74,205,231,9.4,247,42,54.6,7,70,2019-09-05
"Alex Barnes",,"RB",,,,,,,,,,,35,64.7,10.1,79,,,,,,,,,,,,,,,2019-09-05
"Gehrig Dieter","KCC","WR",,,,,,,,,,,,,,,,,157,180.2,19,206,,,,,,,,,2019-09-05
"Deon Yelder","KCC","TE",,,,,,,,,,,,,,,,,59,86.3,10,100,251,252,1,253,63,76.8,13.9,96,2019-09-05
"Daniel Sorensen","KCC","DB",,,,,,,,,,,,,,,,,83,108,25,133,,,,,,,,,2019-09-05
"Damien Wilson","KCC","LB",,,,,,,,,,,,,,,,,64,88.5,24.5,113,,,,,,,,,2019-09-05
"Reggie Ragland","KCC","LB",,,,,,,,,,,,,,,,,87,101.3,21.3,138,,,,,51,79,28,107,2019-09-05
"Cody Thompson","KCC","WR",,,,,,,,,,,80,83,3,86,,,,,,,,,,,,,,,2019-09-05
"DeAnthony Thomas","KCC","WR",,,,,,,,,,,,,,,,,169,178.7,9.6,194,,,,,,,,,2019-09-05
"Kendall Fuller","KCC","DB",,,,,,,,,,,,,,,,,17,67.8,44.6,166,,,,,41,42.5,1.5,44,2019-09-05
"Juan Thornhill","KCC","DB",,,,,,,,,,,,,,,,,30,61.8,48.5,205,,,,,33,77.7,45.4,140,2019-09-05
"Matt Moore","KCC","QB",,,,,,,,,,,,,,,,,50,60,6.2,70,,,,,,,,,2019-09-05
"Chad Henne","KCC","QB",,,,,43,49,4.3,53,,,,,,,,,50,66.2,9.3,77,,,,,,,,,2019-09-05
"Bashaud Breeland","KCC","DB",,,,,,,,,,,,,,,,,56,80,31.8,125,,,,,,,,,2019-09-05
"Emmanuel Ogbah","KCC","DL",,,,,,,,,,,,,,,,,46,76.7,40.1,166,,,,,,,,,2019-09-05
"Alex Okafor","KCC","DL",,,,,,,,,,,,,,,,,64,74.7,7.5,80,,,,,,,,,2019-09-05
"Easton Stick","LAC","QB",,,,,48,50,2,52,,,51,78.8,18.4,102,,,70,76,4.3,82,,,,,,,,,2019-09-05
"Isaac Rochell","LAC","DL",,,,,,,,,,,,,,,,,113,129,16,145,,,,,,,,,2019-09-05
"Brandon Mebane","LAC","DL",,,,,,,,,,,,,,,,,60,69.5,9.5,79,,,,,,,,,2019-09-05
"Adrian Phillips","LAC","LB",,,,,,,,,,,,,,,,,,,,,,,,,43,56.5,13.5,70,2019-09-05
"Virgil Green","LAC","TE",,,,,56,72,11.8,84,,,,,,,,,53,65.1,5.2,80,206,250.2,6.6,257,54,64.9,3.9,68,2019-09-05
"Nasir Adderley","LAC","DB",,,,,,,,,,,,,,,,,52,98.3,57.2,179,,,,,,,,,2019-09-05
"Adrian Phillips","LAC","DB",,,,,,,,,,,,,,,,,6,32.5,15.5,60,82,114,32,146,11,27.9,15.9,65,2019-09-05
"Derek Watt","LAC","RB",,,,,,,,,,,,,,,,,120,147,21.3,172,,,,,,,,,2019-09-05
"Casey Hayward","LAC","DB",,,,,,,,,,,,,,,,,89,93,4,97,,,,,,,,,2019-09-05
"Uchenna Nwosu","LAC","LB",,,,,,,,,,,,,,,,,91,106.5,15.5,122,,,,,,,,,2019-09-05
"Geremy Davis","LAC","WR",,,,,,,,,,,,,,,,,144,168.9,10.4,182,,,,,,,,,2019-09-05
"Desmond King","LAC","DB",,,,,,,,,,,,,,,,,34,64.1,14.2,84,,,,,,,,,2019-09-05
"Denzel Perryman","LAC","LB",,,,,,,,,,,,,,,,,37,53,8.6,75,,,,,49,56,5.1,61,2019-09-05
"Artavis Scott","LAC","WR",,,,,,,,,,,,,,,,,145,180,34.1,222,,,,,,,,,2019-09-05
"Sean Culkin","LAC","TE",,,,,,,,,,,,,,,,,87,97.3,6.6,107,,,,,,,,,2019-09-05
"Jerry Tillery","LAC","DL",,,,,,,,,,,,,,,,,56,126,70,196,,,,,48,69.3,24.7,104,2019-09-05
"Kyzir White","LAC","LB",,,,,,,,,,,,,,,,,34,66.2,31.4,126,66,146.3,104.5,326,36,59.6,28.6,116,2019-09-05
"Thomas Davis","LAC","LB",,,,,,,,,,,,,,,,,26,47.5,8.6,62,,,,,37,52.7,15.1,73,2019-09-05
"Dante Fowler","LAR","LB",,,,,,,,,,,,,,,,,37,78.5,25.9,104,,,,,,,,,2019-09-05
"Clay Matthews","LAR","LB",,,,,,,,,,,,,,,,,77,88,8.6,98,,,,,,,,,2019-09-05
"Aqib Talib","LAR","DB",,,,,,,,,,,,,,,,,65,95.7,21.7,112,,,,,,,,,2019-09-05
"Marcus Peters","LAR","DB",,,,,,,,,,,,,,,,,21,58.5,32.8,113,,,,,34,61.3,26,104,2019-09-05
"JoJo Natson","LAR","WR",,,,,,,,,,,,,,,,,163,184.5,12.4,200,,,,,,,,,2019-09-05
"Mike Thomas","LAR","WR",,,,,,,,,,,,,,,,,155,170.7,10.1,188,,,,,,,,,2019-09-05
"Johnny Mundt","LAR","TE",,,,,,,,,,,,,,,,,83,107.4,11.3,120,,,,,,,,,2019-09-05
"Samson Ebukam","LAR","LB",,,,,,,,,,,,,,,,,111,150.5,39.5,190,,,,,,,,,2019-09-05
"Bryce Hager","LAR","LB",,,,,,,,,,,,,,,,,58,72.5,17.3,102,,,,,65,66.5,1.5,68,2019-09-05
"Taylor Rapp","LAR","DB",,,,,,,,,,,,,,,,,48,110,62,172,,,,,,,,,2019-09-05
"Michael Brockers","LAR","DL",,,,,,,,,,,,,,,,,42,61.5,19.5,81,,,,,,,,,2019-09-05
"Nsimba Webster","LAR","WR",,,,,,,,,,,,,,,,,166,189.7,17.8,209,,,,,,,,,2019-09-05
"Micah Kiser","LAR","LB",,,,,,,,,,,,,,,,,74,162,88,250,,,,,,,,,2019-09-05
"Tyre Brady",,"WR",,,,,,,,,,,82,90.7,7.8,101,,,,,,,,,,,,,,,2019-09-05
"Patrick Laird","MIA","RB",,,,,,,,,,,,,,,,,106,142.8,24.2,173,,,,,,,,,2019-09-05
"Xavien Howard","MIA","DB",,,,,,,,,,,,,,,,,43,59.8,13.9,77,,,,,,,,,2019-09-05
"Isaiah Ford","MIA","WR",,,,,171,175.5,4.5,180,,,,,,,,,160,167,7,174,,,,,,,,,2019-09-05
"Charles Harris","MIA","DL",,,,,,,,,,,,,,,,,44,50.3,7.6,61,,,,,46,67.5,21.5,89,2019-09-05
"Durham Smythe","MIA","TE",,,,,,,,,,,,,,,,,63,83.1,13.1,111,,,,,,,,,2019-09-05
"Christian Wilkins","MIA","DL",,,,,,,,,,,,,,,,,34,61.5,27.5,89,,,,,,,,,2019-09-05
"Davon Godchaux","MIA","DL",,,,,,,,,,,,,,,,,50,80,30,110,,,,,,,,,2019-09-05
"LJ Scott",,"RB",,,,,,,,,,,53,56,3,59,,,,,,,,,,,,,,,2019-09-05
"Linval Joseph","MIN","DL",,,,,,,,,,,,,,,,,30,46.9,3.4,53,,,,,37,47.8,2.7,50,2019-09-05
"Sean Mannion","MIN","QB",,,,,,,,,,,,,,,,,52,61.7,3.3,67,,,,,,,,,2019-09-05
"David Morgan","MIN","TE",,,,,,,,,,,,,,,,,83,106.8,6.2,113,,,,,,,,,2019-09-05
"Anthony Barr","MIN","LB",,,,,,,,,,,,,,,,,47,68,12.7,81,,,,,,,,,2019-09-05
"Ryan Izzo","MIN","TE",,,,,,,,,,,,,,,,,78,98.4,12.2,110,,,,,65,67.7,1.9,69,2019-09-05
"Stephen Weatherly","MIN","DL",,,,,,,,,,,,,,,,,101,121.5,20.5,142,,,,,,,,,2019-09-05
"Dillon Mitchell","MIN","WR",,,,,94,131,37,168,,,41,66.7,16.6,95,,,161,190,23.3,218,,,,,,,,,2019-09-05
"Brandon Dillon","MIN","TE",,,,,,,,,,,,,,,,,98,116.2,12.2,131,,,,,,,,,2019-09-05
"Olabisi Johnson","MIN","WR",,,,,,,,,,,,,,,,,125,150.8,10.7,166,,,,,124,132,9.9,149,2019-09-05
"Xavier Rhodes","MIN","DB",,,,,,,,,,,,,,,,,86,92,6,98,,,,,,,,,2019-09-05
"Anthony Harris","MIN","DB",,,,,,,,,,,,,,,,,44,71.5,21.7,102,,,,,,,,,2019-09-05
"CJ Ham","MIN","RB",,,,,,,,,,,,,,,,,91,121.5,19.6,141,,,,,89,109.3,14.5,122,2019-09-05
"DaMarkus Lodge",,"WR",,,,,,,,,,,31,58.9,10.4,77,,,,,,,,,,,,,,,2019-09-05
"Patrick Chung","NEP","DB",,,,,,,,,,,,,,,,,34,77.3,27.2,109,,,,,,,,,2019-09-05
"Jason McCourty","NEP","DB",,,,,,,,,,,,,,,,,66,70.3,5.4,78,,,,,,,,,2019-09-05
"Chase Winovich","NEP","DL",,,,,,,,,,,,,,,,,,,,,,,,,34,104,70,174,2019-09-05
"JaWhaun Bentley","NEP","LB",,,,,,,,,,,,,,,,,69,98,30.4,140,,,,,69,80.5,11.5,92,2019-09-05
"Lawrence Guy","NEP","DL",,,,,,,,,,,,,,,,,32,59.5,27.5,87,,,,,,,,,2019-09-05
"Lance Kendricks","NEP","TE",,,,,,,,,,,,,,,,,75,98.8,15.6,117,,,,,,,,,2019-09-05
"Jonathan Jones","NEP","DB",,,,,,,,,,,,,,,,,94,111.5,17.5,129,,,,,,,,,2019-09-05
"Stephen Anderson","NEP","TE",272,283.5,11.5,295,36,54.5,8.3,71,,,,,,,,,51,85.8,15.2,112,,,,,,,,,2019-09-05
"Deatrich Wise","NEP","DL",,,,,,,,,,,,,,,,,59,75.7,15.3,96,,,,,58,58.5,0.5,59,2019-09-05
"Stephon Gilmore","NEP","DB",,,,,,,,,,,,,,,,,85,89,4,93,,,,,,,,,2019-09-05
"Tyler Conklin","NEP","TE",,,,,,,,,,,,,,,,,69,85.7,7.5,92,,,,,,,,,2019-09-05
"Gunner Olszewski","NEP","WR",,,,,,,,,,,,,,,,,195,208,13,221,,,,,,,,,2019-09-05
"Jamie Collins","NEP","LB",,,,,,,,,,,,,,,,,24,68.7,29.3,137,,,,,44,77,33,110,2019-09-05
"Derek Rivers","NEP","DL",,,,,,,,,,,,,,,,,118,218.5,100.5,319,,,,,,,,,2019-09-05
"Devin McCourty","NEP","DB",,,,,,,,,,,,,,,,,25,54.1,12.7,76,,,,,38,46,5.7,51,2019-09-05
"Donta Hightower","NEP","LB",,,,,,,,,,,,,,,,,78,79,1,80,,,,,,,,,2019-09-05
"Matt Slater","NEP","WR",,,,,,,,,,,,,,,,,170,191.3,15.9,208,,,,,,,,,2019-09-05
"Garrett Griffin","NOS","TE",,,,,,,,,,,,,,,,,88,115.3,19.5,132,,,,,,,,,2019-09-05
"Emmanuel Butler","NOS","WR",,,,,111,138,24.8,172,,,43,60,15.3,81,,,119,163.3,19.1,182,,,,,151,159.7,7.8,170,2019-09-05
"Austin Carr","NOS","WR",,,,,,,,,,,,,,,,,113,153.1,13.8,188,,,,,99,129,16.4,143,2019-09-05
"LilJordan Humphrey","NOS","WR",287,333,46,379,98,146.2,31.7,184,,,48,59.1,7.6,73,,,166,195,25.3,227,,,,,,,,,2019-09-05
"Deonte Harris","NOS","WR",,,,,,,,,,,,,,,,,155,187.4,20.7,215,,,,,,,,,2019-09-05
"Vonn Bell","NOS","DB",,,,,,,,,,,,,,,,,25,37.8,12.2,72,,,,,25,33.7,4.8,47,2019-09-05
"Chauncey Gardner-Johnson","NOS","DB",,,,,,,,,,,,,,,,,29,92.3,79.1,228,,,,,,,,,2019-09-05
"Marshon Lattimore","NOS","DB",,,,,,,,,,,,,,,,,31,41.6,6.5,90,,,,,28,42,2.6,53,2019-09-05
"Alex Anzalone","NOS","LB",,,,,,,,,,,,,,,,,59,84.8,23.1,122,,,,,,,,,2019-09-05
