PLAYERID,40,20,10,BENCH,VERTICAL,BROAD,SHUTTLE,CONE,ARMLENGTH,HANDSIZE
12073,4.58,2.71,1.66,14,30.5,907,4.4,7.13,31,8.625
12074,,,,,,,,,31.5,8.375
12075,4.68,2.7,1.59,24,34,909,4.28,6.73,,
12076,4.27,2.46,1.5,,,,,,31.25,9.375
12077,,,,,,,,7.45,32.125,10.5
12078,5.13,2.9,1.71,,31,,,,33.125,9.75
12079,,,,,,,,,33,10
12080,4.77,2.77,1.71,17,28.5,902,4.59,7.39,31.125,10.5
12081,,,,17,,,,,33.875,10
12082,4.82,2.81,1.64,,,906,,7.1,32.75,9.125
12083,,,,,,,,,,
12084,4.61,2.65,1.55,,,,4.44,6.84,,
12085,4.71,2.72,1.6,20,30,908,4.57,7.3,,
12086,4.94,2.71,1.66,26,32,909,4.33,7.26,,
12087,4.75,2.72,1.66,22,33,909,4.26,7.07,,
12088,4.95,2.85,1.74,30,33,908,4.43,6.99,,
12089,,,,22,28,808,4.53,7.63,,
12090,4.43,2.55,1.58,15,35.5,910,4.26,7.1,,
12091,4.43,2.55,1.58,15,35.5,910,4.26,7.1,,
12092,,,,30,28,807,5.12,8.18,33.125,10.25
12093,4.92,2.74,1.65,,36.5,909,,,32.625,9.375
12094,4.74,2.7,1.63,13,35.5,905,4.58,7.11,,
12095,,,,,,,,,33.5,10.375
12096,,,,,,,,,,
12097,,,,,,,,,32.375,9.75
12098,5.04,2.87,1.74,,33.5,,,,33.625,10.25
12099,,,,30,30,908,4.28,7.08,,
12100,,,,,,,,,30.625,9.5
12101,4.94,2.77,1.73,28,33,905,4.7,7.35,,
12102,4.54,2.61,1.62,,35.5,,,,,
12103,4.65,2.7,1.64,,30.5,902,,,30.5,9.375
12104,4.8,2.78,1.63,18,35,908,4.4,7.15,,
12105,4.74,2.71,1.62,,32.5,900,,,,
12106,,,,,,,,,,
12107,,,,,,,,,32.25,9.25
12108,5.22,2.98,1.89,21,27,708,5.02,8.02,,
12109,4.69,2.66,1.68,15,37,906,4.28,7.15,,
12110,4.61,2.65,1.59,15,33,907,4.58,7.09,,
12111,,,,,,,,,33.5,10.25
12112,4.51,2.62,1.53,18,36,1009,4.45,6.89,,
12113,,,,23,,,,,33.75,10.125
12114,4.63,2.69,1.53,16,35.5,908,4.25,7.07,,
12115,4.65,2.66,1.62,,34.5,,4.26,,33.625,9.375
12116,,,,,36.5,1005,4.34,6.83,32.25,9.25
12117,4.69,2.68,1.65,,37,911,4.65,7.14,,
12118,,,,,,,,,,
12119,5,2.85,1.65,,,,,,33.375,10.375
12120,4.7,2.93,1.74,,24,805,4.46,7.22,,
12121,5.12,2.9,1.64,29,30.5,904,4.6,7.73,,
12122,4.52,2.57,1.58,9,34.5,1003,4.2,6.73,,
12123,,,,,,,,,32.125,9.25
12124,,,,,,,,,29.75,9.375
12125,,,,,,,,,34.375,10
12126,5.18,2.98,1.78,20,28.5,807,4.69,7.35,,
12127,,,,,,,,,33.75,11
12128,4.48,2.55,1.48,,41,1103,,,31,8.625
12129,5.24,2.99,1.78,16,27.5,810,4.84,7.97,,
12130,4.76,2.8,1.6,,30,904,,6.76,31.5,9.5
12131,4.83,2.78,1.64,,31,902,4.33,7.23,,
12132,,,,,,,,,,
12133,4.28,2.45,1.48,,38,1009,4.03,6.85,30.25,9.375
12134,,,,,,,,,34,10.625
12135,4.5,2.58,1.56,12,34,908,4.28,6.87,,
12136,,,,,,911,,,29.625,9.625
12137,4.69,2.69,1.61,20,35.5,908,4.34,7.17,,
12138,,,,,,,,,,
12139,,,,,,,,,30.25,9
12140,4.44,2.47,1.47,7,35,1000,4.16,7.1,,
12141,5.08,2.93,1.78,28,29,807,4.75,7.88,,
12142,4.38,2.54,1.49,20,40,1100,4.3,6.9,,
12143,,,,,,,,,32.625,10.125
12144,4.66,2.65,1.6,,,,,7.39,33,10.625
12145,4.44,2.57,1.57,12,38,905,4.37,6.98,,
12146,,,,,,,,,33.5,9.625
12147,,,,,,,4.23,6.8,34,10
12148,4.57,2.59,1.55,,,,,,30.5,8.625
12149,,,,,36,,,,31.625,9
12150,4.61,2.66,1.62,14,32,910,4.4,7.15,,
12151,4.6,2.58,1.56,26,35,1001,4.19,7.13,,
12152,,,,,,,,7.69,32.25,8.875
12153,4.6,2.58,1.52,,40,1004,4.26,,,
12154,4.51,2.59,1.58,21,38.5,1004,4.53,7.23,,
12155,5.43,3.12,1.9,20,27,709,4.93,7.95,,
12156,,,,,,,,,,
12157,,,,,,,,,34.5,10
12158,,,,20,,,,,33.75,9.875
12159,4.39,2.55,1.54,19,34.5,1002,4.05,7.03,,
12160,,,,,26.5,708,,,33.75,9.5
12161,4.46,2.61,1.64,24,35.5,1006,4.21,6.87,,
12162,,,,,,,,,,
12163,5,2.84,1.76,20,27,907,4.75,7.4,34.5,9.875
12164,,,,,,,,,,
12165,,,,15,,1007,,,31.375,8.625
12166,4.61,2.69,1.6,10,33.5,1001,4.47,7.1,,
12167,4.77,2.73,1.7,13,32.5,910,4.45,7.51,,
12168,,,,,,,,,,
12169,,,,,,,,,,
12170,4.45,2.51,1.51,,32,,,7.29,30,8.75
12171,,,,,,,,,,
12172,4.89,2.72,1.65,,33.5,907,4.51,7,32.5,10.375
12173,4.48,2.6,1.54,18,39,1005,4.2,7.06,,
12174,4.67,2.65,1.62,,,,,,33.375,10.25
12175,,,,,,,,,33.375,9.375
12176,4.52,2.63,1.6,10,36,1000,4.08,6.75,,
12177,5.39,2.97,1.8,38,27,808,4.75,7.75,32.75,10.5
12178,,,,,,,,,33.5,9
12179,,,,,,,,,,
12180,,,,16,,,,,29.75,9.375
12181,4.45,2.47,1.47,17,39,1007,4.33,6.97,,
12182,,,,,,,,,33.25,9.75
12183,5.38,2.97,1.8,27,29,807,4.75,7.79,,
12184,4.68,2.74,1.65,,33,1000,4.52,7.7,33.125,9
12185,4.34,2.47,1.49,13,36,1000,4.25,6.89,,
12186,4.99,2.82,1.75,25,32,902,4.65,7.53,,
12187,,,,,,,,,33,9.5
12188,,,,,,,,,,
12189,4.64,2.71,1.57,19,36,1004,4.34,6.7,34,9.5
12190,,,,11,,,4.11,,31.25,10
12191,,,,,,,,,32.5,10.375
12192,4.46,2.57,1.57,,,,,,30.625,9.25
12193,,,,,,,,,,
12194,,,,,,,,,35.125,10.375
12195,4.52,2.56,1.57,,,,,,31.625,9
12196,4.96,2.95,1.75,25,29,811,4.81,7,,
12197,4.9,2.79,1.7,,33.5,907,,,,
12198,,,,,31.5,810,,,34,10
12199,4.36,2.55,1.58,18,38.5,1102,4.34,7.15,,
12200,,,,,31,902,4.65,7.5,34,10.625
12201,,,,,31,902,4.65,7.5,33.125,8.5
12202,4.62,2.55,1.59,,35,1003,4.21,6.96,,
12203,,,,16,,802,,,34,9.875
12204,4.55,2.64,1.57,22,35.5,1003,4.49,7.48,,
12205,4.62,2.71,1.61,,,,,,30,9
12206,4.56,2.64,1.6,20,29.5,811,4.29,7.2,,
12207,,,,,,,,,33.25,9.5
12208,5.25,3.04,1.81,22,24,804,,,34.5,10.5
12209,,,,,,,,,,
12210,4.4,2.48,1.52,,,,,,32,8.625
12211,4.58,2.58,1.58,,,,,,29.75,9
12212,4.45,2.54,1.56,13,36,1004,4.38,6.86,,
12213,5,2.88,1.71,18,30,904,4.71,7.24,,
12214,4.46,2.62,1.63,,,,4.37,7.1,30.75,9.5
12215,4.69,2.69,1.64,20,33.5,908,4.44,6.89,,
12216,4.56,2.69,1.6,20,33.5,908,4.12,6.87,,
12217,4.98,2.83,1.71,16,31,904,4.43,7.37,,
12218,,,,,,,,,29.625,8.25
12219,5.28,3.06,1.83,25,26.5,808,4.65,7.87,,
12220,,,,,,,,,31.5,10
12221,4.56,2.65,1.67,,,,,,32.75,9.875
12222,4.64,2.69,1.59,29,34.5,907,4.32,7.06,,
12223,4.8,2.75,1.65,20,29.5,904,,7.15,33,9.5
12224,5.45,3.05,1.86,29,24,806,4.7,7.87,,
12225,,,,,,,4.18,,31,8.25
12226,4.64,2.65,1.6,15,34.5,908,4.59,7.12,,
12227,5.12,2.94,1.78,27,31.5,810,4.66,7.52,,
12228,4.53,2.53,1.54,,34.5,1005,4.3,6.8,,
12229,,,,20,,,5.27,,,
12230,,,,,,,,,32.125,9
12231,,,,,28,810,,,,
12232,,,,,28,810,,,,
12233,4.8,2.75,1.55,25,35.5,1000,4.21,6.8,,
12234,,,,,,,,,,
12235,,,,,,,,,31.625,9
12236,4.85,2.82,1.63,,36.5,,,7.26,34.25,10
12237,4.47,2.58,1.55,,,,,,29.875,8.25
12238,4.54,2.68,1.65,,35.5,1001,4.44,6.9,,
12239,4.54,2.57,1.55,8,34,1002,4.15,6.65,29.5,8.75
12240,4.51,2.58,1.51,16,,,4.3,7.04,31,10.125
12241,,,,,,,4.62,7.37,33,10
12242,4.56,2.65,1.6,,34,1004,,,32,8.75
12243,5.16,2.94,1.75,,,,,,35.125,10.75
12244,5.16,2.94,1.75,,,,,,34,10.75
12245,4.75,2.79,1.65,,34,1000,4.5,7.18,33,9.625
12246,,,,,,,,,30,8.375
12247,4.6,2.53,1.51,,38,1005,4.34,7.11,,
12248,4.62,2.68,1.65,13,34,909,4.23,7.01,,
12249,4.69,2.75,1.59,23,38.5,909,4.37,7.21,30.375,10.625
12250,5,2.87,1.69,30,32.5,901,4.79,,,
12251,4.65,2.63,1.54,8,33,906,4.38,7,,
12252,4.43,2.59,1.51,,39.5,1007,4.17,6.74,,
12253,5.35,3.08,1.87,,,,,,34.875,10.25
12254,4.56,2.64,1.54,18,37,1007,4.7,7.37,,
12255,,,,,,,,,32.5,9.375
12256,,,,,,,,,31.75,9
12257,,,,19,,,,,32,9.625
12258,4.57,2.65,1.6,,31.5,904,4.65,7.21,30.625,9.125
12259,,,,,,,,,,
12260,,,,,,,,,31.5,9.375
12261,4.68,2.75,1.66,8,,,,,,
12262,5.32,2.94,1.83,30,25.5,807,5.01,8.03,,
12263,4.8,2.75,1.69,,,,,,33.5,10
12264,4.8,2.73,1.65,27,30,910,4.25,7.18,32.625,9.75
12265,,,,,30.5,1006,4.73,7.37,33.375,10.25
12266,4.68,2.71,1.57,26,32,905,4.41,7.11,,
12267,,,,,,910,,,,
12268,,,,,,,4.3,6.88,32,9.625
12269,,,,,30.5,1006,4.73,7.37,34.25,9.875
12270,,,,16,,910,,,31,9.375
12271,4.73,2.73,1.7,,28.5,904,4.64,,32.625,10
12272,4.82,2.77,1.57,18,34.5,910,4.45,7.15,,
12273,4.6,2.59,1.51,21,39,911,4.22,6.56,,
12274,4.56,2.58,1.53,16,40.5,1103,4.16,7.03,,
12275,4.67,2.67,1.62,,32.5,,,,31.375,9.625
12276,4.53,2.62,1.6,,,,,,31.625,8.25
12277,5.3,2.97,1.91,24,26.5,805,4.93,7.84,,
12278,4.56,2.59,1.54,18,32.5,1000,4.04,6.81,29.875,8.375
12279,5.15,2.98,1.77,26,28.5,808,4.47,7.53,,
12280,4.59,2.65,1.58,25,36,1010,4.27,7.45,,
12281,4.55,2.59,1.56,14,41.5,1006,4.08,6.82,,
12282,5.06,2.9,1.63,,31.5,808,4.14,7.15,,
12283,,,,23,,,,,34.125,10.75
12284,5.19,2.97,1.81,24,28,803,4.64,7.51,,
12285,5.03,2.87,1.73,,28,,,,34.5,9.875
12286,5.49,3.07,1.87,15,26,709,5.03,8.08,,
12287,4.65,2.69,1.63,10,33,904,4.46,7.47,,
12288,4.61,2.5,1.63,30,40,905,4.24,7.15,,
12289,4.84,2.81,1.75,17,30.5,901,4.58,7.44,,
12290,5.01,2.9,1.7,25,33,905,4.63,7.55,,
12291,,,,,,,,,,
12292,,,,,32.5,,,,30.25,9.25
12293,5.25,3.06,1.9,23,28,808,4.78,7.7,,
12294,4.79,2.69,1.6,20,34.5,1001,4.37,6.87,,
12295,4.54,2.6,1.57,14,34.5,908,4.1,6.68,,
12296,5.31,2.99,1.81,25,26.5,805,4.85,,,
12297,,,,,,809,,,34,10
12298,,,,,32.5,,,,36,9.375
12299,,,,,,,,,,
12300,,,,,,,,,33.25,10.5
12301,4.75,2.73,1.65,14,32,911,4.31,6.93,,
12302,4.5,2.6,1.69,,30.5,908,4.42,7.17,33.875,9.5
12303,4.98,2.82,1.72,23,34,909,4.43,7.58,,
12304,4.5,2.6,1.64,17,35,,4.24,7.39,,
12305,4.63,2.6,1.62,16,32.5,1003,4.29,6.91,,
12306,4.54,2.6,1.54,24,33,910,4.32,6.96,,
12307,4.96,2.89,1.76,,,,4.78,7.74,33,10
12308,5.25,3,1.81,23,28.5,809,4.8,7.88,,
12309,4.48,2.65,1.61,,35,1004,4.23,6.81,,
12310,5.01,2.79,1.68,19,34,908,4.43,7.21,,
12311,,,,,,,,,31.625,9.75
12312,4.55,2.56,1.51,11,41.5,1101,4.35,6.97,,
12313,4.62,2.62,1.66,20,40.5,1000,4.26,7.19,,
12314,,,,,,,,,31.75,8.25
12315,5.04,2.78,1.68,25,32.5,900,4.42,7.41,,
12316,4.45,2.63,1.51,,,,4.43,,,
12317,4.82,2.75,1.68,16,28,911,4.46,7.51,,
12318,4.98,2.83,1.72,23,39,1011,4.58,7.26,,
12319,,,,,,,,,,
12320,,,,,,904,,,31.125,9.5
12321,4.64,2.65,1.55,16,37.5,1007,4.2,7.61,,
12322,4.46,2.64,1.55,14,38,1100,4.27,6.97,,
12323,4.69,2.77,1.63,23,31,909,4.52,7.09,33,10.375
12324,5.1,2.99,1.82,23,30,903,4.64,7.69,30.375,9
12325,4.73,2.76,1.74,26,34.5,1003,4.39,7.09,,
12326,5,2.89,1.75,,27.5,808,,,31,9.625
12327,4.8,2.89,1.7,23,35,910,4.58,7.03,,
12328,4.59,2.7,1.65,,37,1001,4.29,7.07,,
12329,,,,7,33,1004,4.33,6.96,33.25,9.5
12330,5.37,3.08,1.87,16,35,909,4.88,8,,
12331,,,,,,,,,34.5,10.5
12332,5.34,3.03,1.78,,31.5,803,4.46,7.55,30.25,9.375
12333,4.97,2.88,1.73,32,32,900,4.49,7.35,,
12334,4.7,2.75,1.62,,,,,,33.75,10.625
12335,,,,,,,,,32.75,9.875
12336,4.91,2.8,1.74,16,33.5,905,4.7,7.44,,
12337,5.41,3.13,1.86,20,25,801,4.9,8.23,33.75,10.5
12338,5.41,3.15,1.79,31,29.5,806,4.52,7.52,,
12339,,,,,,,,,34.25,10.125
12340,4.7,2.65,1.59,,37.5,1001,,,32.75,9.5
12341,,,,19,30,808,4.95,8.03,,
12342,4.93,2.79,1.73,15,32.5,906,4.53,6.91,,
12343,4.78,,,,34.5,911,4.28,7.11,,
12344,4.69,2.7,1.6,,,900,,,31.375,9.125
12345,4.61,2.63,1.63,10,30,905,4.44,7.1,,
12346,,,,,,901,4.38,,33.25,10
12347,4.53,2.56,1.46,21,36.5,1001,4.15,6.82,,
12348,4.75,2.77,1.66,,33,906,4.57,7.28,,
12349,,,,,34,,,,31.625,10.875
12350,,,,30,32,908,,7.5,,
12351,4.69,2.65,1.58,14,31.5,905,4.44,7.09,,
12352,5.26,3.03,1.83,26,21.5,708,4.66,7.51,,
12353,,,,,,,,,,
12354,4.67,2.71,1.6,26,35.5,906,4.37,7.1,,
12355,4.67,2.71,1.64,,,,4.25,6.83,29.5,9.125
12356,4.87,2.85,1.67,,,,4.5,7.09,33.375,10.25
12357,4.88,2.83,1.64,38,28,903,4.35,7.27,,
12358,,,,,,,,,31.25,8.875
12359,4.68,2.57,1.58,26,32,903,4.29,7.19,,
12360,4.56,2.63,1.52,24,37,1000,4.18,6.88,,
12361,4.68,2.75,1.6,23,34,1001,4.22,6.85,,
12362,,,,,,,,,32,9.125
12363,5.16,2.98,1.77,21,29.5,701,4.87,7.66,,
12364,4.79,,1.69,28,36,909,4.17,,,
12365,,,,,,,4.62,7.62,34.75,10.75
12366,4.55,2.61,1.59,17,31.5,909,4.2,6.76,,
12367,,,,,35,910,4.23,7.03,,
12368,,,,,,,,,,
12369,4.64,2.75,1.64,16,34,1008,4.54,7.19,,
12370,4.43,2.56,1.54,,,,,,31.75,9.125
12371,4.76,2.84,1.63,25,31.5,907,4.64,7.28,32.5,10
12372,,,,,,,,,,
12373,,,,,,,,,,
12374,4.41,2.56,1.59,14,30.5,1004,4.59,7.07,,
12375,,,,,,,,,,
12376,4.5,2.57,1.54,,29,904,4.43,7.14,,
12377,4.51,2.59,1.56,31,33,907,4.26,6.97,34.875,10.75
12378,,,,,,,,,31,9.125
12379,,,,,,,,,34.5,9.75
12380,5.2,2.98,1.68,27,32,902,4.56,7.48,,
12381,4.39,2.58,1.53,16,34,1002,4.19,7,,
12382,4.91,2.88,1.71,,,,,,33.625,9.625
12383,4.89,2.76,1.66,18,33,1001,4.25,6.87,,
12384,4.45,2.57,1.56,10,36,1007,4.44,6.9,,
12385,4.56,2.65,1.65,,29.5,903,4.19,6.99,30.25,9.5
12386,,,,12,27,806,,7.69,32.75,8.875
12387,,,,,,,4.42,7.19,32.125,8.5
12388,4.95,2.81,1.71,16,33,1005,4.32,6.94,,
12389,,,,,,,,,,
12390,5.49,3.12,1.88,35,27.5,802,4.76,7.75,,
12391,,,,,,,,,33.75,9.75
12392,,,,,,,,,34.5,10.375
12393,4.4,2.57,1.48,5,38.5,1006,4.28,6.9,,
12394,4.91,2.79,1.65,26,28.5,900,4.63,7.62,,
12395,,,,,,,,,33.25,10
12396,4.83,2.72,1.65,,,910,4.37,7.5,31.25,9.875
12397,4.52,2.65,1.6,15,37.5,1001,4.75,7.51,32.5,9.5
12398,,,,,,904,,,32.75,9.25
12399,4.56,2.66,1.63,14,37,1004,4.35,7.07,,
12400,4.76,2.79,1.71,,26.5,809,4.59,7.46,,
12401,4.49,2.59,1.57,14,34,903,4.19,6.94,,
12402,,,,,,,,,34.375,11.5
12403,,,,,,,,,,
12404,4.48,2.56,1.58,18,41,1005,4.48,7.23,,
12405,4.38,2.55,1.5,,,,,,34,9.25
12406,5.26,3.03,1.85,22,26.5,806,4.88,7.88,,
12407,4.51,2.63,1.51,15,36,1000,4.07,6.85,,
12408,4.5,2.63,1.58,14,33.5,1010,4.41,7.37,32.25,9
12409,4.77,2.8,1.69,,36.5,904,4.29,7.09,,
12410,4.54,2.59,1.53,,37.5,1000,4.32,6.86,,
12411,4.71,2.7,1.6,8,34,911,4.34,7.36,,
12412,,,,,29.5,,,,,
12413,4.58,,,8,37,1007,4.36,7.15,,
12414,4.79,2.68,1.65,17,31,905,4.62,7.29,,
12415,5.33,3.03,1.78,,,,,,34,9
12416,4.4,2.56,1.58,13,34,1003,4.4,7.15,,
12417,,,,,,,,,33.375,9.375
12418,4.72,2.76,1.62,23,30,902,4.69,7.47,31.625,9.5
12419,4.75,2.77,1.69,,33,910,4.3,7.28,,
12420,,,,,,,,,32,9
12421,,,,,,,,,33.5,11.875
12422,4.4,2.56,1.58,13,34,1003,4.4,7.15,,
12423,4.67,2.78,1.69,,32,908,4.51,7.28,,
12424,4.69,2.64,1.62,22,37,910,4.35,7.4,,
12425,,,,12,27,806,,7.69,,
12426,4.57,2.63,1.58,7,39,1011,4.31,7,,
12427,5.12,2.9,1.78,33,32.5,902,4.82,7.8,,
12428,5.05,2.89,1.78,23,26,906,4.73,7.95,,
12429,5.03,2.93,1.76,18,30.5,810,4.37,7.59,,
12430,4.54,2.62,1.57,20,40.5,1001,4.3,7.17,,
12431,4.6,2.7,1.67,7,37,,4.25,6.87,31.75,9.5
12432,,,,,37.5,908,4.34,6.78,,
12433,,,,,,,,,32.625,10.875
12434,4.44,2.54,1.5,13,33,907,,,,
12435,,,,,,,,,32.375,10.125
12436,5.24,2.93,1.75,24,26.5,808,,,33.125,9.75
12437,4.93,2.78,1.67,14,36.5,1005,4.32,7.16,,
12438,,,,,,,,,33,9.75
12439,,,,,,,,,32.875,10.375
12440,,,,,,,,,33.25,10
12441,4.4,2.47,1.51,,,,,,30.25,9
12442,4.47,2.61,1.49,9,34.5,908,4.2,6.76,,
12443,4.6,2.68,1.63,16,35,1007,4.5,6.65,,
12444,5.09,2.9,1.84,26,27.5,905,,,,
12445,4.8,2.75,1.64,17,32.5,911,4.38,7.07,33.375,10.125
12446,4.67,2.72,1.63,21,34,906,4.21,6.95,,
12447,4.67,2.72,1.63,21,34,906,4.21,6.95,,
12448,,,,22,,,,,33,10.125
12449,,,,,,,,,,
12450,4.5,2.6,1.55,,38.5,1009,4.24,6.72,,
12451,,,,,33,,,,31.375,9.125
12452,4.46,2.6,1.5,,36,909,,,30.5,9.25
12453,,,,,34,,,,31.5,9.25
12454,4.78,2.75,1.65,,38,1005,4.63,7.65,34.75,10.375
12455,4.48,2.55,1.53,18,38,1002,,,,
12456,,,,,,,,,32.25,10.875
12457,,,,,,,,,31.75,9.75
12458,4.53,2.6,1.59,10,28.5,904,4.2,6.86,,
12459,4.41,2.56,1.58,9,39,1007,4.13,6.88,,
12460,,,,,,,4.13,6.84,32,9.125
12461,,,,,,,,,,
12462,4.49,2.55,1.57,,30.5,911,4.15,6.82,,
12463,4.58,2.67,1.59,,,,,,30.375,9.125
12464,4.79,2.72,1.63,25,33.5,908,4.62,7.25,,
12465,4.82,2.82,1.67,17,31.5,811,4.84,7.5,,
12466,4.69,2.68,1.65,15,34.5,908,4.29,6.9,,
12467,4.55,2.59,1.58,8,35,1010,4.34,6.99,,
12468,4.4,2.51,1.56,20,41,1101,4.27,6.82,,
12469,5.23,2.99,1.82,19,27.5,808,4.73,7.5,34.75,10
12470,4.49,2.64,1.59,17,34.5,1000,4.29,6.94,,
12471,4.56,2.68,1.63,5,32.5,908,4.6,6.88,,
12472,,,,,22.5,803,,,31.625,9.625
12473,4.75,2.73,1.62,15,34.5,1007,4.25,6.91,,
12474,4.49,2.64,1.55,9,35,1002,4.62,7,,
12475,,,,,,,,,33.25,9.75
12476,4.61,2.65,1.58,,,,,,33.375,10.25
12477,5.12,3,1.7,33,31,902,4.69,7.46,,
12478,4.57,2.64,1.57,,29.5,809,4.31,7.2,,
12479,4.81,2.76,1.64,7,29.5,903,4.74,7.56,32,9.625
12480,4.55,2.57,1.66,5,35.5,1003,4.16,7.23,,
12481,5.34,3.06,1.87,17,29,802,4.67,7.84,,
12482,4.89,2.82,1.68,,32,,,,33.625,10.5
12483,5.07,2.89,1.66,33,33,911,4.69,7.25,,
12484,4.71,2.7,1.62,18,35.5,1003,4.57,7.51,32,9.625
12485,4.68,2.65,1.67,13,33,1002,4.39,7.24,,
12486,4.57,2.62,1.53,15,39,1008,4.44,6.81,,
12487,4.89,2.87,1.73,20,24.5,810,4.63,7.67,,
12488,,,,,,,,,31,9.375
12489,,,,12,,,,,32,9.625
12490,,,,,,,,,30.125,9.125
12491,4.53,2.58,1.48,10,32,909,4.38,7.01,,
12492,,,,,,,,,30,9
12493,,,,21,,,,,34.375,11.75
12494,4.39,2.52,1.52,16,35.5,,4.26,7.13,32.375,9.25
12495,4.54,2.68,1.62,10,,,,,34.375,9.75
12496,5.46,3.18,1.87,23,25,802,4.93,7.97,,
12497,5.46,3.18,1.87,23,25,802,4.93,7.97,,
12498,4.69,2.65,1.6,,35,1000,4.35,7.3,31.25,9.25
12499,4.58,2.72,1.58,9,33.5,1003,4.21,6.69,33,9.5
12500,5.24,3.07,1.82,16,23,801,4.78,7.92,,
12501,5.36,3.08,1.89,12,24,802,5.12,7.39,,
12502,4.61,2.63,1.52,10,32.5,1002,4.48,7.44,,
12503,,,,18,23,802,5.33,8,34.625,9.625
12504,,,,,,,,,,
12505,4.81,2.78,1.6,23,33,901,4.66,7.38,,
12506,4.55,2.62,1.56,,39.5,1004,,6.91,30.875,9.25
12507,4.7,2.65,1.68,,32.5,1001,4.4,7.25,,
12508,4.68,2.68,1.58,20,,,,,,
12509,4.48,,,12,38,1005,4.3,7.38,,
12510,4.75,2.73,1.63,19,33.5,908,4.29,,,
12511,,,,,,,,,33,8.75
12512,,,,17,,,,,31.25,9.375
12513,4.82,2.78,1.68,13,38.5,904,4.52,7.21,,
12514,4.91,2.78,1.75,21,32.5,904,4.19,7.01,,
12515,5.21,2.95,1.77,27,35.5,900,4.56,7.73,,
12516,4.68,2.7,1.59,,,,,,32.375,9.25
12517,4.48,2.53,1.54,5,,,,,30.625,8.125
12518,5.15,2.87,1.77,23,22,803,,,33.75,9.875
12519,4.39,2.59,1.59,,36,1004,4.07,7.03,,
12520,4.49,2.57,1.53,13,34.5,909,4.3,6.93,,
12521,4.57,2.63,1.53,14,,,,,33,10.75
12522,4.61,2.68,1.53,,33,905,4.6,7.09,31.25,9.25
12523,,,,,,,,,,
12524,,,,,,,4.5,7.07,33.625,9.625
12525,4.52,2.59,1.6,,33,908,4.26,7.07,,
12526,,,,,,,,,31.625,8.625
12527,4.55,2.64,1.64,15,41,1102,4.3,6.93,,
12528,4.33,2.53,1.56,,38,1008,4.38,7.33,,
12529,4.43,2.59,1.52,,36,1002,4.3,7,,
12530,4.84,2.81,1.66,20,31,805,4.37,7.11,,
12531,4.46,2.6,1.5,36,,909,,,,
12532,,,,,,,,,,
12533,4.93,2.79,1.67,18,29,902,4.66,7.96,32.25,9.5
12534,5.27,3.06,1.87,,,,4.98,8.03,33.625,9.5
12535,4.4,2.59,1.58,11,40.5,1005,4.28,7.04,,
12536,5.48,3.15,1.91,,,,,,33,9.75
12537,4.76,2.76,1.61,,,,4.57,7.84,32.25,9
12538,,,,,,,,,36,10.375
12539,4.56,2.59,1.61,22,37.5,909,4.37,6.91,,
12540,4.4,2.59,1.58,11,40.5,1005,4.28,7.04,,
12541,4.77,2.76,1.65,26,29,902,4.57,7.68,,
12542,4.5,2.62,1.59,15,38.5,910,4.34,7.09,,
12543,,,,,,,,,,
12544,5.19,2.98,1.82,26,27,806,4.72,7.6,,
12545,,,,,,,,,,
12546,5.23,3.06,1.89,23,27,709,4.73,7.69,,
12547,4.57,2.64,1.61,12,37.5,1007,4.2,6.78,,
12548,,,,,,,,,,
12549,4.5,2.55,1.56,18,38.5,1011,4.38,6.93,,
12550,,,,,,,,,,
12551,4.78,2.78,1.68,20,32.5,908,4.64,7.78,,
12552,,,,,,,,,,
12553,4.41,2.57,1.56,17,34.5,1001,4.21,6.73,,
12554,4.71,2.72,1.65,,30.5,910,,,,
12555,4.54,2.63,1.57,13,32.5,1001,4.46,7.22,,
12556,4.63,2.74,1.6,19,34.5,1001,4.43,7.46,,
12557,4.48,2.6,1.58,21,37.5,1007,4.22,6.85,,
12558,4.69,2.69,1.63,24,30.5,902,4.65,7.14,,
12559,4.53,,,6,34,910,4.48,7.09,,
12560,4.8,2.78,1.63,28,32.5,908,4.41,7.04,,
12561,4.84,2.79,1.67,19,31.5,909,4.34,7.18,,
12562,4.6,2.64,1.67,25,36,1000,4.26,7.2,,
12563,,,,,,,4.08,7,31.375,9.375
12564,,,,,,,4.2,7.06,31.125,9.75
12565,4.81,2.75,1.72,21,28.5,900,4.55,7.2,,
12566,4.63,2.68,1.58,20,35.5,1001,4.5,7.26,35.5,10
12567,4.72,2.71,1.6,24,26.5,909,4.82,7.41,,
12568,,,,,,,,,31.75,9
12569,,,,,,,,,31.25,10.125
12570,4.57,2.7,1.65,23,31.5,902,4.48,6.96,,
12571,,,,,,,,,31.625,10.25
12572,,,,,,,,,31.25,10.25
12573,,,,24,,,,,34.75,10
12574,4.87,2.84,1.7,25,34,1002,4.46,7.31,,
12575,,,,,,,,,,
12576,4.75,2.76,1.68,20,39,1002,4.46,7.5,32.25,9.5
12577,4.51,2.58,1.6,19,33.5,1000,4.27,6.91,,
12578,4.68,2.68,1.64,26,33.5,1000,4.25,6.9,,
12579,4.83,2.74,1.61,13,32,909,4.22,7.03,,
12580,4.75,,1.64,15,36,909,4.56,7.13,33.375,9.625
12581,5.86,3.32,2.06,27,21.5,701,5.04,8.33,,
