"Player","Team","Pos","doBest","doECR","doSD","doWorst","dpBest","dpECR","dpSD","dpWorst","roBest","roECR","rookBest","rookECR","rookSD","rookWorst","roSD","roWorst","rpBest","rpECR","rpSD","rpWorst","woBest","woECR","woSD","woWorst","wpBest","wpECR","wpSD","wpWorst","ScrapeDate"
"JuJu Smith-Schuster","PIT","WR",2,7.8,2.7,20,1,3.5,1.7,7,4,13.1,,,,,4.6,28,1,5.5,2,13,10,15.2,1.8,23,4,7.1,2.2,26,2019-08-18
"Stephon Tuitt","PIT","DL",,,,,,,,,,,,,,,,,37,42.3,2.3,47,,,,,,,,,2019-08-18
"Trey Edmunds","PIT","RB",,,,,,,,,388,390,,,,,2,392,121,134,17.7,159,,,,,,,,,2019-08-18
"Mark Barron","PIT","LB",,,,,,,,,24,58,,,,,34,92,15,53.8,24.7,97,,,,,,,,,2019-08-18
"Diontae Spencer","PIT","WR",,,,,,,,,,,,,,,,,154,174,20,194,,,,,,,,,2019-08-18
"Jaylen Samuels","PIT","RB",76,141.1,23.9,194,32,47.5,5.4,61,65,138.2,,,,,38.1,318,29,49.7,8,101,157,187.2,8.3,200,38,59.6,4.1,65,2019-08-18
"Sean Davis","PIT","DB",,,,,,,,,,,,,,,,,24,38.5,10,62,,,,,,,,,2019-08-18
"Vince Williams","PIT","LB",,,,,,,,,58,68,,,,,10,78,27,48.6,16.4,72,,,,,,,,,2019-08-18
"Zach Gentry","PIT","TE",,,,,,,,,,,,,,,,,53,94,14.5,123,,,,,,,,,2019-08-18
"Mason Rudolph","PIT","QB",294,311,17,328,40,45,3.8,55,283,334,,,,,40.5,387,36,49.7,8.8,65,,,,,,,,,2019-08-18
"Cameron Heyward","PIT","DL",,,,,,,,,31,74,,,,,38.7,158,11,17,1.8,20,,,,,,,,,2019-08-18
"Vance McDonald","PIT","TE",90,138.1,25.4,186,9,16.1,4.7,30,55,95.1,,,,,26,246,6,9.2,2.7,22,62,86.7,10.5,109,7,11.4,2.1,15,2019-08-18
"TJ Watt","PIT","LB",,,,,,,,,51,82.3,,,,,24.8,120,28,39.6,7.6,54,,,,,,,,,2019-08-18
"Steven Nelson","PIT","DB",,,,,,,,,,,,,,,,,68,69.5,1.5,71,,,,,,,,,2019-08-18
"Chris Boswell","PIT","K",241,302.7,56.8,378,7,11.2,3.7,18,184,283.7,,,,,31.7,333,5,17.2,3.2,22,,,,,15,19,2.9,22,2019-08-18
"Javon Hargrave","PIT","DL",,,,,,,,,,,,,,,,,24,53.3,16.9,65,,,,,,,,,2019-08-18
"Joe Haden","PIT","DB",,,,,,,,,,,,,,,,,52,83,31,114,,,,,,,,,2019-08-18
"Devin Bush","PIT","LB",,,,,,,,,23,109.5,,,,,168.1,552,8,23.4,8.4,141,,,,,,,,,2019-08-18
"Ben Roethlisberger","PIT","QB",111,158.7,26.6,209,12,22.1,3,29,70,122.6,,,,,24.8,289,7,14.7,3.1,22,,,,,10,13.4,2.2,19,2019-08-18
"Pittsburgh","PIT","DST",283,323.5,40.5,364,14,16.2,2,23,176,232.9,,,,,29.2,303,7,16.5,3.2,24,,,,,29,30,1,31,2019-08-18
"James Conner","PIT","RB",14,24.2,4.3,35,6,12,2.1,22,3,14,,,,,5.9,51,3,7.6,2.4,20,11,15.7,4.5,22,7,9,0.9,24,2019-08-18
"Donte Moncrief","PIT","WR",102,157.1,24.7,209,40,61.5,7.4,77,66,130.1,,,,,32.2,233,28,51.7,9.3,79,86,102.5,6.5,119,46,55.9,4.4,68,2019-08-18
"Joshua Dobbs","PIT","QB",,,,,43,55,12,67,,,,,,,,,40,64.2,6.4,70,,,,,,,,,2019-08-18
"James Washington","PIT","WR",78,110.1,19.3,161,34,49.6,6.4,63,81,152.9,,,,,41.2,268,34,58.8,11.7,92,68,80.8,10.6,117,40,46.9,7.1,84,2019-08-18
"Eli Rogers","PIT","WR",,,,,125,162.2,22.6,193,321,372.4,,,,,35.1,415,115,146.4,19.7,189,,,,,,,,,2019-08-18
"Mike Hilton","PIT","DB",,,,,,,,,,,,,,,,,70,75,5,80,,,,,,,,,2019-08-18
"Xavier Grimble","PIT","TE",,,,,,,,,,,,,,,,,38,67.3,9.4,80,,,,,,,,,2019-08-18
"Ezekiel Ansah","SEA","DL",,,,,,,,,39,170.3,,,,,182.2,428,15,29.8,12,105,,,,,,,,,2019-08-18
"David Moore","SEA","WR",143,204.1,17.5,231,67,86.5,8.9,104,100,201.9,,,,,36,300,41,74,9.9,105,96,130.3,10.8,144,52,68.6,5.6,92,2019-08-18
"Tre Flowers","SEA","DB",,,,,,,,,,,,,,,,,64,67.7,3.3,72,,,,,,,,,2019-08-18
"Bradley McDougald","SEA","DB",,,,,,,,,29,59.6,,,,,10.9,73,5,17.7,8.7,56,,,,,,,,,2019-08-18
"Barkevious Mingo","SEA","LB",,,,,,,,,,,,,,,,,110,127.5,17.5,145,,,,,,,,,2019-08-18
"Jason Myers","SEA","K",,,,,12,13.5,1.5,15,188,258.9,,,,,31,324,7,15,3.4,24,,,,,1,7.3,4.6,14,2019-08-18
"Geno Smith","SEA","QB",,,,,,,,,,,,,,,,,56,66,10,76,,,,,,,,,2019-08-18
"Bo Scarbrough","SEA","RB",,,,,95,115.3,14.7,129,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Amara Darboh","SEA","WR",,,,,126,164.3,27,201,,,,,,,,,155,170.8,19.4,202,,,,,,,,,2019-08-18
"Nick Vannett","SEA","TE",261,318,44.7,393,36,46.4,6,60,224,315.7,,,,,36.3,391,29,36.9,6.3,57,186,188.2,0.9,214,29,31.1,0.8,40,2019-08-18
"Bobby Wagner","SEA","LB",,,,,,,,,1,3.6,,,,,1.6,7,1,2.5,1.2,6,,,,,,,,,2019-08-18
"JD McKissic","SEA","RB",,,,,108,112.5,4.5,117,239,323.3,,,,,42.4,381,79,108,13.1,129,,,,,,,,,2019-08-18
"Cassius Marsh","SEA","DL",,,,,,,,,,,,,,,,,56,81,25,106,,,,,,,,,2019-08-18
"DK Metcalf","SEA","WR",58,82.3,12,112,25,36.1,6.9,52,81,163.3,1,7.7,3.2,15,42.5,308,36,62.1,10.4,102,81,130.3,11.1,166,43,70.1,7.4,86,2019-08-18
"Paxton Lynch","SEA","QB",,,,,,,,,,,,,,,,,48,62.4,8.5,74,,,,,,,,,2019-08-18
"Chris Carson","SEA","RB",44,74.2,13,110,18,29.8,5.9,43,21,47.2,,,,,10.9,89,12,21,4.1,33,11,39.2,4.9,44,7,14.3,1.3,17,2019-08-18
"Travis Homer","SEA","RB",197,288.8,50.4,346,68,91.9,9.7,105,206,315.4,34,55.7,10.3,70,44.3,379,69,104,17.2,138,,,,,,,,,2019-08-18
"Tyler Lockett","SEA","WR",39,67.9,12.4,116,13,30.8,5.1,50,24,50.6,,,,,12.7,97,11,22.6,4.7,40,38,41,3.4,53,19,23.6,2,31,2019-08-18
"Jazz Ferguson","SEA","WR",,,,,120,145.8,23.8,171,,,47,72,10.2,85,,,119,155,21.2,185,,,,,,,,,2019-08-18
"Gary Jennings","SEA","WR",141,254.3,61.6,350,60,105.4,25.7,155,271,333.3,23,46.7,11.4,74,34,377,93,127.3,18.1,176,,,,,,,,,2019-08-18
"Will Dissly","SEA","TE",224,289.4,59.3,397,29,40,5.7,49,180,306.9,,,,,50.3,390,22,35.1,7.1,50,195,211,16,227,34,41,7,48,2019-08-18
"Nazair Jones","SEA","DL",,,,,,,,,,,,,,,,,109,172,63,235,,,,,,,,,2019-08-18
"KJ Wright","SEA","LB",,,,,,,,,44,81.3,,,,,44.2,176,8,41.5,14.4,70,,,,,,,,,2019-08-18
"LJ Collier","SEA","DL",,,,,,,,,,,,,,,,,47,87.3,45.6,151,,,,,,,,,2019-08-18
"Mychal Kendricks","SEA","LB",,,,,,,,,,,,,,,,,57,109,59.3,192,,,,,,,,,2019-08-18
"Jarran Reed","SEA","DL",,,,,,,,,,,,,,,,,31,62.8,34,142,,,,,,,,,2019-08-18
"Jacob Hollister","SEA","TE",,,,,62,69.8,6.1,79,327,344.8,,,,,19.4,377,40,66.8,17.4,96,,,,,,,,,2019-08-18
"Seattle","SEA","DST",196,301,35.4,359,7,18.4,5,26,176,226.6,,,,,27.7,330,8,16.4,3,26,,,,,1,8.3,6.1,16,2019-08-18
"John Ursua","SEA","WR",,,,,,,,,,,,,,,,,184,190.5,6.5,197,,,,,,,,,2019-08-18
"Tedric Thompson","SEA","DB",,,,,,,,,,,,,,,,,51,87.5,36.5,124,,,,,,,,,2019-08-18
"Quinton Jefferson","SEA","DL",,,,,,,,,,,,,,,,,100,119,19,138,,,,,,,,,2019-08-18
"Cody Barton","SEA","LB",,,,,,,,,,,,,,,,,121,150,29,179,,,,,,,,,2019-08-18
"Shaquill Griffin","SEA","DB",,,,,,,,,,,,,,,,,88,90.5,2.5,93,,,,,,,,,2019-08-18
"Marquise Blair","SEA","DB",,,,,,,,,,,,,,,,,62,222.5,160.5,383,,,,,,,,,2019-08-18
"Ed Dickson","SEA","TE",,,,,55,64,9.1,77,,,,,,,,,43,61.8,7,74,,,,,,,,,2019-08-18
"CJ Prosise","SEA","RB",292,311.7,18.3,336,92,103.3,10.9,120,226,323.7,,,,,39,406,74,107.1,16.3,149,,,,,,,,,2019-08-18
"Russell Wilson","SEA","QB",63,81.8,13.9,153,4,7.3,1.5,16,56,99.1,,,,,26.2,282,5,9.5,3.4,18,,,,,2,6.6,1,9,2019-08-18
"Jaron Brown","SEA","WR",297,323.8,21.4,349,121,137.2,11.3,158,260,325.7,,,,,38.8,384,90,119.8,14,146,,,,,,,,,2019-08-18
"Rashaad Penny","SEA","RB",36,68.6,9.3,99,18,25.3,3.8,39,40,81.2,,,,,14.8,130,19,33.8,4,46,90,114.7,11.5,139,31,39,2.8,45,2019-08-18
"Jeff Wilson","SFO","RB",,,,,88,110.4,11.5,122,240,305.3,,,,,38.9,367,80,99.6,14.1,144,,,,,83,89.8,2.6,94,2019-08-18
"Jalen Hurd","SFO","WR",114,186.6,29.5,241,62,82.9,13.5,115,120,275.1,19,30.7,7.7,44,62.1,391,53,97,18.8,147,,,,,,,,,2019-08-18
"Matt Breida","SFO","RB",93,133.6,18.9,182,35,45.3,6.6,63,60,110.3,,,,,31.4,234,26,42.5,7.4,75,103,149.7,19.8,183,35,46.9,6.3,61,2019-08-18
"Nick Bosa","SFO","DL",,,,,,,,,,,,,,,,,16,50.4,63.7,230,,,,,,,,,2019-08-18
"Kwon Alexander","SFO","LB",,,,,,,,,5,32.6,,,,,11.3,57,3,16.7,5.2,30,,,,,,,,,2019-08-18
"Kendrick Bourne","SFO","WR",,,,,98,137.3,13.1,154,180,333.6,,,,,30,392,92,120.1,16.3,177,,,,,,,,,2019-08-18
"Richie James","SFO","WR",,,,,136,155.7,21.1,185,,,,,,,,,121,152.8,14.1,180,,,,,,,,,2019-08-18
"Malcolm Smith","SFO","LB",,,,,,,,,,,,,,,,,55,88.7,23.8,107,,,,,,,,,2019-08-18
"Robbie Gould","SFO","K",260,261.5,1.5,263,10,16.2,4.3,20,186,213.8,,,,,29.8,309,5,10.9,3,19,,,,,6,8.3,2.3,12,2019-08-18
"Jordan Matthews","SFO","WR",268,304.8,9.9,313,111,128,13.5,155,307,355.2,,,,,20.5,395,105,127.1,16.1,188,,,,,,,,,2019-08-18
"Nick Mullens","SFO","QB",254,296.8,36.2,345,35,41.2,2.7,46,292,344.3,,,,,21.6,379,37,43.7,6.2,61,,,,,39,42.5,3.5,46,2019-08-18
"Solomon Thomas","SFO","DL",,,,,,,,,,,,,,,,,42,107,70.5,226,,,,,,,,,2019-08-18
"DeForest Buckner","SFO","DL",,,,,,,,,25,32.5,,,,,4.4,258,8,12.3,4.4,39,,,,,,,,,2019-08-18
"Richard Sherman","SFO","DB",,,,,,,,,,,,,,,,,121,136,15,151,,,,,,,,,2019-08-18
"San Francisco","SFO","DST",295,332,37,369,25,27,1.3,28,150,309.9,,,,,37.1,347,10,26.3,3.3,30,,,,,20,23.7,2.6,26,2019-08-18
"Fred Warner","SFO","LB",,,,,,,,,47,65.4,,,,,15.9,100,24,35.2,7.3,53,,,,,,,,,2019-08-18
"Jerick McKinnon","SFO","RB",57,136.6,24.9,192,23,47.1,7.1,84,71,176.7,,,,,61.2,363,30,61.4,15.6,115,84,144,47.2,241,29,43.6,11.6,70,2019-08-18
"Garrett Celek","SFO","TE",,,,,62,67.3,5,74,394,395.5,,,,,1.5,397,47,67.2,7.1,78,,,,,,,,,2019-08-18
"Kyle Juszczyk","SFO","RB",,,,,110,122.3,12.2,139,162,320.8,,,,,52.3,388,61,102.4,13.6,121,,,,,,,,,2019-08-18
"CJ Beathard","SFO","QB",,,,,41,50.9,4.9,63,,,,,,,,,35,51.3,5.2,58,,,,,,,,,2019-08-18
"Dante Pettis","SFO","WR",41,78.2,10.6,101,21,35.4,5,45,47,89.8,,,,,16,147,21,37.8,6.1,59,38,59.2,6.1,67,9,32,4.9,39,2019-08-18
"Arik Armstead","SFO","DL",,,,,,,,,,,,,,,,,63,78.8,11.1,93,,,,,,,,,2019-08-18
"Deebo Samuel","SFO","WR",58,100.3,17.7,151,23,45.6,7.3,65,109,178.7,7,12.3,3,17,45.6,316,44,66.8,12.5,108,116,139,7.9,199,60,72.1,4,102,2019-08-18
"Dee Ford","SFO","DL",,,,,,,,,25,98.2,,,,,106.1,331,12,24.1,16.9,70,,,,,,,,,2019-08-18
"Jimmy Garoppolo","SFO","QB",102,126.1,15.8,166,12,15.7,1.5,23,95,156.3,,,,,24.7,296,10,20.2,2.5,26,,,,,7,14.6,2.4,20,2019-08-18
"Trent Taylor","SFO","WR",242,287.8,31.2,319,107,132,13.9,158,196,307.4,,,,,46.8,384,69,109.7,17.5,177,,,,,,,,,2019-08-18
"Ross Dwelley","SFO","TE",,,,,,,,,,,,,,,,,66,88.5,14.8,105,,,,,,,,,2019-08-18
"Jaquiski Tartt","SFO","DB",,,,,,,,,,,,,,,,,23,41.6,16.3,87,,,,,,,,,2019-08-18
"Marquise Goodwin","SFO","WR",130,173.1,22.5,221,54,75.2,12.2,95,99,181.8,,,,,46.6,360,48,69.1,11.8,114,94,107.3,6.6,119,50,56.3,2.5,63,2019-08-18
"Andrew Jacas","SFO","K",,,,,22,23.5,2.1,27,,,,,,,,,26,33.5,4.6,38,,,,,,,,,2019-08-18
"Tevin Coleman","SFO","RB",57,78.4,9.7,117,24,30.3,3,40,38,65.6,,,,,13.6,119,18,27.4,4.2,43,60,76.5,3.5,91,21,26.1,1.4,32,2019-08-18
"Ronald Blair","SFO","DL",,,,,,,,,,,,,,,,,80,136,56,192,,,,,,,,,2019-08-18
"George Kittle","SFO","TE",15,26.6,4.5,58,1,1.9,0.5,5,8,26.9,,,,,6.5,53,1,2.3,0.6,5,17,27,0,27,1,1.9,0.3,2,2019-08-18
"Levine Toilolo","SFO","TE",,,,,,,,,,,,,,,,,58,79.3,15.7,102,,,,,,,,,2019-08-18
"Kaden Smith","SFO","TE",,,,,73,74.5,1.5,76,,,43,73.9,13.5,94,,,43,97.2,15.2,114,,,,,,,,,2019-08-18
"Raheem Mostert","SFO","RB",,,,,87,112.6,14,127,252,338.6,,,,,36.4,390,83,111.2,10.8,131,,,,,,,,,2019-08-18
"Jimmie Ward","SFO","DB",,,,,,,,,,,,,,,,,119,186.5,67.5,254,,,,,,,,,2019-08-18
"Vita Vea","TBB","DL",,,,,,,,,,,,,,,,,55,85,38.7,160,,,,,,,,,2019-08-18
"Cairo Santos","TBB","K",232,307,75,382,12,19.2,2.9,24,182,315.1,,,,,28.8,353,15,25.7,3.5,35,,,,,20,23.3,2.6,27,2019-08-18
"Anthony Johnson","TBB","WR",,,,,167,168,1,169,,,80,84,4.9,92,,,64,124.5,60.5,185,,,,,,,,,2019-08-18
"Deone Bucannon","TBB","LB",,,,,,,,,45,186,,,,,141,327,22,63.5,28.5,102,,,,,,,,,2019-08-18
"Vernon Hargreaves","TBB","DB",,,,,,,,,,,,,,,,,37,76,33.1,118,,,,,,,,,2019-08-18
"Justin Watson","TBB","WR",190,245.8,21.7,277,79,101,7.3,110,216,296.3,,,,,44.4,392,73,104.3,15.7,134,,,,,,,,,2019-08-18
"Peyton Barber","TBB","RB",146,189.6,25.2,238,50,62.2,7.6,82,65,126.2,,,,,28,201,26,47.6,7.9,70,104,137.8,19.5,191,36,45.9,5.5,62,2019-08-18
"Antony Auclair","TBB","TE",,,,,,,,,,,,,,,,,70,88.1,10.6,109,,,,,,,,,2019-08-18
"Dare Ogunbowale","TBB","RB",,,,,91,117.3,23,147,219,296.6,,,,,56.7,364,71,106.4,17,137,,,,,,,,,2019-08-18
"Jameis Winston","TBB","QB",80,112.6,16.7,159,7,13.1,2.5,20,59,110.6,,,,,24.7,288,3,12,3,21,,,,,2,8,4,17,2019-08-18
"Ryan Griffin","TBB","QB",,,,,,,,,,,,,,,,,51,66,12.2,83,,,,,,,,,2019-08-18
"Jason Pierre-Paul","TBB","DL",,,,,,,,,35,282.5,,,,,247.5,530,11,68.8,46.8,153,,,,,,,,,2019-08-18
"Ndamukong Suh","TBB","DL",,,,,,,,,62,146,,,,,84,230,26,38.5,7.2,56,,,,,,,,,2019-08-18
"Bruce Anderson","TBB","RB",186,262.6,42.9,304,57,83.1,7.7,100,155,254.2,22,47.3,10.7,67,49,369,56,82.9,12.3,104,,,,,,,,,2019-08-18
"Blaine Gabbert","TBB","QB",,,,,47,52.5,5,58,,,,,,,,,40,50.8,6.8,68,,,,,48,49.5,1.5,51,2019-08-18
"Noah Spence","TBB","DL",,,,,,,,,,,,,,,,,34,64,30,94,,,,,,,,,2019-08-18
"Tampa Bay","TBB","DST",312,341.5,29.5,371,30,31,0.8,32,152,326.6,,,,,32.4,352,26,29.4,1.7,32,,,,,19,21,1.6,23,2019-08-18
"Matt Gay","TBB","K",,,,,,,,,192,278.5,,,,,55,339,12,28.6,6.2,38,,,,,,,,,2019-08-18
"Jordan Leggett","TBB","TE",,,,,50,61,7.8,67,,,,,,,,,57,69.9,6.1,82,,,,,,,,,2019-08-18
"Cameron Brate","TBB","TE",211,277.3,38.3,355,27,34,2.8,39,175,286.1,,,,,42.2,389,21,30.6,4.1,47,130,177.2,6.3,187,21,28.1,0.6,30,2019-08-18
"Breshad Perriman","TBB","WR",207,258.8,42.3,316,87,111.6,12.4,131,154,289.6,,,,,46.1,377,63,100.6,12,121,124,184.2,11,200,65,91.1,9.8,101,2019-08-18
"Mike Evans","TBB","WR",8,11.1,1.6,26,4,6.2,1.1,9,4,18.5,,,,,3.7,31,1,8.1,1.7,15,16,17,1,20,7,7.4,0.5,10,2019-08-18
"Andre Ellington","TBB","RB",,,,,81,112.6,21.8,146,158,276.2,,,,,53.2,390,58,90.2,15.8,115,,,,,66,70.5,4.5,75,2019-08-18
"Lavonte David","TBB","LB",,,,,,,,,11,20,,,,,1.9,49,6,11,2.2,17,,,,,,,,,2019-08-18
"Carl Nassib","TBB","DL",,,,,,,,,,,,,,,,,41,59.6,21.3,101,,,,,,,,,2019-08-18
"DaMarkus Lodge","TBB","WR",287,287.5,0.5,288,106,144.5,27.2,188,,,30,55,15.7,84,,,107,167.6,31.8,194,,,,,,,,,2019-08-18
"Devin White","TBB","LB",,,,,,,,,20,62.6,,,,,63,222,3,19.6,8.4,77,,,,,,,,,2019-08-18
"OJ Howard","TBB","TE",21,54.9,7.2,87,2,4.4,0.7,7,26,53.6,,,,,9.9,106,3,4.6,0.9,11,49,49,0,49,4,4,0,4,2019-08-18
"Ronald Jones","TBB","RB",83,120.2,14.3,168,33,40.9,4,60,60,119.1,,,,,25.2,209,24,45.5,6.9,69,91,109.3,14.5,150,32,37.6,3.9,46,2019-08-18
"Shaquil Barrett","TBB","LB",,,,,,,,,,,,,,,,,99,144.5,45.5,190,,,,,,,,,2019-08-18
"Jordan Whitehead","TBB","DB",,,,,,,,,,,,,,,,,36,58,27.2,116,,,,,,,,,2019-08-18
"Justin Evans","TBB","DB",,,,,,,,,68,207,,,,,139,346,20,48.9,45.7,176,,,,,,,,,2019-08-18
"Chris Godwin","TBB","WR",27,42.2,6.3,68,10,19.3,3.5,32,19,41.6,,,,,8.9,90,9,19,3.7,40,31,34.5,1.1,38,10,19.4,1.2,22,2019-08-18
"Bobo Wilson","TBB","WR",,,,,,,,,,,,,,,,,134,168.6,10.1,188,,,,,,,,,2019-08-18
"Emanuel Hall","TBB","WR",208,295,28,346,91,120,14.3,153,232,304.5,34,48.9,7.8,63,72.5,377,94,160.8,20.6,193,,,,,,,,,2019-08-18
"Scott Miller","TBB","WR",,,,,,,,,259,336,,,,,44.7,369,116,145.5,18.1,186,,,,,,,,,2019-08-18
"Kevin Byard","TEN","DB",,,,,,,,,28,59.5,,,,,3.2,64,7,14,2.8,30,,,,,,,,,2019-08-18
"Cameron Wake","TEN","LB",,,,,,,,,,,,,,,,,94,97.5,3.5,101,,,,,,,,,2019-08-18
"Marcus Mariota","TEN","QB",164,191.4,16.3,221,21,26.5,2.5,35,141,208.7,,,,,25,301,20,27.2,2,33,,,,,24,25.8,1.1,30,2019-08-18
"Anthony Firkser","TEN","TE",,,,,49,61,9.7,78,,,,,,,,,59,73.4,5.1,80,,,,,,,,,2019-08-18
"Malcolm Butler","TEN","DB",,,,,,,,,,,,,,,,,20,53.8,6.9,63,,,,,,,,,2019-08-18
"Jurrell Casey","TEN","DL",,,,,,,,,63,115.3,,,,,67.7,211,21,24,2.1,32,,,,,,,,,2019-08-18
"Adam Humphries","TEN","WR",142,192.4,26.1,242,64,84.4,9.2,102,82,166.4,,,,,37.9,265,37,64.6,12.7,128,90,98,9,155,48,52.1,4.1,80,2019-08-18
"Derrick Henry","TEN","RB",33,50.1,5.5,77,12,20.3,2,31,23,48.3,,,,,10.1,78,11,21.7,3.6,35,60,71,2.3,75,21,23.6,1.7,29,2019-08-18
"David Fluellen","TEN","RB",,,,,,,,,321,339.8,,,,,24.6,382,104,116,7.7,128,,,,,,,,,2019-08-18
"Logan Ryan","TEN","DB",,,,,,,,,,,,,,,,,10,59.8,32.9,102,,,,,,,,,2019-08-18
"Dion Lewis","TEN","RB",114,153.8,16.7,208,41,52.3,5.5,73,61,107.1,,,,,21.7,201,27,42.2,6.1,67,102,120.3,15.1,150,34,39.7,3,46,2019-08-18
"Alex Barnes","TEN","RB",,,,,82,110.8,9.7,128,249,300,35,62.6,7.9,74,32,359,83,109.7,17.7,148,,,,,,,,,2019-08-18
"Jayon Brown","TEN","LB",,,,,,,,,35,43.3,,,,,6.2,58,18,25.4,4.3,33,,,,,,,,,2019-08-18
"Jonnu Smith","TEN","TE",171,234.8,53.9,391,25,31.9,4.2,43,142,311.2,,,,,45.2,388,19,39.1,5.9,59,187,194.6,7.5,208,30,33.4,2.8,38,2019-08-18
"Taywan Taylor","TEN","WR",195,247.7,30.9,310,78,99.8,9.4,122,210,286.3,,,,,42.1,376,72,102,13.1,142,147,152.8,5.1,165,77,80.1,2.4,85,2019-08-18
"Cam Batson","TEN","WR",,,,,,,,,,,,,,,,,177,186,9,195,,,,,,,,,2019-08-18
"Anthony Ratliff-Williams","TEN","WR",,,,,,,,,,,,,,,,,120,152,32,184,,,,,,,,,2019-08-18
"MyCole Pruitt","TEN","TE",,,,,,,,,,,,,,,,,83,93.4,6.8,101,,,,,,,,,2019-08-18
"Harold Landry","TEN","LB",,,,,,,,,,,,,,,,,79,85,4.9,91,,,,,,,,,2019-08-18
"Tajae Sharpe","TEN","WR",,,,,103,149,11.3,161,343,376,,,,,30.2,416,110,143,17.2,172,,,,,,,,,2019-08-18
"Adoree Jackson","TEN","DB",,,,,,,,,,,,,,,,,12,47,13.6,69,,,,,,,,,2019-08-18
"Darius Jennings","TEN","WR",,,,,,,,,,,,,,,,,153,181,19.8,209,,,,,,,,,2019-08-18
"Ryan Tannehill","TEN","QB",229,280.9,33,331,29,35.8,2.7,43,166,292.6,,,,,36.3,414,29,36.9,4.2,63,,,,,33,37.8,6.4,52,2019-08-18
"AJ Brown","TEN","WR",47,81.9,19,145,20,36.9,7.3,56,82,215.7,3,8.1,2.7,16,41.7,304,37,76.8,11.7,105,105,147.7,9.7,179,56,78.9,7,93,2019-08-18
"Corey Davis","TEN","WR",38,51.9,10.3,102,15,24.6,4.3,43,35,78.6,,,,,17.4,130,17,34,6.4,52,38,42.7,2.4,51,22,25.3,1.8,48,2019-08-18
"Daquan Jones","TEN","DL",,,,,,,,,,,,,,,,,51,84.5,33.5,118,,,,,,,,,2019-08-18
"Wesley Woodyard","TEN","LB",,,,,,,,,51,180.7,,,,,177.1,431,29,51.3,25.4,112,,,,,,,,,2019-08-18
"Ryan Succop","TEN","K",244,314,70,384,17,18.2,1,23,185,292.2,,,,,24.7,332,14,19.5,2.2,24,,,,,23,28.5,5.5,34,2019-08-18
"Tennessee","TEN","DST",265,311,46,357,16,19.6,2.2,28,179,234.7,,,,,27.2,307,12,17.5,2.7,24,,,,,24,25,0.8,26,2019-08-18
"Delanie Walker","TEN","TE",184,223,21.9,265,19,27.8,3.3,34,55,137.2,,,,,41.7,348,6,13.6,3.7,34,70,82.8,6.3,107,8,11,1.4,21,2019-08-18
"Jeremy McNichols","TEN","RB",,,,,119,120.5,1.5,122,275,306.3,,,,,40.8,364,90,105.8,14,127,,,,,,,,,2019-08-18
"Rashaan Evans","TEN","LB",,,,,,,,,,,,,,,,,35,58.6,17.5,89,,,,,,,,,2019-08-18
"Kenny Vaccaro","TEN","DB",,,,,,,,,70,73.5,,,,,3.5,77,24,43.3,15.1,75,,,,,,,,,2019-08-18
"Vernon Davis","WAS","TE",,,,,46,59.9,5.5,73,191,329.6,,,,,44.5,384,28,42,7.2,65,,,,,,,,,2019-08-18
"Montez Sweat","WAS","DL",,,,,,,,,,,,,,,,,60,116,56,172,,,,,,,,,2019-08-18
"Case Keenum","WAS","QB",250,287.5,20.7,320,34,38.7,2.7,46,162,272.5,,,,,32.2,400,29,34.2,3.9,64,,,,,28,31.3,1.1,33,2019-08-18
"Matt Ioannidis","WAS","DL",,,,,,,,,,,,,,,,,53,67.3,9.3,78,,,,,,,,,2019-08-18
"Colt McCoy","WAS","QB",263,308.5,45.5,354,43,51.7,7.9,69,269,341,,,,,39.8,397,32,43.7,6.9,65,,,,,32,32.5,0.5,33,2019-08-18
"Paul Richardson","WAS","WR",182,241.3,15.9,260,82,98.7,7.6,110,148,242.3,,,,,42.3,369,60,86.7,11.6,116,124,167.5,2.9,177,66,87.3,2.4,91,2019-08-18
"DaRon Payne","WAS","DL",,,,,,,,,,,,,,,,,27,47.5,9.9,65,,,,,,,,,2019-08-18
"Dwayne Haskins","WAS","QB",136,186.4,29.8,280,17,25.9,2.4,37,158,245.3,7,27.2,5.3,44,30.3,325,23,31.3,2.1,36,,,,,31,34,0.9,35,2019-08-18
"Dustin Hopkins","WAS","K",,,,,29,30,1,31,158,313.3,,,,,22.7,353,14,26.2,2.3,29,,,,,21,24,2.2,27,2019-08-18
"Trey Quinn","WAS","WR",156,199.1,27.5,246,62,85.8,10.3,107,97,207.5,,,,,52.4,373,49,74.8,15.2,120,114,177,6.7,206,46,86.6,11.6,104,2019-08-18
"Byron Marshall","WAS","RB",,,,,,,,,,,,,,,,,116,128,10.2,141,,,,,,,,,2019-08-18
"Derrius Guice","WAS","RB",31,59.6,7.3,97,15,22.5,4.9,35,23,88.3,,,,,18.6,140,13,36.5,5.4,53,74,84.8,3.8,200,25,33,8.3,63,2019-08-18
"Terry McLaurin","WAS","WR",131,173.9,25.1,223,52,76.1,11.4,106,89,250.4,14,28.5,7,45,62.6,386,37,90.5,18.6,127,,,,,91,103,12,115,2019-08-18
"Quinton Dunbar","WAS","DB",,,,,,,,,,,,,,,,,18,41.5,23.5,65,,,,,,,,,2019-08-18
