Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
264,,Keelan ColeK. Cole JAC,WR93,10,96,377,255.8,29.6,288.0,+24.0
265,,Phillip DorsettP. Dorsett NE,WR94,10,151,342,267.0,31.7,302.0,+37.0
266,,Graham GanoG. Gano CAR,K15,7,218,300,250.7,14.6,328.0,+62.0
267,,Carolina (CAR)CAR DST,DST20,7,190,345,262.5,25.7,236.0,-31.0
268,,Aldrick RosasA. Rosas NYG,K16,11,199,339,262.5,21.8,250.0,-18.0
269,,Hakeem ButlerH. Butler ARI,WR95,12,143,349,252.7,38.1,241.0,-28.0
270,,Taywan TaylorT. Taylor TEN,WR96,11,196,369,258.4,39.8,492.0,+222.0
Tier 11,
271,,Spencer WareS. Ware IND,RB76,6,134,386,259.5,42.8,334.0,+63.0
272,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,WR97,10,97,343,254.8,42.8,260.0,-12.0
273,,Corey ClementC. Clement PHI,RB77,10,186,321,265.1,30.2,307.0,+34.0
274,,Green Bay (GB)GB DST,DST21,11,159,318,268.1,34.1,234.0,-40.0
275,,Nick VannettN. Vannett SEA,TE32,11,191,363,271.2,31.3,378.0,+103.0
276,,Josh AdamsJ. Adams PHI,RB78,10,103,363,252.7,55.8,458.0,+182.0
277,,Chris HoganC. Hogan CAR,WR98,7,175,361,272.1,29.3,362.0,+85.0
278,,Chris ConleyC. Conley JAC,WR99,10,208,375,270.1,32.7,294.0,+16.0
279,,Dan BaileyD. Bailey MIN,K17,12,233,309,271.1,17.3,237.0,-42.0
280,,Atlanta (ATL)ATL DST,DST22,9,194,355,271.5,24.8,244.0,-36.0
281,,Chris BoswellC. Boswell PIT,K18,7,193,308,277.1,18.8,300.0,+19.0
282,,Ryan SuccopR. Succop TEN,K19,11,195,302,278.7,16.5,274.0,-8.0
283,,Devontae BookerD. Booker DEN,RB79,10,182,365,274.9,36.2,352.0,+69.0
284,,Charles ClayC. Clay ARI,TE33,12,219,381,281.5,28.4,361.0,+77.0
285,,Jordan WilkinsJ. Wilkins IND,RB80,6,193,389,277.0,39.6,342.0,+57.0
286,,Arizona (ARI)ARI DST,DST23,12,165,330,288.3,27.6,313.0,+27.0
287,,Brandon McManusB. McManus DEN,K20,10,197,339,287.2,16.7,339.0,+52.0
288,,Breshad PerrimanB. Perriman TB,WR100,7,195,343,285.2,33.9,359.0,+71.0
289,,Josh LamboJ. Lambo JAC,K21,10,183,344,290.2,21.2,336.0,+47.0
290,,Benny Snell Jr.B. Snell PIT,RB81,7,93,380,275.6,43.2,232.0,-58.0
