gsis_id,pfr_id,mfl_id,sleeper_id,fantasy_data_id,rotowire_id,sportradar_id,rotoworld_id,yahoo_id,espn_id,stats_id,first_name,last_name,name,mergename,pos,team,age,salary_avg,fa_year,dynoECR,dyno2QBECR,dynoSD,dynpECR,dynpSD,rdpECR,rdpSD,draft_year,college,draft_round,draft_pick,draft_rookieadp,draft_2QBrookieadp,height,weight,armLength,handsize,forty,twenty-split,ten-split,bench,vertical,broad,shuttle,cone,RAS,offSnaps,offSnapsPct,gms,paATTs,paCMPs,paYDs,paTDs,paINTs,pa_aya,tm_paATTs,ruATTs,ruYDs,ruTDs,tm_ruATTs,tm_ruYDs,ms_ruATTs,tgts,recs,reYDs,reTDs,reAYDs,wopr,racr,adot,yac,ms_tgts,ms_AYDs,tm_tgts,tm_AYDs,1Ds,tm_1Ds,ms_1Ds,ppr,ppr/g
00-0031545,WhitKe00,12177,2312,16768,10151,5b496c58-83ef-4763-b1e0-5f052af46b3e,10427,28395,3042435,728038,Kevin,White,"White, Kevin",Kevin White,WR,ARI,27.1,1.5,2020,396.3,491.8,,131.3,14.8,124.8,17.2,2015,West Virginia,1,7,4,,75,216,32.625,9.25,4.35,2.54,1.53,23,36.5,118,4.14,6.92,9.84,170,0.1581,3,,,,,,,510,,,,466,1932,,8,4,92,,185,0.05,0.5,23.12,6,0.02,0.04,501,4473,3,283,0.01,13.2,4.4
00-0030155,HarrDe03,11448,1619,15305,9847,8506c15c-15cc-4d2c-aebf-270c605fe0ec,8683,27174,16318,602269,Demetrius,Harris,"Harris, Demetrius",Demetrius Harris,TE,CLE,28,3,2021,397,481.2,67,59.6,8.8,52.5,3.9,2013,Wisconsin-Milwakee,,,100,,79,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,0.355,10,,,,,,,583,,,,387,1855,,25,12,164,3,116,0.08,1.41,4.64,75,0.04,0.02,559,4977,9,346,0.03,46.4,4.64
00-0028825,PryoTe00,10500,1020,13693,7640,af48c3f0-040b-40f9-95ab-6ebcb4c16cf8,6757,25681,14851,457289,Terrelle,Pryor,"Pryor, Terrelle",Terrelle Pryor,WR,JAC,30.2,0.93,2020,397.8,493.6,,132.8,11.2,,,2011,Ohio State,,,,,76,228,NA,NA,4.43,NA,NA,NA,31,124,4.35,7.25,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034286,JameRi00,13724,5137,20077,12579,4aae1781-1eec-48c0-b41f-e4fee61c3c32,,31210,3122899,822644,Richie,James,"James, Richie",Richie James,WR,SFO,24.4,0.63,2022,398,493.9,86,149,13,150.2,13.6,2018,Middle Tennessee State,7,22,100,,69,176,31.25,9,4.48,2.62,1.56,6,35.5,122,4.16,6.87,6.51,192,0.1816,6,,,,,,,532,,,,422,1892,,14,9,130,1,76,0.06,1.71,5.43,101,0.03,0.02,510,3627,4,298,0.01,28,4.67
00-0032417,PerkPa00,12631,3211,17972,10804,73015642-080b-48a9-b1b5-bfa4a606cfd1,11351,29383,2971589,691047,Paul,Perkins,"Perkins, Paul",Paul Perkins,RB,NYG,24.7,0.65,2020,398.3,490,,108.8,9.6,115.4,18.8,2016,UCLA,5,10,20,16,71,214,31.625,9,4.54,2.69,1.62,19,32,124,NA,NA,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032725,AndeSt01,12859,3496,18262,10885,5cb0bf9c-03b4-4201-97c5-a59c6db50841,11556,29789,2576854,607660,Stephen,Anderson,"Anderson, Stephen",Stephen Anderson,TE,NEP,26.5,0.64,2020,399.5,484,,54,5.3,71.5,9.5,2016,California,,,100,,75,230,32,9.25,4.69,2.74,1.64,16,38,119,4.18,7,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14098,6334,21240,13559,d4f0aa89-6309-4977-b779-7501eb8c8508,,32502,4035102,,Damarea,Crockett,"Crockett, Damarea",Damarea Crockett,RB,HOU,,0.59,2022,399.6,491.5,,110.1,15.8,88.1,18,2019,Missouri,,,,,71,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028097,SmitLe00,10398,812,12777,7425,cf23126f-055b-4617-819b-bb4bcb84541a,6665,24946,14215,334184,Lee,Smith,"Smith, Lee",Lee Smith,TE,BUF,31.7,3,2022,400,,,,,,,2011,Marshall,5,28,,,78,265,34.375,9.75,5.025,2.925,1.765,25,29,108,4.28,7.16,5.15,283,0.2716,6,,,,,,,556,,,,385,1576,,11,10,73,3,52,0.04,1.4,4.73,55,0.02,0.01,599,4209,5,305,0.02,35.3,5.88
00-0028009,MurrDe00,10302,904,13124,7359,478ae115-d220-424e-af45-56137f163d3a,6585,24858,14005,333272,DeMarco,Murray,"Murray, DeMarco",DeMarco Murray,RB,FA,31.5,,,400,,,,,,,2011,Oklahoma,3,7,,,73,220,32,9.25,4.43,2.6,1.55,21,34.5,NA,4.18,7.28,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028042,StocLu00,10354,963,13370,7413,5b712aed-201c-43dd-b978-b7b6ef91178e,,24891,14099,334186,Luke,Stocker,"Stocker, Luke",Luke Stocker,TE,ATL,31.1,2.75,2021,400,484.6,,,,81.3,2.9,2011,Tennessee,4,7,,,77,253,33,9.75,4.77,2.775,1.665,27,33,115,4.4,7.03,8.7,480,0.4868,12,,,,,,,432,,,,454,2023,,21,15,165,2,180,0.11,0.92,8.57,64,0.05,0.05,428,3297,10,263,0.04,43.5,3.63
00-0027985,KendLa00,10318,964,13386,7412,27921351-a775-4649-bd49-7b4c486d1ba2,6614,24834,14007,332066,Lance,Kendricks,"Kendricks, Lance",Lance Kendricks,TE,NEP,31.5,1.02,2020,400,,,,,,,2011,Wisconsin,2,15,,,75,250,32,9.625,4.685,2.73,1.65,25,36.5,122,4.15,6.94,9.19,314,0.2924,13,,,,,,,639,,,,346,1718,,26,19,170,1,140,0.08,1.21,5.38,112,0.04,0.03,628,5459,9,299,0.03,42,3.23
00-0027994,VereSh00,10303,814,12780,7250,600ae879-d95a-4ac4-ae4e-72c05a05f1ad,6445,24843,14017,401726,Shane,Vereen,"Vereen, Shane",Shane Vereen,RB,FA,30.5,,,400,,,,,,,2011,California,2,24,,,70,205,30.625,9,4.55,2.66,1.62,31,34,115,4.28,6.95,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027854,BradSa00,9817,621,11527,6452,cc3640b0-7560-431f-84ab-599e9dc8cac6,5161,23976,13197,333276,Sam,Bradford,"Bradford, Sam",Sam Bradford,QB,FA,31.8,,,400,,,,,,,2010,Oklahoma,1,1,,,76,224,29.75,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027691,RobeAn00,9921,627,11565,6506,9691f874-be36-4529-a7eb-dde22ee4a848,5888,24063,13226,329031,Andre,Roberts,"Roberts, Andre",Andre Roberts,WR,BUF,31.6,2.3,2021,400,496.3,,,,176,19.4,2010,Citadel,3,24,,,71,195,33.25,9.5,4.46,2.58,1.52,15,36,120,4.15,6.77,8.84,195,0.1948,8,,,,,,,524,2,20,,409,1610,0,18,10,79,1,150,0.08,0.53,8.33,17,0.04,0.03,509,4531,5,228,0.02,25.9,3.24
00-0027732,HoomMi00,9946,622,11535,6535,add7a245-2444-491f-bdfb-b1b0d76f6a28,,24108,13387,333398,Michael,Hoomanawanui,"Hoomanawanui, Michael",Michael Hoomanawanui,TE,FA,31.1,,,400,,,,,,,2010,Illinois,5,1,,,76,265,33,10.125,4.82,2.81,1.72,25,32.5,110,4.57,7.72,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027215,PaulLo00,10123,587,11345,6871,518c96c5-65bb-4559-8074-9cdb2ca32f99,,24608,13726,300115,Logan,Paulsen,"Paulsen, Logan",Logan Paulsen,TE,ATL,32.5,1.02,2020,400,484.6,,,,77,11.9,2010,UCLA,,,,,77,268,33.375,10.375,4.94,2.91,1.78,25,27.5,107,4.57,7.41,2.79,362,0.3415,7,,,,,,,615,,,,351,1573,,9,9,91,1,33,0.03,2.76,3.67,58,0.01,0.01,603,5322,6,322,0.02,24.1,3.44
00-0028074,SherAn00,10378,973,13418,7560,e033ce15-9fc5-430b-90e2-90dfe52b21c1,,24923,14135,400947,Anthony,Sherman,"Sherman, Anthony",Anthony Sherman,RB,KCC,30.7,1.02,2020,400,492,,,,122.5,7.5,2011,Connecticut,5,5,,,70,242,30,9.375,4.78,2.79,1.65,32,32.5,111,4.41,7.23,5.73,98,0.0938,8,,,,,,,583,1,2,,387,1855,0,9,8,96,1,44,0.03,2.18,4.89,56,0.02,0.01,559,4977,6,346,0.02,23.8,2.98
,,14280,6290,21138,13987,85e18d5f-8a3f-4b6c-88fe-dfdaaed5554e,14275,32040,3914397,,Scott,Miller,"Miller, Scott",Scott Miller,WR,TBB,22,0.66,2023,400,496.3,,,,122.7,15.2,2019,Bowling Green,6,35,,,71,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10297,980,13443,7353,068b70bc-9558-4e99-b729-754fd28937ed,6530,24823,14001,323273,Colin,Kaepernick,"Kaepernick, Colin",Colin Kaepernick,QB,FA,31.8,,,400,,,,,,,2011,Nevada,2,4,,,76,230,33.5,9.125,4.63,2.71,1.63,NA,32.5,115,4.18,6.85,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029708,WrigKe01,10720,1097,13957,8091,441e8866-33f1-4820-9fa3-3aa2c7535975,7425,25730,14909,459364,Kendall,Wright,"Wright, Kendall",Kendall Wright,WR,FA,29.8,,,400,,,,,,,2012,Baylor,1,20,,,70,185,30.5,8.625,4.54,2.73,1.635,4,38.5,121,4.18,6.93,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029119,CarrDe00,10940,1718,15640,9203,d3fab07b-f02a-433d-9612-cb0a751f324d,7527,26416,15403,654887,Derek,Carrier,"Carrier, Derek",Derek Carrier,TE,OAK,29.1,1.85,2021,400,484.6,,,,75.8,19.9,2012,Beloit,,,,,76,244,33.625,10.5,4.55,2.58,1.62,15,38,122,4.13,6.7,9.23,232,0.2226,6,,,,,,,556,,,,385,1576,,12,7,67,1,105,0.05,0.64,8.75,16,0.02,0.02,599,4209,3,305,0.01,19.7,3.28
00-0029638,FloyMi00,10721,1219,14478,8054,471dbe81-54c4-4b52-8bd1-4933c9800e1f,6759,25723,14908,456619,Michael,Floyd,"Floyd, Michael",Michael Floyd,WR,BAL,29.7,0.93,2020,400,,,,,,,2012,Notre Dame,1,13,,,74,220,32.875,9.375,4.47,2.66,1.59,16,36.5,122,4.42,7.16,7.68,345,0.3382,10,,,,,,,508,,,,415,1776,,24,10,100,1,326,0.13,0.31,13.58,29,0.05,0.08,497,4080,5,240,0.02,26,2.6
00-0029205,CadeTr00,10978,1185,14352,8454,b4ce3e07-7848-4da2-a33e-4f04ce540ba5,7758,26024,15457,400644,Travaris,Cadet,"Cadet, Travaris",Travaris Cadet,RB,FA,30.5,,,400,,,,,,,2012,Appalachian State,,,,,73,210,NA,NA,4.69,2.79,1.7,16,33,120,4.26,7.02,3.92,24,0.0227,1,,,,,,,562,11,17,,459,2435,0.02,1,1,5,,1,0,5,1,4,0,0,549,4219,0,344,0,3.2,3.2
00-0029697,FleeCo00,10743,1107,13997,8064,9102665d-a658-4264-81c3-b9810776ddf0,7418,25744,14900,399848,Coby,Fleener,"Fleener, Coby",Coby Fleener,TE,FA,30.9,,,400,,,,,,,2012,Stanford,2,2,,,78,251,33.375,10,4.56,2.7,1.61,27,37,116,4.35,7.07,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027873,GresJe00,9838,530,11026,6455,b44773b9-af17-4d6c-a453-132e20849712,5549,23996,13228,333278,Jermaine,Gresham,"Gresham, Jermaine",Jermaine Gresham,TE,FA,31.2,,,400,,,,,,,2010,Oklahoma,1,21,,,77,260,34.75,9.625,4.72,2.74,1.63,20,35,113,4.53,7.07,8.68,417,0.4427,8,,,,,,,494,,,,353,1341,,12,9,94,,24,0.04,3.92,2,75,0.03,0.01,466,4310,6,212,0.03,18.4,2.3
00-0028497,AikeKa00,10651,794,12722,8000,3058b3c8-0fa3-4bd4-9df9-6a56a7b4af88,7097,25379,14583,400317,Kamar,Aiken,"Aiken, Kamar",Kamar Aiken,WR,FA,30.2,,,400,,,,,,,2011,Central Florida,,,,,74,216,NA,NA,4.5,2.64,1.62,17,36.5,128,4.68,7.24,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0028011,RidlSt00,10334,811,12774,7361,170b4c5f-a345-4899-8d81-e8982b0f3d65,6487,24860,14028,381639,Stevan,Ridley,"Ridley, Stevan",Stevan Ridley,RB,FA,30.6,,,400,,,,,,,2011,LSU,3,9,,,71,220,31.875,9.25,4.72,2.735,1.685,19.5,36,118,4.215,6.805,6.63,61,0.0547,9,,,,,,,687,29,80,1,345,1445,0.08,4,3,18,,9,0.01,2,2.25,12,0.01,0,676,5177,4,338,0.01,18.8,2.09
00-0028063,,10368,886,13063,7324,adadafa1-dc37-486d-8538-7db1e1b5f71e,,24912,14167,386116,Taiwan,Jones,"Jones, Taiwan",Taiwan Jones,RB,HOU,31.1,1.02,2020,400,,,,,,,2011,Eastern Washington,4,28,,,72,195,34,10,4.38,2.59,1.63,13,39.5,132,4.13,6.95,8.93,2,0.0019,2,,,,,,,496,,,,466,1984,,2,,,,30,0.01,,15,0,0,0.01,466,5247,0,217,0,0,0
,,11570,1743,15725,8260,5d0270d1-8172-4403-a2b3-69055d0bcbb1,,25970,15564,615893,Brittan,Golden,"Golden, Brittan",Brittan Golden,WR,NYG,31.1,0.64,2020,400,,,,,,,2012,West Texas A&M,,,,,71,186,NA,NA,4.53,2.55,1.63,16,36,122,4.3,6.85,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029273,TurbRo00,10714,1232,14533,8028,63fd9abe-4bdf-4611-9497-0c67e030ce01,7423,25816,14894,402163,Robert,Turbin,"Turbin, Robert",Robert Turbin,RB,FA,29.7,,,400,,,,,,,2012,Utah State,4,11,,,70,225,31,9.75,4.5,2.66,1.6,28,36,122,4.31,7.16,8.49,22,0.0194,2,,,,,,,643,4,10,,405,1726,0.01,2,1,3,,-6,0,-0.5,-3,,0,0,631,4726,0,332,0,2.3,1.15
00-0028263,HolmAn00,10674,940,13264,7405,996974b8-2e0a-47d9-90a7-c3455192d06b,6954,25234,14403,557954,Andre,Holmes,"Holmes, Andre",Andre Holmes,WR,FA,31.2,,,400,,,,,,,2011,Hillsdale,,,,,76,210,34,8.625,4.555,2.685,1.635,11,34.25,NA,4.31,6.69,6.2,278,0.2625,11,,,,,,,496,,,,466,1984,,25,14,181,,301,0.12,0.6,12.04,50,0.05,0.06,466,5247,1,217,0,32.1,2.92
00-0028116,RobiAl00,10412,919,13171,7399,b030b668-0f41-484f-8e94-9fc576b8af63,6685,24965,14164,401659,Aldrick,Robinson,"Robinson, Aldrick",Aldrick Robinson,WR,CAR,30.9,0.8,2020,400,,,,,,,2011,SMU,6,13,,,70,185,29.5,8.75,4.48,2.6,1.58,17,40,126,4.09,6.65,9.06,252,0.2398,14,,,,,,,606,,,,357,1493,,35,17,231,5,605,0.19,0.38,17.29,43,0.06,0.14,589,4305,12,284,0.04,70.1,5.01
00-0029129,StreRo00,10955,1138,14111,8406,d2cad5f8-b35f-4cf4-9567-57c387ba6225,8148,26428,15391,546942,Rod,Streater,"Streater, Rod",Rod Streater,WR,FA,31.5,,,400,,,,,,,2012,Temple,,,,,74,195,31.625,9.375,4.51,2.59,1.65,18,37.5,133,4.12,7.11,8.67,23,0.0211,1,,,,,,,571,1,-11,,469,2082,0,,,,,,,,,0,,,635,6312,0,297,0,-1.1,-1.1
00-0028114,HarrDw00,10410,902,13117,7385,5ed2cea8-e0c6-482c-9ee1-548c06612226,6683,24963,14100,324534,Dwayne,Harris,"Harris, Dwayne",Dwayne Harris,WR,OAK,31.9,1.6,2020,400,496.3,,,,170.3,22.1,2011,East Carolina,6,11,,,71,206,31.125,10.125,4.595,2.65,1.735,10,34,111,4.21,6.77,3.42,54,0.0518,7,,,,,,,556,2,12,,385,1576,0.01,6,6,40,,-7,0.01,-5.71,-1.17,47,0.01,0,599,4209,2,305,0.01,11.2,1.6
00-0028093,PaulNi00,10394,918,13170,7384,38f5843a-8318-4eb7-b517-c83d415e77a4,6661,24942,14156,406159,Niles,Paul,"Paul, Niles",Niles Paul,TE,FA,30,,,400,,,,,,,2011,Nebraska,5,24,,,73,242,31,8.875,4.54,2.615,1.545,24,34.5,117,4.14,6.9,9.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029414,CharOr00,10747,1065,13861,8042,b6325c85-c313-4cfb-a299-9884d5e9e389,,25826,14902,512099,Orson,Charles,"Charles, Orson",Orson Charles,TE,CLE,28.6,0.8,2020,400,,,,,,,2012,Georgia,4,21,,,75,257,32.5,9.25,4.78,2.77,1.71,35,30.5,113,4.42,NA,5.64,173,0.1586,5,,,,,,,571,,,,469,2082,,5,3,23,,17,0.01,1.35,3.4,24,0.01,0,635,6312,0,297,0,5.3,1.06
00-0029587,ElliRh00,10838,1211,14445,8114,cccc9f16-9508-434f-b7a4-9a29cb0cacf9,7580,25838,15003,399295,Rhett,Ellison,"Ellison, Rhett",Rhett Ellison,TE,NYG,30.9,4.5,2021,400,484.6,,,,62.4,10.9,2012,USC,4,33,,,77,254,32.75,10.25,4.81,2.845,1.695,NA,32,110,4.44,7.21,5.12,557,0.5424,13,,,,,,,581,,,,350,1600,,35,25,272,1,226,0.13,1.2,6.46,130,0.06,0.05,574,4450,13,278,0.05,58.2,4.48
00-0028091,KerlJe00,10392,817,12794,7392,769d7178-df4e-4127-8166-8116165921e8,6551,24940,14151,400313,Jeremy,Kerley,"Kerley, Jeremy",Jeremy Kerley,WR,FA,30.7,,,400,,,,,,,2011,TCU,5,22,,,69,188,30,9,4.64,2.7,1.61,16,36,121,4.04,6.75,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029640,QuicBr00,10735,1208,14424,8095,f8ca735c-2779-4d0c-914e-e58e11c2356d,7477,25743,14914,390159,Brian,Quick,"Quick, Brian",Brian Quick,WR,WAS,30.2,0.93,2020,400,,,,,,,2012,Appalachian State,2,1,,,75,215,34.25,9.75,4.565,2.66,1.575,15,34,119,4.23,7.1,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14337,6421,21448,13575,ae9495b2-4c62-4e14-8e43-beb53e1ae28a,,32201,3932430,,Jalen,Guyton,"Guyton, Jalen",Jalen Guyton,WR,DAL,,0.59,2022,400,,,,,,,2019,North Texas,,,,,73,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029388,ThomDe04,10956,1061,13856,8492,c323cdb9-74bc-4d68-9358-609f80eedbb7,8175,26456,15503,396571,Deonte,Thompson,"Thompson, Deonte",Deonte Thompson,WR,NYJ,30.5,0.93,2020,400,,,,,,,2012,Florida,,,,,72,204,,,,,,,,,,,,170,0.158,12,,,,,,,526,,,,435,1938,,30,17,161,,188,0.14,0.86,6.27,42,0.07,0.06,459,3251,3,255,0.01,33.1,2.76
,,14318,5997,20756,13434,1c4e12ff-afad-4628-a4f2-d47dc3f4a9dc,,32338,3843603,,Jazz,Ferguson,"Ferguson, Jazz",Jazz Ferguson,WR,SEA,22.6,0.59,2022,400,,,,,,,2019,Northwestern State,,,,,77,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14321,6171,20963,13490,16da963d-a300-4d72-8e4d-7771196c03e9,,32367,3126115,,Cody,Thompson,"Thompson, Cody",Cody Thompson,WR,KCC,23.6,0.59,2022,400,,,,,,,2019,Toledo,,,,,74,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14305,6088,20836,13660,814e9529-e00f-4d02-925b-158ba1c6f840,,32079,3917067,,Olabisi,Johnson,"Johnson, Olabisi",Olabisi Johnson,WR,MIN,22.4,0.65,2023,400,,,,,,,2019,Colorado State,7,33,,,72,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14092,5961,20883,13641,bbb3812b-cfee-4cab-80c9-6da225fec5b2,,32528,3123675,,Jalin,Moore,"Moore, Jalin",Jalin Moore,RB,NYJ,23.7,0.58,2022,400,,,,,,,2019,Appalachian State,,,,,70,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14336,6420,21451,13912,bc67a9f0-8c96-4114-8b46-4c97fdd577d1,,32200,3126095,,Jon'vea,Johnson,"Johnson, Jon'Vea",JonVea Johnson,WR,DAL,23.6,,,400,,,,,,,2019,Toledo,,,,,72,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033763,BaylEv00,13476,4605,19494,12308,fd25a007-dedb-42db-a31e-55dcd5e17967,,30795,2971280,689688,Evan,Baylis,"Baylis, Evan",Evan Baylis,TE,GBP,25.7,0.5,2020,400,,,,,,,2017,Oregon,,,,,77,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14144,5957,20893,13528,e0755328-7fe1-4df7-9dfb-93e9cf9ef5be,,32056,4035014,,Isaac,Nauta,"Nauta, Isaac",Isaac Nauta,TE,DET,22.2,0.66,2023,400,,,,,,,2019,Georgia,7,10,,,76,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030108,GrifRy00,11399,1425,14985,8911,cb1df42c-b59c-4e23-a9a2-fbfc2b39ef71,8600,26824,15887,465129,Ryan,Griffin,"Griffin, Ryan",Ryan Griffin,TE,NYJ,29.6,,,400,,,,,,,2013,Connecticut,6,33,100,,78,264,,,,,,,,,,,,743,0.6792,13,,,,,,,505,,,,472,2016,,43,24,305,,319,0.2,0.96,7.42,150,0.09,0.08,466,3945,15,275,0.05,54.5,4.19
00-0030741,,4397,2174,16534,9857,f611f87a-1e49-4196-9088-8c760f26006d,,28068,17223,546742,Roosevelt,Nix,"Nix, Roosevelt",Roosevelt Nix,RB,PIT,27.4,1.74,2022,400,,,,,,,2014,Kent State,,,100,,71,248,,,,,,,,,,,,110,0.0986,5,,,,,,,687,1,4,,345,1445,0,6,4,38,,,,,,,0.01,,676,5177,2,338,0.01,8.2,1.64
,,14099,6448,21286,13657,ebbd3227-f6e1-4311-ad57-a76c361888ff,,32279,3895788,879279,Darrin,Hall,"Hall, Darrin",Darrin Hall,RB,CIN,22.9,,,400,,,,,,,2019,Pittsburgh,,,,,71,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034054,CracRi00,13862,4854,19755,12447,6124c4d4-337b-4926-b3f8-d2feb1c16fa9,,30955,3052056,749681,River,Cracraft,"Cracraft, River",River Cracraft,WR,DEN,24.8,0.52,2020,400,,,,,,,2017,Washington State,,,100,,72,198,,,,,,,,,,,,27,0.0251,1,,,,,,,586,,,,393,1907,,2,1,44,,68,0.02,0.65,34,7,0,0.02,596,4191,1,279,0,5.4,5.4
,,14267,6223,21115,13664,fa7bdbe5-23b9-4cba-9015-98c5e2d09c9e,,32019,3128317,,Juwann,Winfree,"Winfree, Juwann",Juwann Winfree,WR,DEN,22.9,0.67,2023,400,496.3,,,,183.5,21.5,2019,Colorado,6,14,,,75,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032918,HamxC.00,12923,3832,18652,11599,971fc9e5-bebb-4a2c-a822-8c52f92a3d07,,29951,4012556,915397,CJ,Ham,"Ham, C.J.",CJ Ham,RB,MIN,26.1,0.64,2020,400,492,,,,118,9,2016,Augustana (SD),,,100,,71,235,,,,,,,,,,,,139,0.1323,10,,,,,,,606,6,8,,357,1493,0.02,15,11,85,,,,,,,0.03,,589,4305,5,284,0.02,20.3,2.03
,,14330,6519,21513,13924,4bfd6f35-f0ac-4c43-a023-f8236df31deb,,32378,3120588,,Darrius,Shepherd,"Shepherd, Darrius",Darrius Shepherd,WR,GBP,23.8,0.58,2022,400,,,,,,,2019,North Dakota State,,,,,71,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14329,6261,21196,13926,adcd3d89-a2f8-4bd1-adfe-8e47bf42ea4d,,32244,3121225,,Reggie,White Jr.,"White Jr., Reggie",Reggie White,WR,NYG,,0.59,2022,400,,,,,,,2019,Monmouth,,,,,75,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14331,6694,21593,12678,f46e812f-14c6-4af8-9316-01a880adebc5,,32608,3139602,,D'Ernest,Johnson,"Johnson, D'Ernest",DErnest Johnson,RB,CLE,,,,400,,,,,,,2019,South Florida,,,,,70,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034710,,14046,5722,20478,13321,c99cb557-3364-4755-a353-82737ba1de6b,,31722,3051650,743761,Darvin,Kidsy,"Kidsy, Darvin",Darvin Kidsy,WR,WAS,24.4,0.52,2020,400,,,,,,,2018,Texas Southern,,,,,72,180,,,,,,,,,,,,13,0.0127,1,,,,,,,508,,,,415,1776,,2,1,8,,18,0.01,0.44,9,2,0,0,497,4080,1,240,0,1.8,1.8
,,14131,6069,20886,,8f32cbe6-9c50-4bf7-9e68-057d718fb490,,32469,3699902,866112,Stanley,Morgan Jr.,"Morgan, Stanley",Stanley Morgan,WR,CIN,21.9,0.59,2022,400,,,,,,,2019,Nebraska,,,,,72,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14231,6181,20977,13828,f6c34178-e063-444b-96b3-df6b3cf66419,,31953,4039253,,Trevon,Wesco,"Wesco, Trevon",Trevon Wesco,TE,NYJ,,0.81,2023,400,484.6,,,,104,11,2019,West Virginia,4,19,,,75,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033421,AuclAn00,13445,4468,19335,12230,d6647491-8a3c-4f9f-999c-823823bd478d,,30468,4081127,1050026,Antony,Auclair,"Auclair, Antony",Antony Auclair,TE,TBB,26.2,0.56,2020,400,484.6,,,,95,3.6,2017,Laval University,,,100,,78,256,,,,,,,,,,,,338,0.3031,6,,,,,,,624,,,,389,1525,,8,7,48,,40,0.02,1.2,5,8,0.01,0.01,620,6629,1,344,0,11.8,1.97
00-0034854,HodgKh00,13963,5773,20679,13418,6f124753-5c6c-454b-97c7-0f9b4d14e7c2,,31769,3047876,757521,Khadarel,Hodge,"Hodge, KhaDarel",KhaDarel Hodge,WR,LAR,24.6,,,400,,,,,,,2018,Prairie View A&M,,,100,,74,205,,,,,,,,,,,,85,0.0773,3,,,,,,,565,,,,412,1913,,3,2,17,,24,0.01,0.71,8,0,0.01,0.01,536,4644,1,349,0,3.7,1.23
,,14194,6196,21097,13930,a511be63-5fc1-4e67-b798-fc801e3c166d,,31822,4420894,,Christian,Wade,"Wade, Christian",Christian Wade,RB,BUF,28.3,0.58,2022,400,,,,,,,2019,,,,,,69,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
