gsis_id,pfr_id,mfl_id,sleeper_id,fantasy_data_id,rotowire_id,sportradar_id,rotoworld_id,yahoo_id,espn_id,stats_id,first_name,last_name,name,mergename,pos,team,age,salary_avg,fa_year,dynoECR,dyno2QBECR,dynoSD,dynpECR,dynpSD,rdpECR,rdpSD,draft_year,college,draft_round,draft_pick,draft_rookieadp,draft_2QBrookieadp,height,weight,armLength,handsize,forty,twenty-split,ten-split,bench,vertical,broad,shuttle,cone,RAS,offSnaps,offSnapsPct,gms,paATTs,paCMPs,paYDs,paTDs,paINTs,pa_aya,tm_paATTs,ruATTs,ruYDs,ruTDs,tm_ruATTs,tm_ruYDs,ms_ruATTs,tgts,recs,reYDs,reTDs,reAYDs,wopr,racr,adot,yac,ms_tgts,ms_AYDs,tm_tgts,tm_AYDs,1Ds,tm_1Ds,ms_1Ds,ppr,ppr/g
00-0030113,,11409,1530,15141,8913,be08946a-31ea-46da-b572-19c1e1948d14,8615,26839,15885,386696,Charles,Johnson,"Johnson, Charles",Charles Johnson,WR,PHI,30.5,0.81,2020,400,,,,,,,2013,Grand Valley St,7,10,45,,74,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027925,DeveJa00,11101,1303,14783,8588,9d04accc-a404-406f-b93c-0878410e55a6,6449,24760,13940,340282,James,Develin,"Develin, James",James Develin,RB,NEP,31.1,1.9,2021,400,492,,,,109,4.9,2010,Brown,,,,,75,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033838,EdmuTr00,13452,4696,19599,12433,9b4e4d1d-ad88-4c10-b1c0-b9116755c184,12935,30850,2970090,691645,Trey,Edmunds,"Edmunds, Trey",Trey Edmunds,RB,PIT,24.6,0.6,2020,400,,,,,,,2017,Maryland,,,100,,74,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14340,6373,21318,14043,3ad7f1fa-2389-4cea-94a1-28c5479ca542,,32159,3124369,,A.J.,Richardson,"Richardson, A.J.",AJ Richardson,WR,ARI,,0.59,2022,400,,,,,,,2019,Boise State,,,,,72,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032980,,13387,3445,18209,11534,fcfa9d4b-3e09-46ac-b4b6-77d70a5f304c,,29678,2971718,691348,Marcus,Johnson,"Johnson, Marcus",Marcus Johnson,WR,IND,25,0.64,2020,400,,,,,,,2016,Texas,,,100,,73,204,,,,,,,,,,,,95,0.0836,4,,,,,,,643,1,-2,,405,1726,0,8,6,102,1,110,0.04,0.93,13.75,28,0.01,0.02,631,4726,5,332,0.02,22,5.5
,,14142,6146,20946,13516,7bb7f5e7-f00e-47d8-954d-90bf5baf4292,,32008,4044452,,Kaden,Smith,"Smith, Kaden",Kaden Smith,TE,SFO,,0.68,2023,400,484.6,,,,84.7,10.7,2019,Stanford,6,3,,,77,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032550,,14193,3420,18184,11165,3de3804d-1b80-4f3d-81f9-bdf6d03561b0,,29710,2980238,697261,Alonzo,Russell,"Russell, Alonzo",Alonzo Russell,WR,NYG,26.9,0.54,2021,400,,,,,,,2018,Toledo,,,,,75,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14189,3568,18343,11501,fa7983c1-408c-4aa5-9723-efbf039db351,,29540,2591718,604826,Marken,Michel,"Michel, Marken",Marken Michel,WR,PHI,26.1,0.54,2021,400,,,,,,,2018,Massachusetts,,,,,71,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14294,6137,20957,13667,ec63ee49-3a03-44ca-a083-3916f0bccd76,,32060,3122818,,Tommy,Sweeney,"Sweeney, Tommy",Tommy Sweeney,TE,BUF,24.1,0.65,2023,400,,,,,,,2019,Boston College,7,14,,,77,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14313,6107,21055,13640,4aea9720-d991-44be-ac3b-cd778af531a1,,32211,3119471,,Emmanuel,Butler,"Butler, Emmanuel",Emmanuel Butler,WR,NOS,23,0.59,2022,400,496.3,,,,138,41,2019,Northern Arizona,,,,,76,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032630,CallJo00,12925,3717,18525,11441,c67e52b1-0801-4a6c-802c-32cdc78bb7c9,,29722,3078660,617316,Joe,Callahan,"Callahan, Joe",Joe Callahan,QB,BAL,26.2,,,400,,,,,,,2016,Wesley College,,,100,,73,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033296,,13326,4226,19072,12208,686cab35-6da0-4e10-ba65-0d1f97e0bc8b,,30305,4212884,1049905,Alex,Armah,"Armah, Alexander",Alexander Armah,RB,CAR,25.2,,,400,,,,,,,2017,West Georgia,6,8,100,,74,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14070,6450,21277,13630,a259d6b2-0238-4f22-b3aa-de7132cf9285,,32272,3116188,821297,David,Blough,"Blough, David",David Blough,QB,CLE,24,0.59,2022,400,,,,,,,2019,Purdue,,,,,73,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14324,6016,20922,13440,9d95c076-0ceb-4ecc-9187-4f77354c2d1f,,32261,3932963,,Dax,Raymond,"Raymond, Dax",Dax Raymond,TE,CHI,24.7,0.59,2022,400,,,,,,,2019,Utah State,,,,,77,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032689,VandJa00,13549,3774,18587,11585,1532328d-614e-4cd6-a43f-ff56073e2ff2,,29806,3057863,756569,Jason,Vander Laan,"Vander Laan, Jason",Jason Vander Laan,TE,CAR,26.9,0.52,2020,400,,,,,,,2017,Ferris State,,,,,75,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0029738,FellDa01,11337,1592,15247,9758,54d4e35a-2e6c-48f6-86ad-92dd596c173c,8472,26612,15773,266414,Darren,Fells,"Fells, Darren",Darren Fells,TE,HOU,33.3,1.5,2020,400,484.6,,,,95,21.2,2012,UC Irvine,,,,,79,270,,,,,,,,,,,,420,0.385,8,,,,,,,571,,,,469,2082,,12,11,117,3,57,0.03,2.05,4.75,72,0.02,0.01,635,6312,6,297,0.02,40.7,5.09
,,14128,6049,21039,13759,642a4938-360e-44c2-b52c-3a1ea8e59952,,32088,3123074,830940,Tyre,Brady,"Brady, Tyre",Tyre Brady,WR,JAC,24.3,0.59,2022,400,,,,,,,2019,Marshall,,,,,75,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14287,6293,21126,13988,1731325a-0303-4a56-81f5-3c4a588cf0d6,,32052,3122143,,Cullen,Gillaspia,"Gillaspia, Cullen",Cullen Gillaspia,RB,HOU,24.3,0.66,2023,400,,,,,,,2019,Texas A&M,7,6,,,74,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14319,6323,21227,13713,b556a98d-16aa-4a0d-9134-1b59c46cc640,,32225,3125107,,Andrew,Beck,"Beck, Andrew",Andrew Beck,TE,NEP,23.2,0.59,2022,400,,,,,,,2019,Texas,,,,,75,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14295,6298,21132,13991,ee3d7a82-d3e0-4d12-b2f8-116aefdb7cb6,,32065,3843217,,Chandler,Cox,"Cox, Chandler",Chandler Cox,RB,MIA,,0.65,2023,400,,,,,,,2019,Auburn,7,19,,,73,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14135,6362,21253,13552,1d54c51b-6782-4231-9835-f7c279b86670,,32098,4044148,944033,Dredrick,Snelson,"Snelson, Dredrick",Dredrick Snelson,WR,FA,,,,400,,,,,,,2019,Central Florida,,,,,71,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14065,6037,20929,13620,9ab44516-2a26-4049-b630-66539c7a5dfd,14049,32221,3722362,,Brett,Rypien,"Rypien, Brett",Brett Rypien,QB,DEN,,0.59,2022,400,,,,,,,2019,Boise State,,,,,74,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14192,6169,21081,13549,495651ef-1a14-42be-9f6a-40385a428dd8,,32368,3884368,,James,Williams,"Williams, James",James Williams,RB,KCC,,,,400,,,,,,,2019,Washington State,,,,,72,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034532,FranJo03,13995,5253,20264,13247,501aa2d9-4202-40e8-810b-92cacea26cd7,,31561,3128439,838400,Jordan,Franks,"Franks, Jordan",Jordan Franks,TE,CIN,23.5,0.52,2020,400,,,,,,,2018,UCF,,,100,,76,232,,,,,,,,,,,,17,0.0171,3,,,,,,,542,,,,357,1676,,3,2,37,,46,0.02,0.8,15.33,14,0.01,0.01,530,4357,1,273,0,5.7,1.9
00-0028581,DiMaPa00,11100,1305,14786,7970,349f647e-bfc3-4d84-af89-b33f8a08e26e,6880,25158,14332,406457,Patrick,DiMarco,"DiMarco, Patrick",Patrick DiMarco,RB,BUF,30.3,2.1,2021,400,492,,,,122.3,14.7,2011,South Carolina,,,,,73,234,,,,,,,,,,,,168,0.1586,5,,,,,,,496,1,9,,466,1984,0,4,3,62,,27,0.02,2.3,6.75,35,0.01,0.01,466,5247,3,217,0.01,10.1,2.02
,,14332,6501,21497,13687,16551ae2-a27c-4c2d-aa48-0fce4fde68a8,,32352,3915230,,C.J.,Conrad,"Conrad, C.J.",CJ Conrad,TE,NYG,23.3,0.59,2022,400,,,,,,,2019,Kentucky,,,,,77,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14069,6185,20953,13627,af291d43-a51f-44ce-b8ac-430ec68c78c8,,31998,3120590,,Easton,Stick,"Stick, Easton",Easton Stick,QB,LAC,,0.7,2023,400,,,,,,,2019,North Dakota State,5,28,,,74,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14323,3893,18715,11398,f28143c1-321c-4c45-a717-c154ee4cb6a4,,30063,2989641,704783,Reece,Horn,"Horn, Reece",Reece Horn,WR,MIA,26.5,0.54,2021,400,,,,,,,2019,Indianapolis,,,,,75,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026293,,9200,312,7651,5786,9d404288-65c5-414f-8ea5-ceb97eccaea0,4904,8930,11387,234403,Matthew,Slater,"Slater, Matt",Matt Slater,WR,NEP,33.9,2.6,2020,400,,,,,,,2008,UCLA,5,18,,,71,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14240,6018,20770,13511,58f18567-a050-49c4-aeca-b34499338b37,,31973,3929924,,Zach,Gentry,"Gentry, Zach",Zach Gentry,TE,PIT,22.9,0.72,2023,400,484.6,,,,89.5,19.6,2019,Michigan,5,3,,,80,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0030968,,12040,2073,16378,9990,955093e0-39aa-48b4-b34d-259b369e6535,,28141,17315,558973,Keith,Smith,"Smith, Keith",Keith Smith,RB,OAK,27.4,1.5,2020,400,,,,,,,2014,San Jose State,,,100,,72,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14333,6115,20804,13665,14e3c57f-0eb2-49b5-9e94-10a4a54990cf,,32473,3060919,,Wes,Hills,"Hills, Wes",Wes Hills,RB,ARI,24.2,0.58,2022,400,,,,,,,2019,Slippery Rock,,,,,72,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032864,ElliAl01,13067,3824,18642,11397,81fb7fa0-7ad9-4ef4-bc33-9df9574714e5,,29944,2577731,607400,Alex,Ellis,"Ellis, Alex",Alex Ellis,TE,PHI,26.5,0.64,2020,400,,,,,,,2016,Tennessee,,,100,,76,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14327,6155,20945,13431,203f2976-1311-41d7-b630-3cc237cba516,,32302,3916418,,Jaylen,Smith,"Smith, Jaylen",Jaylen Smith,WR,BAL,22,0.58,2022,400,,,,,,,2019,Louisville,,,,,74,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14317,6032,21072,13479,fcae1e29-5ca2-463e-92a6-0be893f5eb4a,,32342,3120980,,Keelan,Doss,"Doss, Keelan",Keelan Doss,WR,OAK,23.4,0.59,2022,400,,,,,,,2019,UC Davis,,,,,75,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14061,5974,20874,13752,d4d135fd-b710-4c12-9082-9d6e544b3f8d,,32029,3116172,,Trace,McSorley,"McSorley, Trace",Trace McSorley,QB,BAL,24,0.67,2023,400,,,,,,,2019,Penn State,6,24,,,72,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034489,TollJa00,14015,5383,20462,13220,56143424-550f-4929-8e0f-13ebf556f8e2,,31322,4329491,1115408,Jalen,Tolliver,"Tolliver, Jalen",Jalen Tolliver,WR,TEN,23.6,0.57,2020,400,,,,,,,2018,Arkansas-Monticello,,,100,,75,210,,,,,,,,,,,,77,0.0817,3,,,,,,,494,,,,353,1341,,6,3,37,,83,0.03,0.45,13.83,14,0.01,0.02,466,4310,3,212,0.01,6.7,2.23
00-0023662,CassMa00,8042,389,8723,4574,8263e101-aa33-435f-bf0f-388e1c4eeb59,3237,7406,8644,145407,Matt,Cassel,"Cassel, Matt",Matt Cassel,QB,FA,37.3,,,400,,,,,,,2005,USC,7,16,,,76,225,NA,NA,4.93,NA,NA,NA,34,115,4.11,7.25,8.69,23,0.0214,2,17,7,59,,1,3.47,572,2,13,,401,1626,0,,,,,,,,,0,,,571,3847,1,263,0,1.66,0.83
00-0022787,SchaMa00,7480,178,4633,3793,1f09583f-dcc1-43e8-a7fc-f063d2c96508,16,6849,5615,246140,Matt,Schaub,"Schaub, Matt",Matt Schaub,QB,ATL,38.1,1.89,2021,400,351.6,,,,64.3,3.1,2004,Virginia,3,27,,,78,245,31.75,10.375,5.055,2.94,1.77,NA,30.5,110,4.62,7.65,3.69,12,0.0113,2,7,5,20,,,2.86,615,1,,,351,1573,0,,,,,,,,,0,,,603,5322,0,322,0,0.8,0.4
,,,1347,14866,8788,36521d92-2c2c-4ae4-9b60-9928c3167e30,,26845,15940,465638,Chris,Gragg,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0023645,AndeDe00,8025,691,12083,4313,72fbe462-91c5-4c84-9640-e8ad7cad6447,3233,7389,8627,159904,Derek,Anderson,"Anderson, Derek",Derek Anderson,QB,FA,36.2,,,400,,,,,,,2005,Oregon State,6,39,,,78,235,32.625,10,5.04,2.89,1.75,NA,29,103,4.67,7.67,3.19,118,0.1114,2,70,42,465,,4,6.64,496,1,-1,,466,1984,0,,,,,,,,,0,,,466,5247,0,217,0,10.5,5.25
,,8657,240,6029,5189,2c56748d-6e13-495c-bec2-de67a8683fa0,4153,8256,10447,266919,Calvin,Johnson,"Johnson, Calvin",Calvin Johnson,WR,FA,33.9,,,400,,,,,,,2007,Georgia Tech,1,2,,,77,237,36,9.75,4.35,2.53,1.52,NA,42.5,139,NA,NA,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8252,416,8972,4783,ecd3bc0f-04dd-4945-9454-3fc4722fa5a8,3608,7760,9597,158918,Jay,Cutler,"Cutler, Jay",Jay Cutler,QB,FA,36.3,,,400,,,,,,,2006,Vanderbilt,1,11,,,75,231,NA,NA,4.82,2.78,1.62,23,NA,NA,4.31,7.12,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0024334,,8360,648,11667,4879,bbca096b-fd15-498a-86c2-feb44737363f,3653,7868,9705,179701,Brandon,Marshall,"Marshall, Brandon",Brandon Marshall,WR,FA,35.4,,,400,,,,,,,2006,Central Florida,4,22,,,77,232,33.75,10.375,4.56,2.68,1.6,NA,37,120,4.36,7.01,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8944,233,5834,5432,76d7615e-8eb5-4761-b6a6-1e895d01baf3,4535,8544,11128,214201,Matt,Moore,"Moore, Matt",Matt Moore,QB,FA,35,,,400,,,,,,,2007,Oregon State,,,,,75,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14298,5977,20775,13619,fc36fcb2-0125-42c4-a8b4-0a2ca9c15ef3,,32069,3915174,,Terry,Godwin,"Godwin, Terry",Terry Godwin,WR,CAR,22.8,0.65,2023,400,,,,,,,2019,Georgia,7,23,,,71,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14130,6165,20979,13447,8e43eb21-92e4-4720-8766-c9204259c063,,32317,4043161,,Antoine,Wesley,"Wesley, Antoine",Antoine Wesley,WR,BAL,21.8,0.59,2022,400,,,,,,,2019,Texas Tech,,,,,77,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14089,6021,21041,13524,86d0d3b3-5400-4fc8-943e-cb0a92d69e77,,32226,3843406,865555,Nick,Brossette,"Brossette, Nick",Nick Brossette,RB,NEP,23.5,0.59,2022,400,,,,,,,2019,LSU,,,,,72,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13858,5703,20626,13309,7ecb04f9-b8b7-419b-9f73-8a7f55804074,,31705,4055563,952047,Deontez,Alexander,"Alexander, Deontez",Deontez Alexander,WR,DET,23.1,,,400,,,,,,,2018,Franklin,,,,,73,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14338,6446,21456,14082,6d882a8b-c34f-4de1-89d2-8ee71628e039,,32238,3122799,,Jonathan,Hilliman,"Hilliman, Jon",Jon Hilliman,RB,NYG,23.8,,,400,,,,,,,2019,Rutgers,,,,,72,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14066,6269,21143,13663,ba1032c6-bcbd-430c-afae-40898b9e83bb,,32366,3915776,,Kyle,Shurmur,"Shurmur, Kyle",Kyle Shurmur,QB,KCC,22.8,0.59,2022,400,,,,,,,2019,Vanderbilt,,,,,76,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14117,6063,20838,13615,064c4eda-1b10-40ac-a9d2-66caf76a213a,,32511,3894912,865567,Tyron,Johnson,"Johnson, Tyron",Tyron Johnson,WR,HOU,23.6,0.59,2022,400,,,,,,,2019,Oklahoma State,,,,,73,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027125,,9611,749,12415,6124,338b1ed8-131f-41f4-850a-1f93534558c7,5394,9444,12699,245993,Zach,Miller,"Miller, Zach",Zach Miller,TE,FA,34.9,,,400,,,,,,,2009,Nebraska-Omaha,6,7,,,77,245,31.75,9,4.58,2.67,1.6,NA,37.5,124,4.27,7.11,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027057,TateBr00,9524,346,8373,6023,3289f9ce-e1d1-40ed-9d3f-242a1712c586,,9347,12597,288161,Brandon,Tate,"Tate, Brandon",Brandon Tate,WR,FA,31.9,,,400,,,,,,,2009,North Carolina,3,19,,,73,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026983,HeywDa00,9452,394,8771,5993,c456e060-d4d8-46cb-acf4-296edfb4f7bd,,9271,12570,284925,Darrius,Heyward-Bey,"Heyward-Bey, Darrius",Darrius Heyward-Bey,WR,FA,32.5,,,400,,,,,,,2009,Maryland,1,7,,,74,210,31.625,9.625,4.3,2.54,1.54,16,38.5,126,4.18,6.8,9.89,76,0.0681,3,,,,,,,687,1,-7,,345,1445,0,2,1,9,,25,0.01,0.36,12.5,10,0,0,676,5177,0,338,0,1.2,0.4
00-0027139,PhilJo00,9638,406,8848,6130,c43cf6a1-8faa-4f95-aa2a-f1aac3ffe103,,9472,12550,323332,John,Phillips,"Phillips, John",John Phillips,TE,FA,32.2,,,400,,,,,,,2009,Virginia,6,35,,,77,251,32.25,10,4.84,2.85,1.73,20,33.5,112,4.27,6.84,7.07,130,0.138,2,,,,,,,494,,,,353,1341,,3,3,38,,30,0.01,1.27,10,8,0.01,0.01,466,4310,1,212,0,6.8,3.4
00-0027681,LaFeBr00,9843,613,11463,6503,5707d2b0-ea9e-4a5e-8289-9d52197301d9,5188,24053,12576,303885,Brandon,LaFell,"LaFell, Brandon",Brandon LaFell,WR,FA,32.8,,,400,,,,,,,2010,LSU,3,14,,,75,210,32.75,9.875,4.62,2.7,1.635,11,36,115,4.23,6.81,5.52,233,0.2236,4,,,,,,,556,,,,385,1576,,16,12,135,2,133,0.06,1.02,8.31,53,0.03,0.03,599,4209,9,305,0.03,37.5,9.38
00-0027796,WebbJo00,9992,606,11422,6674,250199f2-1387-4b55-b96f-17fedea6db7f,5857,24175,13484,296439,Joe,Webb,"Webb, Joe",Joe Webb,QB,HOU,32.8,1.02,2020,400,,,,,,,2010,UAB,6,30,,,76,230,30.25,9.125,4.49,2.6,1.59,21,42.5,137,4.09,6.76,9.92,35,0.032,1,,,,,,,505,,,,472,2016,,,,,,,,,,6,,,466,3945,0,275,0,0,0
00-0026898,SancMa00,9429,350,8415,5973,e6c40f79-1bbd-4f62-9391-7f535f110c0d,5192,9269,12482,297127,Mark,Sanchez,"Sanchez, Mark",Mark Sanchez,QB,FA,32.8,,,400,,,,,,,2009,Southern Cal,1,5,,,74,225,32.875,10.5,5,2.91,1.77,NA,32.5,116,4.21,7.06,6.33,65,0.0637,2,35,19,138,,3,3.94,508,1,8,,415,1776,0,,,,,,,,,0,,,497,4080,1,240,0,0.32,0.16
00-0026995,MaclJe00,9436,411,8914,5960,5f05de83-f15d-42f1-8271-284ca54f63de,5169,9283,12579,333818,Jeremy,Maclin,"Maclin, Jeremy",Jeremy Maclin,WR,FA,31.3,,,400,,,,,,,2009,Missouri,1,19,,,72,198,33.5,10.125,4.48,2.63,1.605,NA,35.5,120,4.3,7.11,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026153,StewJo00,9101,218,5451,5578,96a1fc85-5af7-49fa-a5ac-ddc06c205ced,4650,8790,11247,296086,Jonathan,Stewart,"Stewart, Jonathan",Jonathan Stewart,RB,FA,32.4,,,400,,,,,,,2008,Oregon,1,13,,,70,245,32.625,9.375,4.48,2.56,1.54,28,36.5,128,NA,NA,9.94,17,0.0166,3,,,,,,,581,6,17,,350,1600,0.02,,,,,,,,,0,,,574,4450,0,278,0,1.7,0.57
00-0026201,BennMa00,9044,40,1181,5709,0ca741f8-58bd-4933-9d5c-0e04de3f4cff,4639,8838,11295,302238,Martellus,Bennett,"Bennett, Martellus",Martellus Bennett,TE,FA,32.4,,,400,,,,,,,2008,Texas A&M,2,30,,,78,275,NA,NA,4.68,2.67,1.53,18,34,118,4.53,7.64,8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0025430,StanDr00,8712,181,4737,5251,22fb2b54-4936-4e8a-a48d-62096c0c9bb1,4179,8297,10487,215910,Drew,Stanton,"Stanton, Drew",Drew Stanton,QB,CLE,35.3,3.25,2020,400,351.6,,,,56.8,3.3,2007,Michigan State,2,11,,,75,226,30.25,9,4.79,2.75,1.67,NA,30.5,108,4.41,6.77,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026213,CharJa00,9054,323,7969,5663,aca06a5e-0e3a-4285-a025-199f8fa0376f,4617,8850,11307,300346,Jamaal,Charles,"Charles, Jamaal",Jamaal Charles,RB,FA,32.6,,,400,,,,,,,2008,Texas,3,10,,,71,199,NA,NA,4.38,2.56,1.53,NA,30.5,122,4.22,6.8,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0027006,BritKe00,9467,366,8532,5963,869882c4-728a-4349-8294-ffa32b5a4f31,5130,9294,12556,336831,Kenny,Britt,"Britt, Kenny",Kenny Britt,WR,FA,30.9,,,400,,,,,,,2009,Rutgers,1,30,,,75,230,34,9,4.54,2.675,1.59,23,37,124,4.47,NA,8.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0026901,WallMi00,9525,365,8529,6110,b37b5be9-4771-4368-988f-fb936f4fc0ad,5329,9348,12601,339270,Mike,Wallace,"Wallace, Mike",Mike Wallace,WR,FA,33,,,400,,,,,,,2009,Ole Miss,3,20,,,72,200,NA,NA,4.33,2.54,1.56,14,40,129,4.27,6.9,9.45,73,0.0668,1,,,,,,,598,,,,398,1585,,3,,,,109,0.03,,36.33,0,0.01,0.03,567,4051,0,309,0,0,0
00-0026300,,9207,260,6489,5653,73e133bf-d3f7-4fda-bd25-2fde66cb8ee1,4706,8937,11394,273278,Josh,Johnson,"Johnson, Josh",Josh Johnson,QB,FA,33.3,,,400,,,,,,,2008,San Diego,5,25,,,75,219,NA,NA,4.55,2.63,1.58,NA,33.5,110,4.42,7.56,7.56,204,0.2,4,91,52,590,3,4,6.48,508,23,120,1,415,1776,0.06,,,,,,,,,0,,,497,4080,7,240,0.03,45.6,11.4
,,14445,6710,21627,14326,64602329-20b8-4690-a924-544a22bd09ae,,32621,4426310,,Josh,Caldwell,"Caldwell, Josh",Josh Caldwell,RB,KCC,,0.58,2022,400,,,,,,,2019,Northwest Missouri State,,,,,72,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14348,6209,21106,13967,634dcf96-92ca-474a-8a09-e26a12a7bafa,,31832,3039968,,Ishmael,Hyman,"Hyman, Ishmael",Ishmael Hyman,WR,CLE,,0.58,2022,400,,,,,,,2019,James Madison,,,,,72,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14458,6246,21177,14003,3eb32502-2ecd-44b9-978e-33473fdd8354,,32541,3914534,,Jeremy,Cox,"Cox, Jeremy",Jeremy Cox,RB,LAC,,0.58,2022,400,,,,,,,2019,Old Dominion,,,,,72,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033258,DaniDa02,13396,4323,19176,11890,7574eb56-a34a-419e-9682-c4788cfe2019,,30523,3052166,747895,Darrell,Daniels,"Daniels, Darrell",Darrell Daniels,TE,ARI,24.7,0.64,2020,400,,,,,,,2016,Washington,,,100,,75,246,,,,,,,,,,,,70,0.0655,2,,,,,,,427,,,,532,2542,,2,,,,72,0.02,,36,0,0,0.02,400,3740,0,281,0,0,0
,,14354,5984,20920,13433,d32ec430-b35a-47cf-922e-2460ae818104,,32426,3895828,,Anthony,Ratliff-Williams,"Ratliff-Williams, Anthony",Anthony Ratliff-Williams,WR,TEN,22.2,0.59,2022,400,,,,,,,2019,North Carolina,,,,,73,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
